"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"MMP21",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROS",121,74,10,21,12,4,7,0,37,18,2,2,3,2,9,46,26,8,2,5,24,0,6,2,2,10,5,0,24,14,15,55,109,58,8
"BCCIP",59,39,9,13,8,1,0,3,20,5,0,0,0,3,3,28,17,16,4,8,18,2,5,1,1,14,0,6,28,11,7,41,148,55,14
"DHX32",14,22,0,2,0,0,2,1,9,2,0,0,0,1,1,5,1,1,0,0,3,0,2,0,0,1,1,2,0,1,0,4,50,18,2
"FANK1",2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,95,8,2,0
"ADAM12",15,105,0,0,0,0,0,0,27,0,0,0,0,1,7,0,2,0,0,1,1,0,3,0,0,1,0,0,0,0,1,15,1,0,0
"DOCK1",21,31,1,1,0,0,0,1,22,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,0,8,0,1,0,0,0,0,50,72,3
"FAM196A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FOXI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CLRN3",2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,1,0
"PTPRE",256,75,17,49,11,3,10,6,7,9,2,1,1,16,0,2,26,26,0,0,7,3,6,4,19,14,1,23,9,8,8,34,21,96,3
"MKI67",106,2,1,8,7,0,0,0,0,4,2,0,0,0,0,3,2,3,0,0,1,0,1,0,0,0,1,0,185,60,168,7,164,2,0
"LINC01163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGMT",162,97,12,24,13,4,4,4,89,25,3,3,3,9,8,101,57,47,2,12,37,3,14,1,7,29,1,10,39,19,21,82,322,241,30
"RP11-109A6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EBF3",1,1,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
"RP11-234G16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC00959",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,2,0
"GLRX3",190,93,8,25,20,2,4,2,38,14,4,3,2,6,10,30,39,24,2,10,28,2,5,1,5,28,3,6,100,18,32,85,271,123,15
"TCERG1L",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"PPP2R2D",23,20,4,0,3,0,1,0,14,4,0,0,0,0,1,9,9,5,2,1,8,1,0,0,1,0,0,1,4,2,2,13,35,24,3
"BNIP3",122,44,5,3,3,0,7,1,33,4,2,0,0,5,0,7,22,7,4,1,15,1,2,0,0,13,1,1,20,3,0,16,4,83,8
"RP11-45A17.2",2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
"RP11-45A17.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"JAKMIP3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"DPYSL4",1,9,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"STK32C",38,6,1,7,2,0,0,0,4,1,0,0,0,1,5,8,8,2,0,2,6,0,0,1,0,0,0,1,10,1,3,7,33,8,1
"LRRC27",14,14,0,3,2,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,5,0,1,2,0,0,3,3,8,0
"PWWP2B",19,2,0,6,0,0,0,0,1,0,0,0,0,0,1,6,7,2,0,2,0,0,3,0,1,0,0,1,0,0,0,2,28,6,1
"RP11-432J24.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf91",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-432J24.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INPP5A",3,7,1,1,0,1,1,2,6,2,0,0,0,0,0,4,0,2,3,0,0,0,0,0,0,8,0,0,0,0,0,4,21,32,9
"CFAP46",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"UTF1",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"VENTX",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MIR202HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP13-49I15.6",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM8",228,2,11,51,26,1,3,0,1,3,1,4,1,0,16,27,48,25,0,4,27,3,7,2,3,2,0,6,3,2,14,40,27,2,1
"TUBGCP2",160,46,17,20,5,2,2,3,23,16,3,1,0,2,6,29,24,24,1,11,23,1,4,3,2,12,4,5,16,6,12,30,49,44,7
"ZNF511",96,51,5,13,11,1,5,1,36,5,1,0,3,1,9,43,23,22,2,5,14,1,3,2,0,10,2,3,38,19,9,27,324,33,11
"PRAP1",20,4,3,3,1,0,0,1,2,3,0,0,0,0,2,8,5,1,1,1,8,1,0,2,1,1,0,0,4,0,0,11,1082,7,1
"CALY",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FUOM",246,49,5,34,13,1,3,1,25,5,2,0,1,1,6,22,8,19,0,13,5,0,3,0,6,10,1,13,11,9,5,31,167,14,3
"ECHS1",322,150,21,50,27,2,6,2,98,32,4,4,0,6,9,59,57,38,6,17,31,2,9,3,4,29,7,9,43,27,44,101,490,128,22
"PAOX",36,8,0,6,2,0,1,0,4,1,1,0,0,0,0,24,4,4,2,4,3,0,2,0,0,1,2,0,3,2,3,9,12,4,1
"RP11-108K14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MTG1",17,6,3,2,5,0,0,0,1,3,1,1,0,0,0,12,4,6,0,1,6,0,0,0,2,2,1,0,8,3,2,11,17,14,0
"CYP2E1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"SYCE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"IQSEC3",0,3,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-598F7.3",12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"RP11-598F7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-598F7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"SLC6A12",4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KDM5A",88,52,17,21,14,4,3,1,33,21,5,4,1,1,5,62,49,39,0,13,33,1,5,1,6,17,2,4,29,3,18,71,62,69,6
"CCDC77",14,12,3,2,3,0,0,0,3,1,0,1,0,0,0,8,5,2,1,0,1,0,0,0,0,1,0,2,5,0,6,7,13,5,1
"B4GALNT3",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,2,0
"NINJ2",86,40,2,10,6,0,1,0,38,17,1,2,1,2,1,8,11,15,0,1,7,2,5,0,1,0,1,7,12,8,3,56,12,20,2
"RP11-218M22.1",8,6,3,1,2,1,0,0,3,6,1,0,0,1,1,2,4,1,0,2,1,0,0,1,0,1,1,1,1,2,2,10,12,4,1
"WNK1",172,54,29,25,23,6,15,2,40,37,3,1,1,8,3,56,46,47,1,4,54,5,6,3,2,16,4,10,33,19,25,132,62,149,9
"RAD52",3,7,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2,0,1,4,6,1,1
"RP11-359B12.2",3,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,2,1
"ERC1",26,25,2,8,0,0,3,0,17,4,1,0,0,0,1,11,7,4,1,4,8,0,1,0,3,6,2,0,8,0,2,15,14,72,6
"WNT5B",12,20,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0
"FBXL14",2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0
"ADIPOR2",40,18,3,5,4,0,0,0,13,3,3,0,2,2,1,9,7,4,0,2,9,0,2,0,0,9,0,1,10,8,3,17,41,57,4
"CACNA2D4",117,2,0,13,7,1,2,0,3,11,0,2,0,0,5,2,16,2,0,1,11,0,1,0,0,2,0,4,0,2,3,25,1,1,1
"LRTM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC00940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DCP1B",10,15,3,1,2,0,1,0,6,5,5,0,0,0,2,2,6,3,4,0,4,0,0,0,0,6,0,0,3,4,5,24,23,6,0
"CACNA1C",1,14,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,8,0,0,0,0,0,0,0,21,2
"CACNA1C-AS2",2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,2,0,1,1
"CACNA1C-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FKBP4",130,53,5,17,14,1,1,1,23,3,0,3,3,2,3,29,17,11,1,4,15,0,3,1,4,30,4,2,38,21,6,39,273,72,21
"RP4-816N1.6",2,0,2,0,0,0,1,0,4,0,0,0,0,0,0,5,1,3,0,0,2,0,0,1,0,0,1,0,5,0,0,3,5,2,1
"ITFG2",28,25,5,2,2,2,2,2,7,7,0,0,0,2,3,42,15,8,1,8,21,3,2,2,0,3,1,2,9,4,5,24,25,19,2
"NRIP2",0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,1,35
"FOXM1",10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,9,20,3,32,2,0
"RHNO1",59,17,9,9,19,1,5,2,11,6,4,3,0,1,2,17,20,14,1,2,20,1,0,0,0,0,1,2,31,13,19,56,49,17,3
"TULP3",22,49,1,0,0,0,1,2,38,2,0,0,0,1,0,6,2,3,2,0,4,1,1,0,0,10,0,0,4,0,2,5,18,22,9
"TEAD4",0,31,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,56,82,6
"RP11-253E3.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
"TSPAN9",2,65,0,0,0,0,0,0,20,0,0,0,0,3,0,0,2,0,1,0,2,0,0,0,0,4,0,0,0,0,0,1,2,93,3
"CRACR2A",4,4,5,0,5,0,1,0,1,1,0,1,0,0,1,7,2,4,0,1,5,0,0,0,0,0,1,0,5,2,2,9,6,6,0
"PARP11",26,4,2,3,2,0,1,1,4,1,0,0,1,1,0,4,11,5,0,2,12,1,1,1,0,0,0,1,11,0,5,6,8,7,1
"RP11-664D1.1",1,0,0,0,3,0,1,0,0,3,0,1,0,0,0,0,16,2,0,0,26,3,0,0,0,0,0,0,0,0,0,3,0,0,0
"CCND2-AS1",1,7,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,4,3,0
"CCND2",78,161,15,21,131,7,6,2,54,11,16,4,1,2,6,42,73,62,1,2,42,3,29,2,1,30,20,3,1,51,39,192,275,47,8
"TIGAR",130,15,1,13,4,0,1,0,8,0,0,1,0,0,1,5,1,8,1,0,5,0,0,0,1,1,2,3,8,5,2,19,22,20,1
"FGF23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"C12orf4",38,11,1,2,11,0,3,0,7,3,2,2,0,0,2,9,7,2,1,3,2,0,2,1,1,2,1,0,4,0,2,10,11,14,1
"RAD51AP1",53,1,0,7,4,1,0,0,1,0,0,0,0,0,1,5,1,0,0,3,0,0,1,0,0,0,1,0,52,9,34,1,69,2,0
"DYRK4",78,55,5,4,3,0,0,1,19,4,3,0,0,2,4,19,15,11,1,7,3,0,2,1,3,3,2,2,17,2,4,17,31,58,7
"AKAP3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDUFA9",209,95,11,15,21,3,4,4,53,10,6,2,0,2,7,39,35,25,3,10,33,1,8,0,6,13,7,10,60,13,34,74,282,88,6
"RP11-234B24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
"GALNT8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"KCNA1",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-429A20.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNA5",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,1,2,40
"RP11-1038A11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0
"RP11-319E16.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"NTF3",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,15
"ANO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"VWF",33,6,2,0,1,0,0,0,3,2,0,0,0,9,1,3,3,2,0,0,6,0,0,1,1,1,0,0,1,1,1,7,8,1777,0
"CD9",1600,252,7,37,70,1,2,104,326,4,2,0,0,63,120,20,13,24,19,8,9,0,3,0,0,89,0,9,18,5,51,26,1130,1140,119
"PLEKHG6",4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
"TNFRSF1A",359,278,10,27,15,1,3,7,220,4,3,4,1,17,0,1,27,23,8,1,19,2,1,3,1,32,0,14,3,3,9,26,70,364,29
"SCNN1A",0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,82,3,0
"LTBR",118,93,0,11,1,0,0,3,64,1,1,0,0,7,0,3,3,0,6,0,0,0,3,1,1,12,0,2,0,0,0,3,88,104,11
"RP1-102E24.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CD27",33,11,138,2,214,31,51,1,10,140,12,1,0,0,0,361,152,258,1,16,201,9,0,4,0,5,48,4,162,67,80,778,38,23,0
"TAPBPL",94,65,3,14,8,3,4,3,46,11,0,2,1,4,9,9,21,13,4,3,20,0,5,0,4,10,3,7,18,3,11,41,77,30,5
"VAMP1",10,10,1,0,5,0,1,0,11,5,1,0,0,0,0,10,5,11,1,1,2,2,1,0,0,0,0,1,16,0,2,18,5,4,4
"RP1-102E24.10",2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,3,0,0
"MRPL51",390,296,22,46,76,5,8,10,150,35,9,8,4,18,29,91,80,68,14,19,70,2,14,3,9,54,13,12,300,85,71,178,610,282,63
"NCAPD2",39,7,1,2,1,1,0,0,3,1,0,0,1,0,0,10,4,4,0,0,2,0,0,0,0,0,0,1,31,5,23,5,39,7,1
"GAPDH",8431,2839,372,1125,1446,84,188,43,1125,753,161,157,42,142,241,1396,1166,1146,120,202,819,48,315,49,76,875,132,386,3905,1655,1675,3497,11082,4192,428
"RP5-940J5.9",13,3,0,0,3,0,0,0,3,1,0,0,0,1,0,0,1,3,1,0,1,0,1,0,1,1,0,1,5,0,0,4,18,10,0
"IFFO1",77,26,6,3,7,2,0,0,17,8,0,0,0,2,2,15,10,9,1,4,13,0,2,2,0,13,1,1,4,4,7,31,6,25,3
"RP5-940J5.8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOP2",32,17,5,9,11,0,0,0,1,6,1,1,0,0,1,20,6,8,2,4,6,1,1,0,0,1,1,2,14,6,6,19,34,12,1
"CHD4",157,92,9,25,16,1,8,1,40,22,6,3,2,6,7,63,57,32,0,12,41,2,5,4,5,21,1,7,71,27,19,94,149,113,15
"RP5-940J5.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
"LPAR5",83,1,3,7,6,0,0,0,0,10,0,1,0,0,3,43,3,12,0,9,6,1,0,0,0,1,0,1,11,0,2,17,23,1,0
"ACRBP",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0
"ING4",60,50,9,8,13,0,2,1,29,14,1,1,0,2,2,38,15,11,2,11,21,2,4,1,1,8,3,2,20,5,6,33,22,51,13
"ZNF384",21,14,3,2,1,0,1,1,2,2,1,1,0,1,1,7,3,4,0,5,3,0,1,0,0,2,1,1,4,3,2,6,19,26,0
"PIANP",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COPS7A",95,82,4,10,8,0,3,3,52,3,1,0,1,2,1,20,12,10,4,5,14,2,3,0,1,15,3,5,12,10,7,34,42,43,12
"RP4-761J14.10",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MLF2",212,165,12,32,19,2,6,5,89,18,3,3,0,8,5,54,26,35,6,16,25,0,6,2,6,35,2,9,71,12,28,61,326,153,37
"PTMS",675,538,23,57,109,13,8,8,281,11,11,6,0,45,18,15,26,62,25,6,16,1,4,2,12,197,4,9,17,23,85,30,599,849,110
"LAG3",70,12,38,0,268,17,1,0,10,4,1,5,0,0,0,4,24,125,0,1,12,2,2,2,0,0,0,1,1,23,113,75,13,5,2
"CD4",624,15,3,70,1,0,7,0,3,42,0,4,0,0,6,2,52,3,0,0,50,0,0,1,26,11,1,14,0,27,13,189,6,1,3
"GPR162",3,4,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1
"P3H3",2,99,0,0,0,0,0,3,55,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,5,9,5
"GNB3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CDCA3",35,1,2,2,1,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,1,0,64,14,50,0,83,1,0
"USP5",59,27,2,8,11,1,3,2,26,6,1,3,1,0,4,13,21,17,3,2,12,0,0,3,3,6,0,0,30,7,14,24,60,37,5
"TPI1",2128,647,73,239,201,14,26,16,299,120,18,28,14,31,95,246,203,190,17,30,134,6,78,6,23,179,21,85,541,336,354,529,2184,660,88
"SPSB2",22,24,1,7,6,0,2,0,13,4,3,1,0,2,1,8,15,15,0,2,11,1,0,0,0,6,0,1,3,3,10,12,43,27,4
"LRRC23",30,19,1,3,6,1,2,2,15,9,2,0,0,1,5,19,6,6,3,1,11,1,0,0,2,5,1,0,3,8,10,21,39,23,3
"ENO2",24,21,13,0,6,2,2,4,19,1,3,1,0,0,3,15,16,9,4,0,17,0,2,0,0,9,3,1,28,7,10,22,22,10,9
"ATN1",30,70,1,4,1,0,0,1,48,5,0,0,0,1,0,8,5,5,3,2,1,0,1,1,0,20,0,3,2,2,0,6,26,81,10
"C12orf57",208,630,103,27,89,19,36,21,506,109,16,26,5,18,27,156,276,177,24,46,308,18,27,21,12,179,18,17,103,50,102,475,240,545,181
"U47924.31",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"PTPN6",432,6,32,53,82,11,13,1,2,30,12,2,4,0,44,287,59,73,1,54,66,5,16,1,9,2,3,18,125,15,83,109,48,24,1
"U47924.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
"PHB2",329,187,22,55,31,8,17,10,115,39,5,7,2,16,18,150,81,55,13,29,80,5,16,3,13,33,10,13,161,62,44,136,493,198,37
"EMG1",88,62,11,13,26,3,2,2,36,3,4,0,1,5,3,38,29,27,3,20,24,1,5,0,2,13,0,6,52,7,15,48,189,53,10
"RP3-461F17.3",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1
"LPCAT3",65,34,7,4,8,0,2,2,15,4,0,2,1,2,6,6,9,9,1,1,6,1,1,1,1,7,2,1,16,3,9,13,61,14,3
"C1S",66,3046,2,3,6,1,2,23,2409,0,1,1,1,3,3,10,4,6,19,1,5,0,1,0,1,154,0,0,2,1,4,4,18,24,27
"C1R",36,2682,2,3,4,0,0,27,2324,2,1,0,0,8,1,3,5,4,18,1,4,0,3,0,0,183,0,1,2,2,1,12,11,55,44
"C1RL",23,42,3,6,6,1,2,1,35,2,0,1,0,3,1,4,7,4,1,1,5,0,0,0,0,3,0,2,1,1,1,11,10,16,4
"C1RL-AS1",2,14,0,0,1,1,0,1,7,0,1,0,0,0,0,3,5,3,0,1,5,0,0,0,1,0,0,0,0,0,2,5,7,2,0
"ABC12-49244600F4.4",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
"RBP5",4,54,0,0,0,0,0,0,62,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,24,0,0,1,0,1,3,1,209,0
"RP11-273B20.1",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"CLSTN3",9,59,3,0,18,2,2,1,48,9,0,1,1,2,3,4,12,15,0,2,10,2,2,3,1,14,0,1,1,4,17,21,6,68,2
"PEX5",11,13,3,1,1,1,0,1,10,4,0,0,0,0,2,3,1,3,2,2,3,0,0,2,1,2,0,1,13,1,3,8,26,17,2
"CD163L1",11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
"CD163",402,2,0,19,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,9,1,0,0,1,2,2,0
"APOBEC1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
"GDF3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CLEC4C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"NANOGNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NANOG",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SLC2A14",7,2,1,0,0,0,1,0,4,0,1,0,0,0,2,10,7,1,0,4,12,1,1,1,0,2,0,0,1,1,2,7,1,13,0
"SLC2A3",180,95,33,29,26,2,17,1,54,12,7,3,0,1,23,134,128,71,0,51,181,9,9,3,7,25,3,29,11,7,39,119,8,237,10
"FOXJ2",15,12,0,3,5,1,1,2,7,2,2,0,0,0,1,7,2,5,1,0,5,0,2,1,0,2,0,1,1,1,0,5,9,16,2
"C3AR1",592,1,0,20,2,0,1,0,1,0,0,0,0,0,10,0,14,5,0,0,4,2,1,0,0,0,0,14,0,0,4,50,3,1,0
"NECAP1",27,18,2,7,14,2,0,0,12,1,0,2,0,2,1,18,17,17,0,1,16,1,4,0,0,1,1,1,6,4,6,34,27,16,6
