"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Double-Negative Tcells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"TSPAN8",3,0,0,0,7,0,1,1,7,6,0,2,5,0,0,2310,0,0,3,0,0
"LGR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ZFC3H1",4,0,0,0,9,4,1,1,7,5,0,1,3,1,1,28,0,1,2,1,2
"THAP2",5,0,2,0,6,0,0,1,7,2,0,3,1,0,0,10,1,0,1,1,0
"TMEM19",5,0,3,1,12,2,0,6,2,2,0,2,2,0,0,26,1,0,0,1,0
"RAB21",5,0,3,1,6,4,0,0,6,7,2,2,1,0,0,30,1,1,1,0,0
"TBC1D15",6,3,4,0,13,2,0,2,6,1,1,2,4,0,0,23,0,3,0,1,1
"TRHDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ATXN7L3B",4,0,4,1,16,3,0,0,8,9,0,3,5,1,1,32,1,0,3,0,1
"CAPS2",1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"GLIPR1L1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GLIPR1L2",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLIPR1",47,2,62,2,27,41,5,12,83,33,2,3,20,5,9,1,0,1,16,3,1
"RP11-585P4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KRR1",2,3,1,1,8,7,1,6,29,10,1,6,13,1,1,35,0,2,1,0,4
"PHLDA1",8,1,3,0,69,3,0,1,18,3,0,0,4,0,3,9,7,0,0,2,0
"RP11-290L1.2",1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
"NAP1L1",44,7,103,2,110,57,12,49,195,62,5,41,114,7,16,164,6,10,37,18,8
"BBS10",0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OSBPL8",6,2,10,0,20,14,1,5,16,14,2,5,6,0,3,25,0,0,7,3,2
"ZDHHC17",0,0,2,0,11,4,1,0,4,1,1,1,2,1,2,7,0,0,0,0,0
"CSRP2",0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,9
"E2F7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP1-34H18.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAV3",2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SYT1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PAWR",0,0,0,0,2,2,0,4,1,0,1,3,0,0,0,91,0,0,1,0,3
"PPP1R12A",2,2,14,0,14,9,2,4,28,16,5,8,10,4,3,44,6,3,1,6,4
"RP11-84G21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"PTPRQ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIN7A",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSS3",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PPFIA2",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CCDC59",6,0,9,2,16,8,0,2,34,8,2,5,14,2,6,70,0,3,2,2,1
"METTL25",1,0,0,0,3,2,0,1,2,1,0,0,0,0,1,2,1,0,0,0,0
"TMTC2",1,0,0,1,4,0,0,1,0,0,0,1,1,0,0,5,0,0,0,0,0
"LRRIQ1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RASSF9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MGAT4C",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf29",0,1,1,0,9,2,0,1,13,3,1,2,5,1,0,11,0,1,0,0,0
"CEP290",5,0,0,0,4,4,0,1,6,1,1,1,0,3,0,12,0,0,1,1,2
"TMTC3",1,0,0,0,9,2,0,0,4,1,0,0,0,0,0,14,1,0,0,0,0
"KITLG",0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,24,1,0,0,0,0
"DUSP6",19,0,20,0,19,5,0,2,24,14,0,7,4,2,8,40,0,2,4,2,2
"RP11-823E8.3",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"POC1B",3,0,2,0,6,6,1,1,5,8,0,3,4,0,1,23,0,2,0,0,1
"POC1B-GALNT4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-734K2.4",0,0,1,0,4,2,0,2,5,3,0,2,1,0,0,5,0,0,0,0,0
"ATP2B1",9,1,13,1,27,2,2,5,13,4,0,2,4,0,0,83,0,2,8,2,1
"LINC00936",10,0,20,0,9,2,1,8,15,5,0,0,6,0,1,10,0,0,22,2,1
"RP11-654D12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-567C2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"KERA",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUM",2,0,0,0,3509,2,0,2,5,4,2,0,2,0,0,19,0,0,0,0,1
"DCN",4,0,2,0,4986,3,1,1,8,2,6,0,3,0,1,32,3,1,3,1,0
"BTG1",73,63,100,50,152,199,40,232,1143,487,8,241,511,60,93,384,18,38,72,91,8
"RP11-796E2.4",5,2,13,2,3,4,1,9,37,15,0,5,10,0,4,2,2,1,1,4,1
"RP11-693J15.5",0,0,1,0,0,1,0,15,0,0,0,16,0,0,0,0,0,1,0,0,0
"PLEKHG7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"EEA1",4,0,8,0,15,1,0,1,5,4,2,0,3,0,0,31,2,2,1,1,1
"RP11-511B23.1",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"RP11-511B23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"NUDT4",4,0,4,1,20,3,0,5,16,1,2,2,7,0,3,95,2,3,4,0,1
"UBE2N",10,6,21,3,43,17,2,10,53,27,5,9,27,6,5,149,1,3,7,6,2
"MRPL42",8,0,5,0,18,6,0,5,22,11,3,7,11,1,2,146,3,1,1,2,6
"SOCS2",1,1,1,0,26,2,1,0,7,1,2,0,3,1,0,30,2,1,0,0,3
"CRADD",0,0,1,0,4,2,0,1,4,1,0,1,2,0,0,19,0,0,0,0,1
"RP11-887P2.5",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"RP11-1060G2.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLXNC1",1,0,4,0,2,0,0,0,5,2,0,0,0,0,0,2,0,0,1,0,0
"RP11-1105G2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CEP83",1,0,3,0,1,0,0,3,0,1,0,2,1,0,0,10,0,2,0,1,0
"CEP83-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"TMCC3",1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,24,0,0,4,0,0
"NDUFA12",12,0,25,0,46,16,0,6,25,12,8,3,14,3,2,330,3,4,6,6,8
"NR2C1",0,2,0,0,3,3,1,2,1,1,1,2,0,0,0,8,0,0,0,0,0
"FGD6",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"VEZT",3,0,2,0,12,2,0,2,12,3,3,1,3,0,0,35,1,0,2,0,2
"METAP2",11,1,12,1,49,4,0,5,25,15,3,6,13,4,2,153,0,2,3,3,4
"USP44",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NTN4",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,1
"SNRPF",12,2,24,0,51,26,3,7,83,32,2,11,32,0,6,374,2,5,7,3,5
"HAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LTA4H",6,0,13,0,10,7,1,7,4,1,0,9,6,0,1,61,0,4,26,1,1
"ELK3",1,1,6,0,9,0,3,4,19,1,1,2,7,0,0,3,0,0,1,3,5
"CDK17",1,2,1,0,1,0,0,1,8,4,0,0,3,1,2,4,0,0,1,0,1
"CFAP54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"NEDD1",0,0,3,0,5,3,0,4,7,2,0,0,5,0,1,14,1,0,0,0,0
"RP11-181C3.1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0
"TMPO-AS1",0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,1,0
"TMPO",7,1,3,0,9,10,0,4,20,12,0,4,12,2,2,85,0,1,4,0,0
"SLC25A3",32,2,56,4,110,29,3,17,53,30,10,12,34,7,11,773,6,8,19,5,11
"IKBIP",5,1,3,0,19,3,0,1,3,3,2,0,2,0,1,3,3,3,0,1,1
"APAF1",2,0,6,0,1,0,1,0,1,0,0,0,2,1,1,20,0,1,1,1,0
"ANKS1B",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"UHRF1BP1L",3,0,4,0,4,2,0,0,2,1,0,1,0,0,0,13,1,0,2,0,0
"ACTR6",2,0,4,1,7,0,0,2,14,7,0,4,10,0,2,26,1,3,0,2,1
"DEPDC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SCYL2",5,0,3,0,2,0,0,2,5,0,0,0,1,1,1,54,0,0,0,0,3
"SLC17A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GAS2L3",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ANO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"UTP20",3,0,2,0,5,0,0,0,1,0,1,0,1,0,2,15,0,2,0,1,0
"ARL1",3,3,4,1,56,3,0,4,13,3,1,2,2,1,2,101,0,5,1,0,2
"MYBPC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"CHPT1",2,0,12,0,21,5,0,2,4,0,0,0,0,1,0,81,0,1,3,0,0
"SYCP3",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"GNPTAB",2,0,1,0,2,4,1,5,5,3,1,2,0,3,2,69,0,1,0,0,1
"DRAM1",2,0,0,0,14,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0
"CCDC53",10,0,6,0,34,2,0,2,17,5,2,2,4,1,0,44,1,3,2,0,0
"NUP37",0,0,2,0,13,0,0,1,7,1,0,3,2,0,2,71,0,0,1,1,0
"PARPBP",1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,40,0,0,0,1,0
"IGF1",16,0,11,0,44,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
"ASCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"C12orf42",0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0
"STAB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-341G23.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NT5DC3",0,0,1,0,2,0,1,0,1,1,13,1,0,0,0,11,0,0,0,0,0
"RP11-650K20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"HSP90B1",31,3,29,2,174,37,4,9,47,25,6,8,16,6,3,516,5,73,5,2,9
"C12orf73",1,1,3,0,1,1,0,3,3,2,0,1,1,0,1,5,0,0,1,0,0
"TDG",4,0,6,0,14,6,1,3,22,9,2,5,12,1,2,59,0,0,4,0,1
"GLT8D2",0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"HCFC2",1,0,3,0,8,4,1,0,5,4,1,1,1,0,3,8,0,0,1,0,1
"NFYB",2,2,5,1,14,9,0,1,6,8,1,1,5,2,1,41,1,0,1,1,0
"TXNRD1",5,0,4,0,15,3,0,1,5,5,2,0,1,0,1,46,1,0,1,0,0
"EID3",0,0,0,0,1,5,0,0,4,4,0,2,1,1,0,5,0,0,0,1,0
"CHST11",1,0,6,0,0,6,1,2,10,5,0,3,9,0,2,1,0,1,2,0,0
"SLC41A2",1,0,3,0,5,0,0,0,1,0,0,0,0,0,1,21,0,0,0,0,0
"C12orf45",0,0,33,0,9,2,0,2,3,2,1,4,3,2,2,28,0,1,2,0,0
"ALDH1L2",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"KIAA1033",19,0,14,2,21,4,4,3,8,7,1,9,5,0,1,19,0,1,2,0,1
"APPL2",1,0,5,0,12,2,0,0,2,5,0,0,0,1,0,48,0,0,1,2,0
"C12orf75",1,2,1,2,41,6,2,6,13,8,0,2,5,2,4,244,1,1,0,2,0
"NUAK1",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"CKAP4",0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,85,0,3,2,0,1
"RP11-651L5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCP11L2",0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,1,0,0,0
"POLR3B",1,0,0,0,3,1,0,0,2,1,0,0,1,0,0,3,0,0,0,0,0
"RFX4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIC8B",0,0,2,0,2,1,0,0,4,1,0,0,2,0,0,8,1,0,1,1,0
"RP11-412D9.4",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM263",2,0,0,0,19,7,0,1,12,6,1,0,5,0,2,27,0,1,0,0,0
"MTERF2",0,0,0,0,10,0,0,1,3,1,2,0,2,0,0,23,1,0,0,1,0
"CRY1",2,1,1,0,7,1,1,1,5,1,0,0,1,0,0,15,0,0,1,1,1
"BTBD11",0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
"PWP1",9,1,4,0,20,8,1,3,12,9,0,4,6,3,3,31,0,0,3,1,4
"PRDM4",1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,23,1,0,0,0,0
"ASCL4",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSCD2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMKLR1",7,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"FICD",0,0,1,0,1,3,0,2,1,1,0,0,0,0,0,0,0,1,2,0,0
"SART3",0,0,2,0,7,0,0,1,5,0,0,3,2,1,0,20,0,2,1,0,0
"ISCU",15,2,14,2,111,20,6,17,70,29,11,15,44,4,8,211,1,18,7,6,4
"TMEM119",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SELPLG",9,3,3,1,1,9,1,0,17,10,0,0,9,5,2,0,0,2,7,2,0
"RP11-689B22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CORO1C",6,0,9,0,15,0,0,1,2,1,2,0,0,0,0,43,0,3,6,0,0
"SSH1",3,0,2,1,7,14,0,0,1,7,1,1,0,0,2,10,0,0,1,1,2
"DAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SVOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"USP30",0,0,1,0,3,1,1,0,0,1,0,0,1,0,0,12,0,1,0,0,0
"USP30-AS1",1,1,1,0,0,3,0,2,3,4,0,0,2,2,0,1,0,0,0,0,0
"ALKBH2",0,0,1,0,10,2,0,1,6,3,0,1,1,0,0,17,1,1,1,0,1
"UNG",1,0,0,0,7,6,2,2,11,4,0,0,3,0,1,48,0,0,0,0,1
"ACACB",0,0,0,0,7,0,0,0,1,2,0,0,0,0,1,10,1,0,0,0,1
"MYO1H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KCTD10",0,0,0,0,6,0,0,1,4,3,1,1,2,2,0,26,0,0,3,0,2
"UBE3B",3,0,3,0,3,2,1,2,4,1,0,1,0,1,0,21,0,0,0,0,0
"MMAB",1,0,0,0,8,1,0,2,7,2,1,2,2,0,1,68,0,1,0,2,1
"MVK",2,0,1,1,1,1,0,1,2,0,0,0,0,0,0,23,0,0,0,0,0
"FAM222A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TRPV4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLTP",2,0,3,1,11,4,0,3,9,7,2,0,5,1,2,94,1,1,1,1,3
"TCHP",1,1,0,0,3,1,0,0,3,3,0,0,0,0,2,13,0,0,0,0,0
"GIT2",2,1,5,1,6,5,1,7,18,4,0,5,6,1,1,15,0,1,1,3,1
"ANKRD13A",0,0,3,0,6,5,0,5,5,1,1,4,5,2,0,18,0,1,0,0,0
"C12orf76",5,0,3,0,16,2,1,1,10,7,0,3,6,0,3,20,0,2,1,1,1
"IFT81",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ATP2A2",5,0,3,0,23,1,0,1,2,2,5,0,1,1,0,93,2,0,4,2,1
"ANAPC7",0,1,1,0,10,2,0,0,8,1,0,1,4,0,0,27,0,0,1,1,1
"ARPC3",118,10,148,7,113,79,12,48,156,104,4,53,60,9,28,698,1,11,50,9,9
"GPN3",1,1,2,0,8,4,1,1,8,1,0,3,3,0,2,29,1,0,2,0,0
"FAM216A",0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0
"VPS29",20,1,26,0,49,12,3,2,25,15,4,1,21,2,3,252,3,4,12,1,5
"RAD9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"PPTC7",0,0,5,0,10,2,1,3,5,2,1,1,1,0,0,28,0,1,4,0,0
"TCTN1",2,1,0,0,28,0,0,1,4,0,1,1,1,0,0,4,0,1,0,0,0
"HVCN1",5,0,6,0,1,3,0,9,0,2,1,21,1,0,1,1,2,3,1,0,0
"PPP1CC",14,2,21,2,105,19,2,6,39,26,3,7,30,1,7,226,5,12,13,6,3
"FAM109A",1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,16,0,1,0,0,0
"RP3-473L9.4",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH2B3",4,0,11,0,0,1,0,2,1,1,0,1,1,1,0,3,0,0,4,0,1
"ATXN2",6,0,5,0,9,6,0,4,5,2,1,0,5,1,1,31,1,0,1,1,0
"BRAP",2,0,1,0,1,1,0,1,5,3,0,2,5,0,0,14,1,0,0,0,1
"ACAD10",1,0,1,0,3,1,0,0,2,1,0,0,0,0,0,14,2,1,0,1,0
"ALDH2",10,0,22,0,39,0,0,1,1,0,5,0,0,1,0,241,2,0,5,0,1
"MAPKAPK5-AS1",3,0,2,0,11,4,2,1,10,6,0,2,7,0,2,36,0,0,3,0,1
"MAPKAPK5",2,0,4,1,6,2,0,2,8,4,0,3,2,0,0,45,0,1,1,1,1
"TMEM116",1,1,0,0,1,2,0,1,8,4,1,0,7,0,1,5,0,2,0,0,0
"ERP29",49,5,41,6,98,27,3,28,107,50,2,31,53,4,8,382,2,25,24,4,3
"NAA25",1,0,5,1,7,1,1,1,8,4,1,4,3,0,1,19,1,0,1,0,0
"TRAFD1",3,0,2,0,10,1,1,0,5,3,0,0,1,1,0,12,1,1,1,1,2
"HECTD4",2,3,0,0,4,0,0,0,2,0,1,0,0,0,0,11,0,0,1,0,0
"RPL6",192,61,353,39,709,347,37,255,1121,423,49,218,614,58,122,2780,28,91,111,113,53
"PTPN11",4,0,2,0,7,4,0,0,6,6,0,3,3,1,0,34,0,1,3,0,0
"RPH3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OAS1",10,0,9,0,15,2,0,4,2,1,0,1,1,0,0,51,1,2,4,0,2
"OAS3",1,0,4,0,6,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0
"OAS2",2,0,3,1,2,2,0,1,7,0,0,1,2,0,0,0,0,1,1,0,1
"DTX1",0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"RASAL1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"CFAP73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DDX54",1,1,3,2,10,3,0,5,11,3,2,1,6,1,4,66,1,1,0,1,2
"RITA1",2,0,2,0,6,3,0,1,9,1,1,2,2,0,0,17,0,0,0,0,0
"IQCD",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"TPCN1",5,0,2,0,10,0,0,1,1,1,0,1,0,0,0,25,0,0,0,0,0
"SLC8B1",1,0,1,0,2,3,0,0,13,3,0,0,2,2,0,25,1,0,1,0,0
"PLBD2",6,0,1,0,25,0,0,0,2,0,0,0,1,0,1,3,0,0,0,0,0
"SDS",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SDSL",3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"LINC01234",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RBM19",2,0,1,1,3,0,0,2,9,2,1,1,4,0,1,8,0,2,0,0,0
"TBX3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MED13L",4,0,10,0,8,3,0,2,4,3,1,1,2,0,0,21,0,2,6,0,4
"MAP1LC3B2",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0
"C12orf49",1,0,1,0,1,2,1,0,3,3,0,1,0,0,1,29,1,0,0,0,0
"RNFT2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
"HRK",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"FBXW8",0,0,1,0,2,0,0,1,1,2,1,0,0,0,0,4,0,0,0,0,0
"TESC",1,0,4,0,0,5,0,2,1,9,0,0,2,2,0,0,1,0,6,0,1
"FBXO21",0,1,3,0,14,4,0,3,14,1,1,3,5,0,1,16,2,1,0,1,1
"NOS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KSR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
"RFC5",1,0,0,0,3,1,0,1,1,1,1,0,1,0,0,7,0,1,0,0,0
"WSB2",2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,41,0,0,3,0,0
"VSIG10",1,0,2,0,5,0,0,0,0,0,0,0,3,0,0,62,1,0,0,1,0
"RP11-136L23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"PEBP1",30,2,28,0,229,25,8,19,88,31,7,15,47,2,5,536,8,8,4,5,7
"TAOK3",7,3,26,1,12,18,2,9,32,11,1,9,18,1,5,79,2,2,10,0,0
"SUDS3",2,0,1,0,11,4,0,1,9,1,0,2,1,2,2,96,0,1,4,0,0
"RP11-131L12.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-131L12.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HSPB8",0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0
"CCDC60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"RP11-768F21.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM233",0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PRKAB1",3,0,2,0,2,4,1,1,5,3,0,1,1,0,1,22,1,0,0,0,1
"CIT",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1
"CCDC64",0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0
"RAB35",3,0,4,0,7,3,0,0,9,7,1,0,1,1,0,29,2,0,1,1,3
"RP1-267D11.6",1,0,0,0,5,0,0,0,1,1,0,0,1,0,0,3,0,1,0,1,1
"GCN1",0,0,0,0,0,2,0,0,1,3,0,1,0,1,1,17,0,0,0,1,0
"RPLP0",139,38,230,23,666,164,43,196,901,254,35,186,370,24,65,4037,15,97,50,50,38
"PXN-AS1",0,0,0,0,2,1,0,0,3,2,1,0,0,2,1,11,0,0,0,1,0
"PXN",2,0,1,1,20,0,0,0,9,2,0,0,3,2,3,37,0,0,3,0,2
"RP1-278C19.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"SIRT4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MSI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"COX6A1",46,6,58,2,181,64,7,31,129,78,36,27,53,8,24,1807,11,23,31,16,9
"TRIAP1",4,0,3,1,12,3,1,3,2,8,1,3,2,0,1,60,0,1,1,0,0
"GATC",3,0,1,0,7,2,1,0,3,2,0,1,1,0,0,22,0,0,2,1,0
"SRSF9",8,2,20,1,35,9,0,4,9,9,1,4,8,3,3,164,1,4,2,0,3
"DYNLL1",51,9,51,2,257,36,4,16,66,44,10,12,32,8,18,943,10,11,11,11,17
"NRAV",0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"COQ5",1,1,3,0,6,4,1,0,6,1,0,1,5,1,0,54,1,2,0,0,1
"RNF10",3,1,7,0,21,10,0,5,13,9,2,3,5,4,1,73,0,1,0,1,2
"POP5",4,0,3,0,19,8,1,3,16,7,0,3,16,2,2,63,0,5,2,5,2
"CABP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"MLEC",10,2,9,1,19,11,0,2,14,10,4,1,7,1,2,355,1,2,1,1,0
"RP11-173P15.10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNC119B",0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9,0,1,0,0,0
"ACADS",5,0,2,0,17,0,0,0,7,1,0,1,1,0,1,166,1,0,1,0,1
"SPPL3",1,0,8,0,13,2,0,0,6,6,3,0,3,0,0,27,0,0,0,0,1
"HNF1A",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0
"C12orf43",1,0,1,0,9,3,0,0,7,3,0,2,3,1,0,16,0,0,0,0,1
"OASL",1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
"P2RX7",1,0,3,0,1,1,0,2,3,1,0,2,0,0,2,0,0,1,2,0,0
