"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"SP1",0,0,1,0,0,0,25,0,0,0,0,4,1,0,1,0,1,0,0,20,1,0,0,12,2
"PRR13",15,8,38,4,2,4,184,28,4,5,2,36,85,66,1,27,5,1,25,353,4,6,5,55,8
"PCBP2",39,28,79,7,4,9,560,25,5,32,5,77,137,95,8,51,8,4,23,264,23,14,3,205,28
"MAP3K12",0,0,1,0,0,1,24,1,0,1,0,1,3,3,0,0,3,0,0,1,0,0,0,3,1
"RP11-793H13.11",0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"TARBP2",0,0,1,0,1,1,12,2,0,0,0,1,5,4,0,0,0,0,1,10,0,1,2,7,1
"RP11-793H13.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATF7",2,0,4,0,0,0,50,0,0,0,0,1,6,2,0,2,0,1,1,21,0,1,0,22,4
"RP11-793H13.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ATP5G2",53,26,141,8,7,16,837,55,11,52,6,122,232,128,21,66,17,9,38,959,32,37,9,198,39
"CALCOCO1",2,0,2,1,0,3,50,3,0,3,0,4,4,12,0,4,0,0,0,7,1,9,1,15,5
"HOXC9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOXC4",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"SMUG1",2,0,0,0,0,2,30,1,0,3,0,2,2,2,0,2,1,0,1,22,0,1,0,13,1
"RP11-834C11.4",0,0,0,0,0,3,75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,5
"RP11-834C11.15",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-834C11.8",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBX5",2,0,5,2,1,0,56,3,0,3,0,5,11,5,1,5,1,0,4,29,2,2,1,12,3
"RP11-968A15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HNRNPA1",52,85,210,15,22,30,2144,123,20,101,30,349,640,442,39,217,79,15,137,1172,66,72,22,464,68
"COPZ1",4,1,12,0,1,5,145,8,0,13,2,14,12,13,3,8,1,0,2,81,6,8,3,28,6
"RP11-753H16.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-753H16.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR84",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF385A",9,0,10,0,0,0,184,0,0,1,0,4,0,2,0,0,0,0,0,1,0,0,0,15,0
"ITGA5",5,4,2,0,0,0,58,0,0,5,0,1,3,2,0,1,0,0,2,1,0,0,0,83,2
"GTSF1",0,1,2,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,2,0,0,0
"NCKAP1L",13,1,11,2,0,0,2,5,1,0,1,15,19,19,1,8,1,0,8,1,0,4,2,2,0
"PDE1B",1,0,1,0,1,1,2,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,1,2
"PPP1R1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"TESPA1",0,1,1,0,0,0,0,1,1,0,0,0,10,4,0,4,1,0,0,0,0,0,0,0,0
"METTL7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"ITGA7",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,10
"RP11-644F5.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"BLOC1S1",35,7,60,2,4,10,436,19,6,15,3,33,98,51,4,21,9,3,18,553,7,8,5,75,18
"RDH5",0,0,0,0,0,0,23,1,0,0,0,2,6,3,0,0,0,0,0,13,0,0,0,0,0
"CD63",92,9,95,4,7,69,3191,76,2,141,38,34,99,115,4,12,9,8,40,880,99,22,8,429,147
"RP11-644F5.11",0,0,2,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,7,1
"GDF11",0,2,0,0,1,1,48,2,0,0,0,4,12,5,2,3,0,1,4,2,1,3,0,15,1
"SARNP",5,1,1,1,1,2,34,1,0,1,0,3,4,5,1,1,0,0,1,6,0,2,0,8,2
"ORMDL2",6,1,8,0,2,4,35,5,2,8,1,8,23,22,3,2,3,0,6,62,3,4,3,16,3
"DNAJC14",0,1,1,0,1,0,19,2,0,1,0,2,3,3,0,1,1,0,3,4,0,1,0,6,0
"MMP19",18,0,5,0,0,2,67,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"PYM1",4,1,4,0,1,2,48,2,2,0,0,6,10,12,1,3,3,0,2,27,1,0,0,8,1
"DGKA",2,2,0,0,0,0,14,1,0,1,0,4,5,3,0,2,0,0,0,10,0,1,0,5,0
"PMEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"CDK2",1,0,1,0,0,0,12,1,0,0,0,2,4,1,0,0,1,0,2,2,1,0,0,14,0
"RAB5B",3,1,4,0,0,1,54,2,0,4,0,3,3,6,0,0,0,1,4,29,1,4,1,27,6
"SUOX",1,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,6,0
"IKZF4",1,0,1,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,2
"RPS26",88,166,224,45,62,34,2117,164,31,103,26,549,1055,695,74,349,117,21,200,2235,68,128,58,597,70
"ERBB3",1,1,0,0,0,10,3,0,0,0,0,0,3,1,0,0,0,0,1,130,0,1,0,3,0
"PA2G4",7,9,19,4,2,9,149,6,3,13,1,16,34,46,3,12,2,1,11,125,2,1,1,57,6
"RP11-603J24.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RPL41",395,504,1134,117,157,129,8224,635,108,492,120,2377,4368,2404,223,1363,451,88,658,8263,255,613,149,2028,376
"ZC3H10",0,0,0,0,0,1,9,0,0,0,0,2,1,1,0,1,0,0,0,1,1,0,0,1,1
"ESYT1",4,1,7,0,1,0,20,3,0,3,0,8,22,13,1,7,1,1,6,20,2,1,0,21,2
"MYL6B",2,1,2,0,0,2,139,0,0,11,0,3,4,3,1,1,0,1,1,15,5,3,0,30,3
"MYL6",180,89,289,34,39,68,2802,148,21,221,25,260,754,554,23,211,73,28,153,2399,129,75,30,766,405
"SMARCC2",0,3,3,1,0,0,67,3,1,6,1,7,19,9,2,4,1,0,4,22,3,1,3,20,5
"RNF41",3,1,0,1,0,0,43,1,0,2,0,12,10,9,1,3,3,0,5,13,0,0,0,19,1
"NABP2",3,0,4,0,0,0,63,1,1,2,1,14,6,6,0,2,0,0,1,30,4,0,0,20,3
"SLC39A5",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,85,0,0,0,0,0
"ANKRD52",1,0,1,0,0,0,5,0,0,0,0,1,3,3,0,0,0,0,1,9,0,1,0,3,2
"COQ10A",1,4,1,0,0,0,30,5,0,3,0,9,17,10,1,7,1,0,3,3,0,1,0,4,0
"CS",2,1,3,0,0,0,28,0,0,2,0,2,5,4,0,5,0,1,1,49,0,1,0,15,2
"RP11-977G19.11",0,0,2,0,0,0,7,1,0,0,0,0,6,5,0,2,1,0,1,5,0,2,0,4,0
"RP11-977G19.12",0,0,2,0,0,0,4,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0
"CNPY2",3,1,14,0,0,10,155,7,0,9,2,6,32,24,1,7,3,4,7,92,5,8,0,45,5
"PAN2",0,0,0,0,0,0,16,0,0,1,0,5,0,1,2,1,0,0,0,10,0,1,0,7,0
"IL23A",0,1,0,0,0,0,12,1,0,0,1,7,14,4,0,3,0,0,3,6,0,8,1,1,0
"STAT2",4,1,3,1,0,2,80,1,0,3,1,2,7,6,0,1,0,0,0,9,4,0,0,24,0
"TIMELESS",1,0,1,0,0,0,3,0,0,1,0,1,1,3,0,1,0,0,0,5,0,1,0,4,1
"SPRYD4",2,0,1,0,0,0,8,2,0,0,0,0,4,2,0,0,0,0,0,11,0,0,0,1,1
"GLS2",0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
