"","Anti-inflammatory macro/mono","CAFs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Vascular ECs","VSMCs"
"IGSF8",14,9,4,14,221,1,2,1,0,3,5,2,1,2,1,33,4,2,6,6,12
"ATP1A2",0,0,0,16,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,6
"CASQ1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEA15",15,4,14,27,298,0,0,14,0,0,2,5,0,0,0,11,1,1,38,23,14
"DCAF8",17,2,1,8,148,1,0,3,0,2,6,2,1,0,0,28,0,1,7,7,4
"RP11-574F21.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEX19",10,5,0,4,142,0,3,1,0,5,1,2,0,3,0,23,4,0,4,3,6
"COPA",44,7,7,5,335,0,4,2,1,11,5,4,0,4,0,80,2,2,30,13,6
"NCSTN",40,3,6,11,349,2,0,3,0,5,8,5,0,0,1,42,2,0,30,10,4
"NHLH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"VANGL2",0,1,0,2,11,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
"SLAMF6",0,0,0,0,0,1,3,0,0,7,8,0,0,1,2,2,0,0,0,0,0
"CD84",99,0,12,0,4,3,1,0,2,13,5,0,1,1,0,1,0,0,33,0,0
"SLAMF1",0,0,0,0,5,0,11,0,0,23,8,0,0,0,0,0,0,0,2,0,0
"RP11-404F10.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CD48",76,0,57,0,23,23,74,0,2,248,151,0,24,39,6,5,0,13,245,4,1
"SLAMF7",18,1,5,0,3,2,1,1,0,6,9,0,0,6,1,1,0,7,22,1,0
"LY9",3,0,1,0,3,1,3,0,0,10,14,0,1,0,2,0,0,4,0,0,0
"CD244",2,3,1,0,0,4,1,0,0,0,9,0,0,5,0,1,0,0,3,1,0
"ITLN1",4,1733,0,0,25,0,0,0,0,2,1,0,0,1,0,742,1,0,4,2,2
"ITLN2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F11R",23,2,5,1,30,0,0,7,1,5,3,0,0,1,0,65,0,1,18,16,0
"TSTD1",59,55,6,1,227,7,6,2,4,56,50,5,5,16,4,522,4,8,20,0,12
"USF1",5,0,1,0,11,0,1,1,0,2,0,1,0,0,0,6,0,0,1,2,0
"ARHGAP30",33,0,6,0,3,3,5,0,0,25,25,0,3,13,1,1,0,0,41,0,0
"PVRL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"KLHDC9",0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,18,0,1,0,3,1
"PFDN2",119,22,25,16,539,4,5,12,4,33,15,14,4,10,2,102,14,2,92,33,27
"NIT1",20,4,5,6,198,0,1,4,0,3,3,4,1,1,0,49,3,2,20,8,4
"DEDD",11,3,1,0,65,0,1,3,0,1,1,3,1,0,0,12,0,0,8,3,1
"UFC1",108,61,25,15,827,9,18,15,4,69,27,12,0,20,3,267,9,6,86,46,30
"RP11-297K8.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP21",2,1,0,0,32,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1
"PPOX",7,2,2,3,74,0,0,1,0,1,0,2,0,0,0,10,2,0,2,9,1
"B4GALT3",8,5,8,3,102,1,2,2,0,4,3,2,0,5,1,33,2,1,9,9,6
"ADAMTS4",1,0,0,0,75,0,0,1,0,1,0,0,0,0,0,2,13,0,0,12,5
"NDUFS2",44,11,15,9,254,1,4,1,0,17,5,9,0,3,2,137,6,2,51,17,6
"FCER1G",2444,4,337,1,73,55,3,0,27,0,5,1,2,118,14,63,1,1,1561,3,0
"TOMM40L",4,1,0,1,17,0,0,1,0,2,1,1,0,1,0,6,0,0,6,1,2
"NR1I3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PCP4L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MPZ",3,0,2,104,3,0,0,0,0,1,1,0,0,0,0,2,0,0,6,0,0
"SDHC",71,25,31,18,701,2,10,12,1,22,21,8,3,10,1,253,10,1,69,22,27
"CFAP126",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCGR2A",303,6,34,1,42,0,0,8,0,0,0,0,0,0,0,14,1,1,111,1,7
"HSPA6",35,4,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0
"FCGR3A",150,0,19,0,2,0,1,0,0,0,2,0,0,40,1,0,0,0,210,0,0
"FCGR3B",2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"FCGR2B",293,1,14,6,7,1,0,0,0,1,2,0,0,0,0,2,1,0,29,0,0
"FCRLA",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FCRLB",2,1,1,0,42,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"DUSP12",13,3,3,5,113,0,0,1,1,4,3,1,0,2,0,13,1,2,10,4,6
"RP11-474I16.8",1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"ATF6",35,13,5,8,197,0,3,5,1,3,6,4,0,0,0,27,3,1,21,6,5
"OLFML2B",25,0,2,2,103,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,8
"NOS1AP",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
"C1orf226",0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"SH2D1B",0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"UHMK1",40,6,10,6,84,3,6,2,1,6,8,0,0,3,1,44,1,0,34,4,5
"RP11-359K18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"UAP1",6,39,2,1,1022,0,1,2,0,8,3,3,0,2,1,89,2,2,6,3,3
"DDR2",4,20,0,7,867,0,0,4,0,0,0,4,0,0,0,1,10,0,0,1,10
"HSD17B7",5,1,1,0,106,0,0,0,0,3,6,0,0,1,2,17,0,0,5,2,1
"RGS4",0,1,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1
"RGS5",2,0,0,0,29,0,0,0,0,1,0,39,0,0,0,4,361,0,1,26,171
"RGS5.1",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NUF2",0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,16,0,0,1,0,0
"PBX1",5,25,0,7,1476,0,0,3,0,0,0,12,0,0,1,60,8,0,0,11,12
"LMX1A",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RXRG",0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LRRC52",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-306I1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MGST3",261,86,36,71,3217,2,9,40,5,45,35,77,3,6,3,722,66,17,173,92,233
"ALDH9A1",47,15,9,8,508,4,4,6,0,14,10,2,1,5,0,61,4,2,18,20,7
"RP11-466F5.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMCO1",67,32,17,21,779,2,6,4,1,30,33,11,3,15,1,134,7,6,46,24,12
"UCK2",5,4,1,1,20,0,0,1,0,0,0,0,0,1,0,21,0,0,7,2,0
"FAM78B",0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POGK",12,6,4,5,64,0,0,1,2,4,0,0,1,0,0,20,0,0,12,3,2
"TADA1",2,1,2,0,22,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1
"ILDR2",0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MAEL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPA33",1,1,0,1,16,1,0,1,0,0,4,0,0,0,0,196,2,1,2,1,0
"DUSP27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-277B15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"POU2F1",12,3,3,4,83,0,0,0,0,4,3,0,1,1,1,17,2,0,7,2,5
"CD247",2,0,0,0,3,32,17,0,0,39,32,0,4,55,7,2,0,0,0,0,0
"RP11-104L21.3",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CREG1",344,10,30,2,998,0,2,4,2,2,3,3,0,1,0,63,6,3,98,13,7
"RP3-455J7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RCSD1",68,0,12,0,31,6,9,5,0,22,25,1,5,8,2,1,6,2,42,0,6
"MPZL1",27,15,3,1,484,0,1,3,0,3,1,3,0,0,0,57,2,1,5,16,3
"ADCY10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPC2",53,24,10,16,685,1,8,9,2,26,32,11,1,7,2,484,7,8,36,23,32
"DCAF6",20,16,3,6,219,0,0,5,1,6,5,2,0,0,0,55,4,2,11,4,8
"GPR161",4,0,0,0,40,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,4
"TIPRL",26,8,8,7,255,0,4,4,1,9,11,3,3,3,0,56,5,1,27,10,12
"SFT2D2",38,9,8,4,204,2,2,6,1,2,4,2,0,2,0,35,2,0,19,3,1
"TBX19",1,0,0,0,18,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0,1
"XCL2",1,0,0,0,3,24,0,0,0,1,158,0,0,31,0,11,0,0,0,3,0
"XCL1",0,0,0,0,1,9,0,0,0,0,113,0,0,29,2,0,0,0,0,0,1
"DPT",75,9,9,4,25966,1,5,5,1,15,8,4,1,4,1,51,87,2,17,11,9
"RP1-10C16.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"LINC00626",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP1B1",59,27,7,36,128,1,0,0,2,0,4,4,1,0,0,409,3,3,17,1,1
"NME7",3,6,0,7,178,2,0,0,0,6,3,1,0,2,0,7,2,0,0,3,4
"BLZF1",18,1,0,4,116,0,0,3,0,4,5,1,0,2,0,13,0,0,6,4,8
"CCDC181",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SLC19A2",7,2,1,0,180,0,0,0,1,2,0,0,0,0,0,3,1,0,0,0,1
"RP1-206D15.6",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"F5",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"SELP",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0
"C1orf112",3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1
"SELL",19,1,3,0,7,0,0,1,0,1,3,0,4,16,2,2,0,0,45,0,0
"SELE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"METTL18",8,0,1,3,87,0,2,0,0,5,5,1,1,0,1,16,1,0,2,3,1
"SCYL3",6,0,1,1,41,2,0,0,0,0,2,0,0,1,1,15,0,1,1,2,1
"KIFAP3",6,8,0,4,168,1,0,7,0,1,2,3,0,4,0,30,0,0,3,6,3
"LINC01142",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-576I22.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GORAB",6,2,0,1,35,0,0,2,0,2,0,0,0,1,0,14,1,0,3,2,0
"PRRX1",1,3,0,1,441,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"RP1-79C4.4",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"FMO3",0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FMO2",0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,11
"FMO1",0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FMO4",0,1,0,1,25,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
"PRRC2C",91,38,26,21,653,9,21,17,2,61,42,8,6,14,1,164,7,4,83,38,19
"MYOC",1,0,0,0,291,0,0,0,0,0,0,43,0,0,0,1,0,0,1,1,0
"VAMP4",11,2,2,3,100,0,1,2,0,7,5,2,0,2,0,12,2,0,8,4,4
"METTL13",7,4,1,3,101,1,3,2,0,3,2,1,0,1,0,19,0,1,5,5,4
"DNM3",1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1
"DNM3OS",1,0,0,0,151,0,0,1,0,0,0,3,0,0,0,0,2,0,0,1,1
"PIGC",17,14,3,6,241,0,1,3,0,8,8,0,0,2,0,25,2,0,15,2,2
"SUCO",6,25,2,1,67,1,0,1,0,3,1,2,0,1,0,17,2,0,5,3,2
"FASLG",0,0,0,0,1,4,1,0,0,7,9,0,0,9,1,0,0,0,0,0,0
"RP1-15D23.2",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNFSF18",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNFSF4",0,0,0,0,31,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0
"RP11-296O14.3",0,0,1,0,22,2,2,0,0,8,0,0,0,1,0,7,0,0,0,1,1
"PRDX6",157,231,29,30,2265,10,7,14,12,39,42,35,4,13,1,560,20,6,88,47,67
"ANKRD45",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KLHL20",7,8,4,5,172,1,1,1,1,3,5,1,0,1,0,20,0,1,8,8,4
"CENPL",2,0,1,0,24,0,1,0,0,2,0,1,0,0,0,12,0,0,4,0,1
"DARS2",5,0,3,0,20,0,0,0,0,1,1,0,0,1,0,16,0,0,3,2,1
"GAS5-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB37",11,1,0,2,19,1,0,0,0,1,1,0,0,1,0,3,2,0,4,1,0
"RC3H1",14,5,2,3,62,0,0,0,0,1,1,1,0,2,0,28,4,0,10,5,1
"RP11-160H22.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-160H22.5",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RABGAP1L",34,5,4,0,119,2,1,1,0,22,8,0,2,6,0,34,1,1,30,4,6
"CACYBP",84,7,13,17,720,0,9,4,3,32,15,10,2,2,3,103,7,3,50,11,12
"MRPS14",33,11,8,12,348,3,5,2,0,14,9,5,0,5,0,83,7,3,29,12,8
"TNN",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA0040",13,3,0,0,136,0,9,0,0,12,5,0,3,2,0,18,18,2,19,7,9
"RFWD2",25,2,6,0,116,1,1,0,0,4,5,2,1,1,0,43,3,0,14,5,6
"PAPPA2",0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
"ASTN1",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRINP2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP1-35C21.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SEC16B",0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1
"RASAL2-AS1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RASAL2",8,0,0,4,33,0,0,1,0,0,0,2,0,0,0,12,7,0,0,10,13
"TEX35",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf220",0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP5-1098D14.1",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RALGPS2",2,6,0,25,58,0,0,1,0,0,0,2,0,0,0,32,1,1,1,0,0
"ANGPTL1",0,5,0,23,532,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,47
"FAM20B",10,5,1,4,64,0,0,2,1,0,2,1,0,0,0,15,0,0,8,3,10
"TOR3A",16,2,8,4,140,2,2,2,1,9,7,2,0,0,0,26,1,2,14,2,4
"ABL2",43,7,0,7,129,0,1,0,0,0,2,0,0,0,0,14,1,0,35,7,2
"SOAT1",40,3,1,2,78,0,2,2,1,7,3,1,0,2,0,18,1,0,20,2,1
"AXDND1",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"TOR1AIP2",22,32,0,0,203,0,1,3,0,3,3,5,1,3,0,46,4,1,8,8,6
"RP11-533E19.7",1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"TOR1AIP1",34,4,6,8,281,1,0,1,0,8,7,3,0,1,0,10,3,2,14,4,8
"RP11-533E19.5",2,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"CEP350",34,5,8,7,117,0,2,0,0,8,4,1,0,1,1,43,3,4,29,10,6
"QSOX1",30,21,8,10,2437,1,1,15,0,5,6,9,0,1,1,140,9,0,25,15,8
"LHX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ACBD6",28,10,6,9,303,2,2,3,0,5,5,2,2,1,0,22,3,0,18,3,13
"XPR1",2,0,2,1,22,0,0,0,0,4,0,0,0,0,0,9,1,0,2,5,1
"KIAA1614",0,0,0,1,22,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
"RP11-46A10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"KIAA1614-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STX6",20,4,5,1,47,1,0,2,0,3,1,0,0,0,0,12,1,1,17,5,0
"MR1",21,5,7,2,106,0,2,0,0,8,1,2,0,1,1,9,2,0,15,0,3
"IER5",36,11,3,1,47,0,0,1,0,4,0,1,0,1,0,24,1,0,33,2,1
"CACNA1E",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-538D16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01344",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLUL",559,51,35,20,3153,1,0,20,12,3,14,15,1,3,0,202,25,0,238,26,38
"RNASEL",4,3,1,1,64,0,0,0,0,2,0,2,0,1,0,3,0,0,5,1,1
"RGS16",1,23,0,14,115,1,0,13,0,3,1,0,0,3,0,1,18,0,1,39,21
"RP11-317P15.4",1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGS8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",76,0,3,1,12,0,2,0,0,0,2,0,0,0,0,0,0,0,35,1,0
"DHX9",35,6,6,7,157,1,3,3,0,10,6,1,1,1,1,62,2,1,19,8,6
"SHCBP1L",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAMC1",4,10,2,26,1139,0,0,10,0,0,1,7,0,0,0,4,18,0,2,31,22
"LAMC2",3,0,0,0,25,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0
"NMNAT2",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMG7",11,4,3,3,45,3,2,0,0,2,7,0,0,0,0,27,1,1,12,4,6
"NCF2",83,0,25,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,195,0,14
"ARPC5",414,53,89,27,1087,13,26,16,6,91,65,7,6,20,9,213,25,10,328,42,41
"RGL1",178,12,7,1,131,0,0,1,0,0,0,0,0,0,0,4,0,0,12,2,0
"COLGALT2",2,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSEN15",16,1,5,2,95,2,1,2,2,4,10,2,1,4,1,20,2,1,18,5,3
"RP11-382D12.2",1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf21",15,6,2,12,991,1,0,22,0,0,1,7,0,13,1,89,8,0,3,10,8
"EDEM3",23,7,3,1,85,0,0,6,0,1,3,0,1,1,0,42,0,7,15,6,3
"FAM129A",5,1,4,28,544,3,0,2,0,9,12,9,1,0,1,2,9,2,22,7,39
"RNF2",12,2,4,0,78,0,0,2,0,3,1,0,0,2,0,12,0,1,11,8,1
"TRMT1L",8,1,1,1,75,1,1,2,1,1,1,0,0,1,1,13,0,1,4,1,2
"SWT1",6,1,2,0,25,0,1,1,0,1,0,1,0,0,0,2,1,1,0,2,0
"IVNS1ABP",48,6,5,1,85,2,0,0,0,9,9,2,2,3,0,61,0,3,41,33,3
"GS1-279B7.2",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GS1-204I12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HMCN1",0,0,0,10,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"PRG4",1,261,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TPR",45,26,7,16,577,2,9,9,2,35,19,2,2,9,4,80,10,3,61,22,21
"C1orf27",12,1,2,3,135,0,0,0,0,2,2,2,0,0,0,16,0,1,3,6,2
"OCLM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-295K2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PTGS2",34,11,12,3,53,0,0,1,0,0,0,1,0,0,0,4,0,0,52,0,0
"PACERR",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G4A",7,3,2,3,80,0,0,0,0,0,0,3,0,0,0,4,1,0,2,0,2
"LINC01037",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRINP3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"LINC01351",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"RGS18",45,0,17,0,4,0,5,0,0,1,0,0,0,0,0,4,0,0,61,0,0
"RGS1",658,1,168,2,48,29,99,1,43,438,367,1,11,29,19,45,0,9,85,9,2
"RGS13",1,0,0,0,2,0,0,0,22,0,0,0,0,0,0,7,0,0,0,0,0
"RGS2",263,108,87,8,1184,2,9,0,22,22,20,43,1,16,0,15,9,1,408,0,13
"UCHL5",9,5,3,2,113,0,2,0,0,9,3,2,1,4,3,24,2,2,13,4,6
"TROVE2",32,10,7,15,396,2,5,8,2,16,15,5,2,2,1,30,7,1,15,7,17
"RP11-101E13.5",2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"GLRX2",18,1,5,5,138,1,2,2,0,7,3,2,0,1,0,37,1,2,17,1,7
"CDC73",22,3,3,9,174,0,0,3,2,4,7,2,0,1,0,23,2,0,12,5,12
"B3GALT2",0,2,0,1,9,0,5,0,0,9,1,0,0,0,0,0,0,0,0,0,0
"LINC01031",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-563D10.1",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"RP11-476B1.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNT2",0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFH",11,98,0,10,1718,0,0,7,1,2,1,20,0,2,0,2,9,1,4,23,1
"CFHR1",1,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASPM",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0
"ZBTB41",3,2,1,1,28,0,0,0,0,1,0,0,0,0,0,10,0,0,2,1,1
"CRB1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DENND1B",22,4,5,3,64,2,1,1,0,5,7,1,0,3,1,28,0,0,14,0,1
"C1orf53",3,9,0,0,6,0,0,1,0,0,1,0,0,0,0,25,1,0,2,1,0
"NEK7",23,11,7,0,76,0,1,0,0,3,1,0,0,2,1,20,1,2,14,3,15
"PTPRC",107,1,44,1,12,18,41,0,4,143,170,0,13,52,15,10,0,3,232,2,0
"MIR181A1HG",9,0,9,0,5,1,1,0,0,2,3,0,0,2,0,1,0,0,16,2,0
"RP11-16L9.2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NR5A2",0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,18,0,0,1,3,0
"ZNF281",12,2,2,2,77,1,0,4,0,4,3,2,0,2,0,19,0,2,16,13,2
"KIF14",0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"DDX59",6,6,2,2,65,1,4,2,0,5,3,0,0,0,0,9,0,0,5,1,3
"RP11-92G12.3",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMSAP2",9,14,0,2,64,0,0,2,0,0,0,0,0,0,0,5,4,0,1,6,5
"C1orf106",0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,52,0,2,1,0,1
"KIF21B",0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,1,3,1,0
"ASCL5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM9",10,15,1,10,402,1,0,1,1,2,2,6,0,1,0,34,3,0,6,2,3
"IGFN1",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PKP1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"TNNT2",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LAD1",1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,105,0,0,1,0,1
"TNNI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"PHLDA3",0,3,0,50,394,0,1,0,0,3,0,9,0,1,0,1,4,0,4,6,13
"CSRP1",25,19,6,76,606,2,0,2,0,9,8,190,2,6,1,66,28,0,26,21,253
"RP11-134G8.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0
"RP11-134G8.5",1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0
"NAV1",7,6,4,2,333,0,0,0,0,0,0,0,0,0,0,8,2,0,11,14,0
"IPO9-AS1",2,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"IPO9",10,4,3,1,89,1,0,0,0,1,4,1,1,0,0,20,0,0,10,3,4
"SHISA4",4,6,2,8,189,0,0,2,0,1,0,3,0,0,0,2,1,0,9,6,6
"RP11-307B6.3",0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
