"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"GSDMB",6,3,0,0,0,1,1,0,1,0,0,1,2,0,1,0,11,0,0,0,1,0,0,3,271,0
"ORMDL3",27,22,3,0,4,7,4,1,2,1,0,5,11,4,0,1,7,0,1,10,1,0,1,49,138,1
"GSDMA",20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"PSMD3",191,42,2,4,2,4,1,5,1,0,2,5,5,2,1,0,15,1,12,15,11,1,1,29,496,24
"CSF3",15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8
"MED24",35,14,1,0,0,1,0,0,0,0,0,3,0,2,1,1,1,0,4,2,1,0,1,7,102,8
"THRA",20,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4,0,1,0,0,2,65,2
"NR1D1",9,7,1,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,1,3,1,0,0,2,88,2
"MSL1",62,24,3,0,0,0,1,1,1,1,0,5,1,0,1,1,4,0,2,2,1,1,0,8,152,17
"CASC3",62,20,3,1,3,5,0,2,3,2,0,6,2,5,0,0,2,0,5,2,5,1,1,21,85,13
"RAPGEFL1",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,103,1
"WIPF2",75,22,7,1,2,8,1,3,3,1,3,5,3,5,2,0,9,1,3,2,7,0,1,19,238,13
"CDC6",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,77,1
"RARA",79,28,1,2,1,1,1,2,0,1,2,5,7,5,0,1,3,0,6,0,5,1,0,9,51,12
"RARA-AS1",31,4,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,7,0,0,4,53,8
"TOP2A",72,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,3,2,0,2,3,1,146,7
"IGFBP4",206,715,0,1,0,1,1,128,3,0,0,0,0,2,0,0,6,0,120,1,3,1,0,3,279,204
"TNS4",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,116,0
"RP5-1028K7.2",0,1,0,0,0,0,1,0,3,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,3,0
"CCR7",74,1,5,13,0,7,14,0,4,0,15,13,2,39,0,1,0,0,0,0,29,3,1,22,3,1
"SMARCE1",96,58,4,2,1,13,0,3,0,0,0,11,2,3,1,3,15,3,6,7,3,3,1,47,216,19
"RP11-458J1.1",4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1
"KRT222",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"KRT10",318,313,25,6,19,33,8,22,10,4,10,35,20,36,2,8,70,6,55,56,33,18,11,112,1248,130
"TMEM99",15,15,1,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,3,1,1,1,127,9
"KRT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"KRT20",31,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,137,0,0,0,2,2,0,2,2716,2
"AC004231.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRT23",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,110,0
"KRT39",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRTAP3-1",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0
"KRTAP4-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KRT34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRT36",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KRT15",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76,0
"KRT19",214,34,5,1,7,8,0,4,5,0,3,11,3,4,0,3,783,2,8,13,12,1,3,29,17390,16
"KRT9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRT14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KRT16",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,107,0
"KRT17",16,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,8,0,1,0,0,1,290,1
"EIF1",6151,1590,250,174,194,394,119,115,100,63,115,482,311,473,49,95,745,67,315,449,748,186,108,1653,10947,809
"GAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0
"HAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0
"JUP",19,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,27,0,1,4,3,0,0,0,902,39
"P3H4",1,74,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,3,0,0,0,1,0,58,7
"FKBP10",3,289,0,0,0,0,0,10,0,0,0,0,0,1,0,0,2,0,41,0,0,0,0,2,17,34
"NT5C3B",82,63,3,2,1,5,2,7,1,1,1,6,2,5,0,1,8,2,15,3,8,0,2,10,215,17
"KLHL11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ACLY",114,19,0,1,1,4,0,2,2,0,1,1,3,3,0,2,4,0,5,4,7,1,1,9,302,16
"TTC25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CNP",88,50,3,1,3,1,0,1,0,0,1,3,2,7,1,2,6,1,9,4,2,2,4,15,174,17
"DNAJC7",249,38,5,8,11,13,8,3,1,5,8,9,7,13,4,0,12,1,7,15,21,4,4,68,368,23
"NKIRAS2",49,27,1,1,0,0,1,2,1,0,1,2,0,2,0,0,5,0,4,2,4,2,0,11,117,21
"DHX58",29,9,0,0,0,2,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,4,34,3
"KAT2A",30,15,1,1,1,1,0,1,1,0,1,2,0,0,0,1,7,0,0,1,1,0,0,4,114,4
"HSPB9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB5C",795,139,9,13,8,17,4,7,5,1,3,24,9,16,1,2,25,6,27,17,56,4,7,86,628,73
"HCRT",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GHDC",43,8,1,0,1,2,2,1,0,0,0,2,0,0,0,0,1,1,1,3,3,0,0,5,47,5
"STAT5B",48,8,4,1,4,11,2,0,1,1,0,6,4,2,1,0,0,1,2,0,2,0,1,15,53,11
"RP11-358B23.5",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"STAT5A",125,8,4,2,1,5,4,0,2,1,0,1,4,2,2,4,0,0,0,2,8,0,1,14,53,6
"STAT3",304,86,14,1,29,26,8,6,9,10,5,21,15,26,4,4,9,1,16,7,12,5,2,154,443,51
"PTRF",111,201,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,67,1,1,0,1,2,89,210
"ATP6V0A1",107,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,2,3,5,0,0,5,63,4
"NAGLU",45,12,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,47,3
"HSD17B1",5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,48,0
"RP11-400F19.6",12,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,34,0
"COASY",96,19,2,2,0,3,1,3,0,0,1,1,0,2,1,0,7,2,1,6,3,2,3,16,217,5
"MLX",157,25,3,2,2,5,2,2,0,1,1,4,0,4,1,2,17,0,5,8,7,4,1,23,227,5
"PSMC3IP",14,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0,3,3,41,2
"FAM134C",49,23,0,0,3,5,2,1,0,0,1,6,4,2,2,2,1,1,3,1,2,0,1,17,125,7
"TUBG1",49,21,0,0,0,1,1,2,0,0,0,1,1,0,0,0,8,0,5,8,2,1,0,3,199,6
"TUBG2",10,14,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,9,2
"PLEKHH3",6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,49,3
"CCR10",8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,1,4,0
"CTD-3193K9.4",4,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0
"CNTNAP1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
"EZH1",21,8,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,5,32,2
"RAMP2-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RAMP2",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,358
"VPS25",104,65,2,3,4,5,0,5,2,3,0,4,4,4,2,0,16,0,9,7,11,2,3,25,396,18
"WNK4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,42,0
"COA3",284,90,3,5,2,4,3,6,2,0,2,4,4,5,1,0,59,0,20,19,19,5,5,41,1365,35
"CNTD1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
"BECN1",146,29,2,3,2,3,0,0,1,3,2,13,1,4,0,2,6,1,5,3,17,2,1,33,212,17
"PSME3",98,22,4,1,3,2,0,1,0,1,2,1,1,5,2,2,4,0,6,4,6,1,1,20,247,14
"AOC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"AOC3",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,9
"AARSD1",12,6,1,0,3,1,0,0,2,0,1,2,2,3,3,1,1,0,0,3,0,1,1,10,39,3
"PTGES3L",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1
"RUNDC1",16,5,2,0,3,3,1,1,2,4,0,4,1,4,0,0,2,0,1,4,0,0,0,6,46,3
"RPL27",4629,1219,150,135,87,276,88,75,63,40,127,321,163,431,30,65,663,50,301,313,405,73,67,900,12008,509
"IFI35",219,85,5,3,3,3,0,5,2,0,0,12,3,6,3,3,27,1,10,7,13,4,2,36,501,9
"VAT1",271,46,0,0,0,0,0,10,1,0,1,1,0,0,0,0,4,0,2,1,6,0,0,5,77,41
"RND2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BRCA1",17,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,32,1
"RP11-242D8.1",16,7,1,0,3,0,0,0,0,0,0,5,2,1,0,0,2,0,1,2,0,2,0,6,32,2
"NBR1",89,16,4,0,3,6,0,0,3,0,0,1,3,3,1,0,11,0,6,3,4,1,1,20,214,15
"TMEM106A",97,4,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,7,0,0,3,15,1
"LINC00910",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
"ARL4D",8,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3
"DHX8",19,6,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,1,0,11,49,1
"ETV4",7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,259,1
"MEOX1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
"DUSP3",325,32,0,3,0,1,0,2,0,1,2,0,0,0,1,0,10,0,1,1,17,0,0,1,192,12
"C17orf105",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-905N1.2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPP3",2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"MPP2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPY",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PYY",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAGS",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,41,0
"TMEM101",84,26,2,1,0,2,0,3,3,1,0,3,2,2,1,1,7,1,3,2,1,2,1,17,189,15
"LSM12",132,41,1,4,1,2,1,2,2,1,4,6,1,7,1,1,14,3,6,8,18,4,1,16,278,17
"G6PC3",100,34,0,2,1,0,0,3,0,0,1,1,0,1,0,0,3,2,3,1,3,0,0,3,160,19
"HDAC5",58,27,3,1,3,2,1,2,1,0,0,4,2,0,0,0,4,1,10,7,0,0,0,11,61,14
"C17orf53",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
"ASB16",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB16-AS1",8,2,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,2,1,0,0,5,16,0
"TMUB2",68,12,2,0,2,14,4,1,0,0,0,3,1,1,0,0,5,3,3,4,2,2,1,15,94,6
"ATXN7L3",24,8,2,0,1,3,2,0,2,0,0,1,0,3,0,0,5,0,4,2,1,0,2,4,86,9
"CTB-175E5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UBTF",47,32,1,2,2,6,2,3,0,3,0,2,1,5,1,1,2,0,7,5,0,2,0,17,198,9
"RP5-882C2.2",6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,9,2
"SLC4A1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"RUNDC3A-AS1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RUNDC3A",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SLC25A39",447,86,5,9,2,11,3,6,4,7,3,7,7,2,6,3,53,0,18,26,22,8,2,66,1317,40
"GRN",3607,196,4,51,1,3,0,19,2,0,6,6,1,4,0,0,13,20,24,16,134,4,0,26,898,103
"FAM171A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ITGA2B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPATCH8",46,40,7,0,2,8,1,2,7,2,2,8,4,8,0,0,7,1,5,4,7,2,5,36,125,6
"FZD2",14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEIOC",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCDC43",55,13,0,1,0,2,2,0,1,1,0,1,3,5,0,0,5,0,2,4,3,2,0,14,108,6
"RP11-1072C15.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DBF4B",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ADAM11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GJC1",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3
"HIGD1B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"EFTUD2",82,8,0,2,0,0,3,0,4,0,3,3,6,2,0,2,2,1,1,3,5,1,0,13,107,9
"GFAP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIF18B",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,2
"C1QL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
"DCAKD",16,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,2,0,1,1,1,66,0
"NMT1",99,26,2,0,1,5,0,2,0,2,1,5,5,3,0,1,7,1,4,5,1,2,1,12,258,6
"PLCD3",9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,1,0,0,3,266,2
"ACBD4",19,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,3,1,0,0,4,44,0
"AC142472.6",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"HEXIM1",167,40,14,6,4,10,4,2,2,3,1,14,4,12,0,2,15,1,12,6,12,3,2,49,217,11
"AC002117.1",5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,4,0
"HEXIM2",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,26,0
"RP13-890H12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0
"CTD-2020K17.1",18,3,1,0,3,1,0,1,0,0,1,1,2,1,0,0,0,0,0,3,3,0,1,19,0,0
"FMNL1",264,10,12,5,10,17,4,1,7,2,9,25,12,15,3,6,1,4,1,9,18,3,5,92,4,1
"CTD-2020K17.3",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2020K17.4",2,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,5,37,0
"MAP3K14-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"MAP3K14",16,2,1,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,6,43,0
"ARHGAP27",66,1,2,0,0,0,0,0,0,0,0,2,3,0,0,0,6,1,0,5,1,0,1,2,209,14
"PLEKHM1",41,6,0,0,0,3,1,0,1,0,1,0,3,2,0,0,0,0,0,4,3,1,1,12,58,2
"RP11-798G7.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP11-798G7.6",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,0
"CRHR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MAPT",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KANSL1",59,18,8,1,2,4,1,0,0,1,1,5,8,5,0,0,3,2,3,4,3,2,3,15,74,13
"KANSL1-AS1",15,2,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,5,17,0
"ARL17B",0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,8,2
"LRRC37A",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0
"LRRC37A2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ARL17A",15,5,2,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,2,3,1,1,0,2,49,2
"FAM215B",8,1,1,0,0,2,1,1,0,0,0,0,0,1,1,0,1,1,0,3,2,0,0,10,8,0
"NSF",69,7,1,0,0,2,1,1,0,0,1,4,0,0,0,0,2,0,1,2,4,1,1,8,94,3
"WNT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"GOSR2",70,26,0,0,1,1,0,2,1,0,0,3,2,0,0,2,3,1,3,5,1,2,1,17,124,16
"CDC27",106,22,1,0,1,3,2,0,2,0,0,0,1,1,0,0,11,0,4,4,2,0,0,9,106,11
"MYL4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"ITGB3",14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,2
"RP11-290H9.5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THCAT158",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1
"EFCAB13",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
"NPEPPS",83,38,3,0,1,5,0,3,1,0,1,3,5,4,0,0,4,1,3,3,2,1,1,18,346,17
"RP11-580I16.2",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"KPNB1",350,91,4,2,5,9,2,9,0,0,3,8,8,8,2,2,13,2,19,11,15,6,7,29,505,52
"TBKBP1",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3
"TBX21",3,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,1,0
"OSBPL7",10,2,1,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,1,1,25,2
"MRPL10",30,37,6,2,1,18,0,1,0,2,0,11,2,9,1,2,4,0,9,11,5,4,5,22,181,9
"LRRC46",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"SCRN2",31,35,3,0,1,6,0,2,0,0,1,3,1,2,1,0,10,1,2,5,2,0,1,11,170,7
"SP6",8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,234,4
"RP11-6N17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SP2",22,12,1,0,2,2,0,2,0,0,1,2,1,2,1,0,2,1,2,2,3,0,3,5,42,4
"SP2-AS1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0
"PNPO",32,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,3,68,1
"RP11-6N17.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRR15L",13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,622,0
"CDK5RAP3",145,36,3,2,1,5,2,2,1,0,5,5,7,7,0,0,16,2,6,7,10,1,1,24,313,16
"COPZ2",20,56,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,7,1,0,0,0,0,0,5
"NFE2L1",62,29,0,0,0,2,1,1,0,0,1,0,0,3,0,0,8,0,6,4,4,1,0,4,252,19
"CBX1",79,36,1,1,1,1,1,7,1,0,0,3,1,4,0,2,9,1,7,6,2,6,5,15,182,11
"SNX11",34,6,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,10,44,3
"SKAP1",22,5,9,1,8,14,10,0,2,1,0,9,6,7,5,1,2,0,0,1,3,7,4,74,21,0
"RP11-456D7.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-433M22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HOXB2",42,27,4,0,2,5,2,2,1,0,0,20,7,6,1,1,5,0,10,1,4,4,1,79,132,14
"HOXB-AS1",10,15,2,0,2,0,1,1,0,0,0,0,2,4,0,0,0,0,4,0,0,1,0,15,28,1
"HOXB3",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,42,6
"HOXB-AS3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,63,0
"HOXB4",5,8,1,0,1,3,0,1,0,1,0,5,2,0,0,0,0,0,1,1,1,2,0,14,38,5
"HOXB5",4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,1,86,0
"HOXB6",15,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,239,4
"HOXB7",26,17,1,0,0,0,0,0,0,0,0,1,1,0,0,0,20,0,13,0,1,0,0,2,331,13
"HOXB8",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,176,3
"HOXB9",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,0,0,1,261,2
"RP11-357H14.17",7,2,2,0,1,3,0,0,0,0,1,1,1,1,0,1,13,0,0,0,0,0,0,1,414,1
"CTD-2377D24.6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0
"PRAC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"HOXB13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,0
"TTLL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"CALCOCO2",90,39,4,1,1,11,2,4,4,0,1,6,6,4,2,1,16,0,5,6,5,1,2,22,294,14
"ATP5G1",447,151,4,13,6,7,6,6,3,3,2,9,13,15,1,3,78,3,23,72,39,6,3,89,2096,48
"UBE2Z",144,40,5,4,1,3,2,2,4,0,0,2,6,6,0,0,5,0,3,2,9,1,0,23,273,15
"SNF8",427,110,7,7,4,18,5,9,6,5,2,14,17,10,4,7,21,2,22,22,35,11,3,62,552,46
"B4GALNT2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"GNGT2",81,2,6,3,1,5,0,0,1,0,0,1,3,1,1,1,0,0,0,0,4,1,1,14,4,5
"ABI3",288,6,7,4,6,8,1,0,0,2,0,11,10,2,5,2,0,0,2,3,6,4,2,24,5,17
