"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"MYRF",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
"TMEM258",223,189,107,141,40,25,25,52,727,115,16,4,39,33,354,207,138,11,137,262,19,13,11,11,43,57,25,239,284,660,440,39
"FEN1",4,2,2,3,0,0,1,1,15,2,0,0,2,0,14,4,3,1,6,4,0,0,0,0,1,0,1,48,8,22,6,1
"FADS2",4,4,2,1,2,2,1,6,47,0,0,0,0,1,3,2,2,3,2,6,0,0,0,0,1,1,0,1,3,27,7,4
"FADS1",8,26,0,9,0,0,0,7,26,1,0,0,1,2,1,2,1,0,1,1,0,0,0,0,8,0,2,2,1,22,16,8
"FADS3",2,6,2,2,0,0,0,19,15,0,0,0,4,0,81,1,1,2,24,2,0,0,0,0,11,1,0,45,1,14,23,16
"RAB3IL1",6,11,0,0,0,0,0,0,49,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3,1
"BEST1",19,17,1,9,0,0,0,2,19,1,2,0,4,0,7,3,2,0,2,6,0,0,0,1,2,0,0,4,3,36,6,4
"FTH1",8676,4717,539,2821,177,123,147,520,9409,638,67,18,348,837,4293,1628,744,213,1744,1986,98,57,21,144,550,88,827,1372,1429,20540,2558,1100
"INCENP",2,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,3,1,1,2,0
"SCGB2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0
"RP11-703H8.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASRGL1",12,0,1,3,0,0,0,0,2,0,0,0,0,7,0,2,0,1,0,2,0,0,0,0,0,0,2,15,1,71,53,1
"SCGB1A1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHNAK",86,65,30,51,10,12,7,25,580,17,4,2,20,19,107,53,46,9,11,71,2,3,1,1,29,1,9,3,51,230,293,42
"RP11-864I4.4",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"EEF1G",20,13,12,13,2,5,4,1,58,7,0,1,0,3,97,40,15,1,23,48,1,0,1,1,1,2,0,10,21,61,36,2
"TUT1",3,6,2,1,2,0,1,0,18,3,1,0,2,1,16,7,6,0,12,14,2,1,1,0,0,0,0,8,6,13,27,4
"MTA2",2,3,5,2,2,1,0,1,10,6,0,0,1,0,14,8,4,0,7,8,0,0,0,0,3,0,1,8,11,21,6,1
"EML3",11,2,6,8,3,4,1,0,27,11,1,0,0,0,25,16,11,2,10,24,3,1,0,0,2,0,1,13,13,33,53,5
"ROM1",0,4,1,1,0,0,0,0,8,0,0,0,0,1,1,1,0,1,3,2,0,0,0,0,0,0,0,0,1,5,28,1
"B3GAT3",28,36,16,16,12,2,5,8,75,18,2,1,0,4,66,35,14,1,22,43,0,3,2,0,6,4,3,24,32,29,41,7
"GANAB",33,23,10,19,1,0,3,0,112,9,1,0,5,3,21,13,15,3,12,16,3,4,1,1,5,2,0,18,17,78,67,6
"INTS5",3,4,6,7,0,0,2,1,10,4,0,0,0,1,22,8,7,1,9,13,0,0,1,0,3,0,0,12,1,17,12,1
"C11orf98",1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,1,0,4,2,0,0,0,0,0,1,0,1,0,7,1,0
"LBHD1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"METTL12",20,9,26,10,7,4,6,11,54,12,2,1,0,13,145,42,33,2,36,92,7,2,2,2,9,4,1,45,38,110,47,4
"UQCC3",24,17,8,9,3,1,2,8,80,14,0,1,6,1,41,14,16,2,30,25,2,3,0,2,5,1,1,55,32,181,55,7
"UBXN1",126,61,79,93,17,23,22,12,276,100,8,1,18,20,453,203,112,14,161,293,13,10,4,7,23,8,17,187,189,199,279,57
"LRRN4CL",1,9,0,0,0,1,0,0,126,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BSCL2",0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1
"HNRNPUL2",28,18,5,19,0,1,2,3,57,3,2,1,6,0,37,17,21,2,15,23,0,2,0,0,5,0,2,27,22,71,53,9
"TTC9C",13,12,3,7,1,1,1,1,37,9,0,0,2,1,36,8,10,2,17,11,0,3,1,0,2,2,1,24,18,27,21,3
"ZBTB3",2,1,0,0,0,0,0,0,6,0,0,0,1,0,6,1,1,0,1,3,0,1,0,0,0,0,0,3,1,4,0,0
"POLR2G",56,51,25,43,16,11,11,8,151,25,4,0,13,13,105,60,36,8,44,87,6,4,3,6,14,2,6,129,69,118,131,21
"RP11-727F15.11",2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,4,0
"TAF6L",5,7,1,4,0,0,0,0,21,0,0,0,2,0,11,5,1,1,3,5,2,0,0,0,2,0,1,9,3,18,6,2
"TMEM223",16,13,14,9,3,0,3,1,50,10,2,0,4,2,47,20,9,1,13,34,1,0,1,0,6,3,3,33,15,49,59,3
"RP11-727F15.12",0,1,0,1,0,0,1,0,3,0,0,0,0,0,1,3,2,0,1,5,0,0,0,0,1,0,0,3,1,6,3,0
"TMEM179B",77,37,25,26,9,4,9,12,212,15,5,1,9,1,80,40,32,5,31,45,2,1,0,3,16,3,10,55,57,143,143,9
"NXF1",13,13,8,8,5,1,3,3,36,9,0,2,2,2,39,16,13,1,17,25,3,0,1,1,5,1,3,20,19,22,40,3
"STX5",25,21,7,21,4,2,3,5,102,9,1,0,5,6,57,22,18,3,32,29,3,5,3,1,7,3,2,41,41,52,50,6
"RP11-727F15.9",6,3,3,5,0,2,1,1,11,3,0,0,0,0,19,17,4,0,20,26,0,0,0,1,0,2,1,2,16,3,8,5
"WDR74",17,6,10,12,5,4,5,2,49,27,4,1,1,0,105,54,24,1,53,73,3,5,2,2,8,4,1,25,41,73,39,9
"SLC3A2",69,32,30,30,22,3,2,7,102,12,7,2,2,2,62,52,53,1,20,57,4,7,3,3,5,2,0,33,51,75,174,3
"AP000438.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SLC22A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HRASLS5",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGALS12",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"RARRES3",54,108,180,33,58,58,36,12,439,109,10,3,12,14,130,292,225,8,33,359,12,23,6,0,11,0,6,9,169,113,74,7
"HRASLS2",1,0,14,0,16,9,3,1,1,0,3,0,0,2,0,15,40,0,0,18,0,3,0,0,0,0,0,0,16,4,0,0
"PLA2G16",50,22,42,13,17,8,6,27,94,9,2,0,16,3,12,12,42,4,4,11,1,2,0,8,10,1,1,2,29,102,132,15
"ATL3",30,18,7,11,1,0,1,4,53,4,2,0,3,1,25,12,8,4,6,16,0,1,1,1,0,0,1,9,11,34,74,19
"RTN3",94,19,6,26,2,4,3,21,226,16,1,0,11,6,39,23,20,7,8,25,4,1,0,2,13,1,13,20,35,131,107,12
"C11orf95",0,4,0,0,0,0,0,0,14,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,9,20,1
"C11orf84",1,2,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,6,0
"MARK2",21,5,7,5,9,3,0,2,18,7,0,0,0,1,25,14,12,1,13,20,1,1,0,1,1,1,0,11,12,69,18,1
"RCOR2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"NAA40",1,3,0,1,0,0,0,0,5,1,0,0,1,1,8,5,1,1,2,2,0,0,0,0,0,0,1,0,5,7,11,0
"COX8A",360,123,85,204,69,36,20,21,464,141,18,2,37,23,367,214,134,35,118,253,9,11,8,12,68,15,32,470,366,1441,367,95
"OTUB1",29,25,21,26,10,7,14,1,65,19,1,1,4,8,87,50,23,3,31,30,6,3,1,2,4,5,4,58,46,99,60,7
"MACROD1",2,2,1,2,0,0,0,1,50,1,0,0,4,0,3,5,2,3,0,4,0,0,0,0,4,0,1,3,3,134,25,4
"RP11-21A7A.4",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLRT1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-21A7A.3",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STIP1",22,17,8,17,12,3,1,5,58,6,2,0,4,2,52,13,12,4,23,31,0,3,2,0,7,4,1,44,27,83,49,3
"FERMT3",96,1,35,67,33,12,10,0,20,20,2,0,1,6,117,54,45,1,52,67,4,4,1,17,1,3,12,156,67,13,3,0
"TRPT1",8,20,7,6,3,4,1,2,41,3,1,0,4,2,38,13,11,1,18,18,1,1,0,1,5,1,1,31,10,72,26,9
"NUDT22",30,23,12,21,9,2,2,1,63,14,2,1,2,5,62,19,15,3,36,28,3,2,0,3,7,5,6,46,31,102,33,7
"RP11-783K16.14",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"DNAJC4",38,24,11,38,3,6,3,3,97,20,3,1,5,3,95,28,17,10,56,40,2,5,0,4,10,8,5,52,27,37,75,8
"VEGFB",18,14,5,4,0,0,2,2,117,3,2,0,1,1,29,5,4,5,7,7,1,0,0,2,2,0,0,4,7,24,18,4
"FKBP2",97,83,30,64,16,11,10,20,439,29,9,1,20,21,89,74,36,18,49,66,4,3,2,20,28,27,10,60,45,402,258,45
"PPP1R14B",19,9,21,7,10,8,1,0,41,1,5,0,1,0,18,11,18,1,9,8,1,1,0,44,3,0,0,19,3,126,33,4
"RP11-783K16.5",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,18,3,0
"RP11-783K16.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PLCB3",1,2,0,3,0,0,1,1,23,1,0,0,0,0,1,2,1,3,3,2,0,0,0,0,4,0,1,3,1,70,18,2
"BAD",27,48,4,10,5,2,4,14,181,12,1,1,3,4,35,20,9,4,10,31,1,0,0,1,16,0,1,33,31,116,93,18
"GPR137",13,17,2,16,4,3,0,3,41,6,1,0,2,0,18,12,12,2,1,14,0,0,0,1,5,1,2,6,13,12,55,4
"TEX40",1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ESRRA",11,6,10,15,1,3,0,3,36,4,1,1,2,4,25,12,15,2,6,14,1,1,1,0,4,4,1,12,12,162,37,5
"TRMT112",140,153,102,86,34,24,14,22,486,84,12,1,32,21,482,163,95,22,154,197,14,15,2,14,45,16,14,289,211,349,364,75
"PRDX5",162,139,51,87,34,10,15,36,685,49,5,0,21,13,224,117,71,27,94,125,7,11,5,16,34,17,13,195,127,1399,285,41
"AP003774.1",1,0,5,0,5,2,0,0,2,5,0,0,0,2,34,9,6,0,6,6,0,1,0,1,0,0,1,29,16,31,1,0
"CCDC88B",16,1,6,14,5,2,3,0,7,6,1,0,0,0,47,22,8,0,25,30,1,5,1,3,1,4,2,17,22,48,11,1
"RPS6KA4",27,13,5,32,5,3,0,3,27,3,0,0,2,1,11,11,6,0,2,9,1,1,0,11,1,0,0,8,7,44,29,2
"AP003774.6",2,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC22A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"NRXN2",0,1,0,0,0,0,0,0,36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
"RASGRP2",7,5,12,9,1,4,9,2,7,1,3,0,1,3,157,46,22,2,103,99,11,1,1,1,21,0,5,33,14,3,8,25
"PYGM",0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,5,2,1,1,2,0,0,0,0,4,0,0,0,0,0,1,4
"SF1",46,27,62,47,17,14,21,16,175,35,5,3,16,6,294,122,75,5,116,222,14,6,5,5,15,2,4,143,102,170,127,30
"AP001462.6",0,0,2,1,0,0,0,0,1,0,0,0,0,0,5,2,2,0,3,4,0,0,1,0,0,0,0,3,2,4,0,0
"MAP4K2",9,2,11,3,1,0,2,0,4,1,1,0,8,1,55,17,12,0,20,24,1,0,2,0,0,0,0,42,14,2,11,2
"MEN1",6,7,5,4,0,1,0,0,16,1,0,0,0,1,11,10,1,0,6,7,1,0,0,0,0,0,0,26,6,14,15,1
"CDC42BPG",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"EHD1",11,12,31,10,5,6,9,4,24,19,3,2,8,1,95,38,38,5,14,65,7,1,0,4,7,4,1,76,33,35,37,16
"MIR194-2HG",0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
"ATG2A",4,3,8,1,1,5,2,2,15,7,1,0,0,1,26,24,21,0,9,16,1,2,0,1,1,2,0,13,22,23,13,1
"PPP2R5B",5,6,3,2,0,0,1,2,15,0,0,0,1,2,12,2,6,0,4,3,0,0,0,0,3,0,1,2,4,8,20,0
"GPHA2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"BATF2",3,2,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,3,0
"ARL2",64,70,21,25,2,4,7,28,251,11,0,0,23,3,83,23,17,17,17,40,2,3,1,4,28,0,1,21,19,177,280,38
"SNX15",1,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,0,1
"SAC3D1",7,5,1,5,2,0,1,0,14,1,0,0,1,1,2,7,3,1,0,4,0,0,0,0,3,1,1,30,5,27,9,5
"NAALADL1",6,11,3,2,3,0,1,0,38,12,0,0,3,0,13,8,5,0,5,19,0,0,0,0,2,0,0,7,11,0,13,2
"CDCA5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,1,13,2,0
"ZFPL1",8,12,3,5,3,1,0,5,48,5,1,0,5,0,23,14,3,2,8,11,0,0,0,0,5,1,0,8,11,64,42,8
"TMEM262",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VPS51",28,33,15,34,4,5,4,3,122,28,6,1,10,1,109,57,25,6,65,98,5,2,2,3,12,9,0,33,55,161,101,25
"AP003068.9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
"TM7SF2",1,0,2,2,0,1,0,1,0,3,0,0,1,1,12,5,1,1,3,5,0,1,2,0,0,1,0,17,2,34,2,1
"ZNHIT2",8,5,4,3,1,0,1,1,23,3,0,1,0,3,13,6,4,0,4,8,0,0,0,1,1,1,1,5,3,30,14,3
"FAU",1164,593,964,1027,219,236,326,121,3104,862,128,23,146,200,6591,2271,1135,115,2473,3617,211,91,57,97,251,123,179,1997,1633,2683,2113,442
"SYVN1",11,3,3,3,2,0,0,1,31,1,1,0,2,3,60,4,7,0,24,5,0,0,0,0,2,8,0,97,7,45,17,0
"MRPL49",8,5,11,6,2,2,2,2,36,11,2,0,1,3,41,11,6,2,16,20,0,1,2,2,2,2,1,33,23,34,28,7
"SPDYC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AP003068.23",4,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,3,0,0,0,0,0,1,1,0,11,0,25,0,1
"CAPN1",23,19,12,15,9,4,5,6,79,9,1,0,4,4,47,18,17,5,18,26,2,2,2,2,5,2,0,50,36,119,39,8
"POLA2",2,1,1,2,1,1,0,0,16,3,0,0,0,0,11,4,4,1,4,10,0,0,0,1,0,0,0,11,4,7,8,2
"CDC42EP2",2,8,2,0,0,0,0,0,82,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,2,0,0,16,38,2
"DPF2",6,14,9,8,2,3,3,3,37,15,0,1,1,0,29,16,12,2,16,27,1,1,0,0,9,3,0,27,15,11,31,2
"TIGD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A45",11,0,9,10,8,4,5,0,21,13,1,0,2,3,51,23,18,0,35,66,4,2,0,1,0,4,0,23,26,13,5,2
"FRMD8",5,7,12,6,4,3,1,1,18,7,0,1,5,1,33,9,7,0,10,11,2,0,0,3,2,0,1,16,11,12,48,3
"NEAT1",715,468,132,397,72,55,44,48,1175,108,17,3,89,49,516,259,199,75,99,335,22,22,13,5,70,49,129,177,333,1343,1119,88
"CMB9-22P13.1",7,4,9,9,1,2,0,1,18,2,1,1,1,1,30,12,15,0,17,15,1,1,1,0,0,1,0,12,31,17,7,2
"MALAT1",13793,10800,28152,9646,5345,7395,8627,5076,59966,18015,3979,1305,2854,5737,133441,51379,35780,5065,39894,83056,4000,2078,1688,1239,8938,4272,1262,22486,54874,29062,47577,12160
"AP000769.7",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
"AP000769.1",1,2,1,4,0,0,0,0,6,1,1,0,2,0,16,5,4,0,4,9,0,0,0,0,1,0,0,1,6,5,4,1
"SCYL1",13,22,11,14,3,1,3,3,73,8,0,0,0,1,24,18,10,5,13,21,1,0,1,1,9,1,3,24,24,47,31,4
"LTBP3",9,30,6,4,3,1,2,6,242,14,1,1,1,5,40,17,5,9,13,33,3,0,0,0,5,2,0,6,23,32,81,14
"SSSCA1",25,26,10,13,9,0,2,1,67,8,0,0,4,3,54,10,8,2,19,26,0,0,0,0,5,3,1,27,24,59,63,10
"FAM89B",13,11,11,17,3,1,1,1,40,11,0,0,4,1,17,14,11,2,4,21,2,1,0,2,6,1,2,3,24,22,38,9
"EHBP1L1",27,7,2,27,6,0,3,2,26,2,0,1,0,1,23,5,4,5,7,12,2,0,0,2,3,0,1,10,15,33,47,4
"SIPA1",31,10,20,24,6,6,9,2,25,6,1,1,2,0,90,25,32,1,47,33,2,2,2,3,6,1,2,42,22,35,35,1
"KCNK7",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MAP3K11",30,7,6,29,2,1,3,7,21,6,3,0,10,1,35,14,9,1,18,11,1,0,0,0,4,1,1,21,17,74,177,5
"PCNXL3",5,1,3,3,0,1,1,0,7,0,0,0,0,0,9,1,4,0,3,4,0,0,0,0,0,0,0,3,5,33,12,2
"RELA",21,16,6,9,2,0,2,3,54,12,1,1,4,2,45,14,9,2,14,23,0,5,0,0,5,2,1,14,18,36,62,3
"KAT5",16,12,7,6,5,2,2,2,60,6,0,0,0,2,41,22,13,4,16,22,0,0,0,0,8,2,3,10,15,32,34,14
"RNASEH2C",51,39,17,27,8,5,5,3,230,15,4,1,11,8,119,40,23,7,44,59,3,5,1,3,30,7,8,96,41,76,113,31
"AP5B1",9,4,0,4,0,0,0,1,5,1,0,0,0,2,3,5,0,1,3,0,0,0,0,0,0,0,2,3,7,9,5,3
"OVOL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
"OVOL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CFL1",853,378,359,730,190,131,116,81,1023,317,50,9,107,64,1450,760,534,65,625,951,64,46,27,56,136,46,105,2062,785,2964,1327,160
"SNX32",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"MUS81",6,5,7,5,0,3,2,3,23,7,0,1,2,3,20,11,5,3,16,17,1,1,2,1,6,0,0,26,13,32,36,6
"EFEMP2",1,144,0,0,0,1,1,11,511,0,0,0,4,0,3,0,0,6,1,1,0,0,0,0,16,0,2,0,0,4,34,14
"CTSW",4,0,145,5,120,42,2,3,32,0,25,30,2,17,16,26,216,0,5,50,17,86,19,1,0,0,0,2,5,1,1,0
"FIBP",56,27,12,45,10,2,5,4,116,19,3,2,6,8,91,28,15,4,30,38,3,2,0,1,7,4,5,86,47,116,90,11
"CCDC85B",90,67,45,45,34,9,7,6,335,28,6,0,11,10,223,79,62,9,66,114,6,7,1,6,17,6,8,67,82,129,766,48
"FOSL1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
"C11orf68",5,13,3,6,1,1,1,2,45,5,1,0,1,0,13,11,4,0,5,4,0,1,0,0,2,0,0,7,3,13,18,1
"DRAP1",175,67,57,114,53,26,15,14,264,57,11,0,10,29,173,121,91,15,106,136,6,8,6,10,29,6,24,64,118,246,133,37
"SART1",20,13,14,19,7,3,2,2,61,12,1,0,5,2,59,24,13,3,23,38,3,2,0,1,4,0,1,35,33,43,35,14
"EIF1AD",5,4,3,2,1,0,1,0,9,6,1,0,4,2,13,10,1,0,8,10,0,0,0,0,1,1,1,9,7,17,8,2
"BANF1",96,72,28,49,18,9,13,16,255,45,4,3,13,21,185,75,57,12,78,96,4,9,2,7,34,6,8,191,88,269,201,42
"CST6",25,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,9,2,0
"CATSPER1",9,0,0,7,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
"SF3B2",55,55,26,47,21,9,10,9,211,42,9,4,9,10,207,73,56,7,91,108,8,4,6,6,15,6,7,94,81,178,150,20
"RP11-1167A19.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACS1",5,11,2,3,3,1,2,2,22,10,1,0,1,1,34,28,11,2,8,35,4,0,1,0,1,1,0,41,13,14,28,1
"RP11-755F10.1",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"KLC2",1,5,3,0,3,0,2,0,14,4,0,0,0,0,9,4,4,2,1,3,1,2,1,0,1,0,0,8,7,5,13,7
"RP11-755F10.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-867G23.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB1B",20,14,15,12,13,2,1,2,51,12,0,0,3,2,30,23,10,1,16,21,2,0,0,0,7,0,2,24,20,89,69,6
"RP11-867G23.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-867G23.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"CNIH2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"YIF1A",45,50,13,19,7,3,2,15,206,12,3,1,6,6,46,24,24,7,18,21,3,0,0,2,14,6,1,19,34,262,78,23
"TMEM151A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CD248",0,43,0,0,0,0,0,0,284,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,18,0,0,1,0,1,6,3
"RIN1",0,2,0,3,0,0,0,2,15,1,0,1,1,1,2,2,1,1,0,1,0,0,0,0,1,0,0,0,1,31,34,0
"BRMS1",30,30,6,17,5,3,4,4,35,16,0,1,4,1,51,28,23,1,21,29,2,4,0,0,3,0,6,28,24,110,49,4
"B4GAT1",3,7,1,2,0,0,0,12,69,1,0,0,4,0,3,4,1,2,1,4,1,0,0,0,1,1,0,0,2,16,39,2
"RP11-867G23.8",1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,2,2,0,1,1,0,0,0,0,0,0,0,0,2,14,4,0
"SLC29A2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,3,0,0,0,0,0,0,0,1,0,17,1,0
"MRPL11",48,21,18,28,5,7,3,4,108,22,2,1,7,3,89,36,24,6,27,56,2,0,0,2,8,2,2,67,41,168,72,13
"PELI3",1,2,1,0,0,0,0,0,8,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1
"CTD-3074O7.5",0,3,1,0,0,0,0,0,9,4,0,0,0,0,8,5,0,0,4,12,1,0,0,0,0,0,0,4,1,9,4,1
"DPP3",12,8,4,16,2,2,1,0,14,6,1,0,1,0,16,8,4,1,6,4,2,3,0,0,1,2,0,37,25,61,16,1
"BBS1",0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,4,0,0
"ZDHHC24",28,10,4,12,8,2,1,2,35,10,0,1,3,4,42,13,8,0,10,10,0,2,1,5,3,1,1,14,19,39,59,1
"ACTN3",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTSF",15,38,2,1,0,0,2,11,419,3,0,0,2,1,4,6,2,3,1,7,1,0,0,0,14,0,1,0,3,5,51,13
"CCS",26,26,15,19,2,6,4,10,130,12,2,0,5,3,70,21,14,1,33,26,0,0,1,2,10,3,1,32,27,76,65,12
"RBM14",10,8,6,10,5,3,2,1,34,10,0,0,2,3,40,17,9,2,20,40,0,3,0,0,2,3,1,23,19,31,30,3
