"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"AC073842.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LAMTOR4",116,56,9,26,8,7,8,39,17,27,18,23,126,30,7,33,26,8,29,39,26,4,7,4,83,1024,48
"C7orf43",2,1,1,0,0,1,0,1,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,20,1
"GAL3ST4",14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,8,0
"GPC2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"STAG3",1,0,0,0,0,1,0,1,1,1,2,9,5,1,8,2,3,0,0,0,0,4,0,0,1,9,0
"GATS",0,1,0,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1
"PVRIG",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILRB",1,3,4,1,2,2,2,6,14,2,5,7,18,7,1,5,3,6,4,5,2,1,2,2,9,42,4
"PILRA",30,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,2,1
"ZCWPW1",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1,13,1
"MEPCE",1,3,0,0,0,2,0,2,2,0,5,4,16,1,0,2,1,0,4,4,1,0,2,0,7,76,3
"RP11-758P17.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPP1R35",5,1,0,0,2,1,1,2,2,0,1,1,9,0,0,1,3,0,2,6,1,0,0,1,5,106,4
"C7orf61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TSC22D4",17,12,2,4,8,7,2,11,14,11,11,8,55,9,3,6,9,8,11,20,4,1,7,3,16,127,8
"NYAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AGFG2",1,0,0,0,2,1,1,4,1,1,3,0,4,0,0,0,1,1,0,0,0,0,1,0,2,10,3
"SAP25",0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,6,0
"LRCH4",16,4,0,7,4,1,1,17,7,6,8,3,24,2,0,7,7,4,4,14,2,0,3,0,17,75,1
"FBXO24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"PCOLCE",0,79,0,0,0,0,0,0,0,1,2,0,3,0,0,0,1,0,40,0,0,0,0,0,1,3,0
"MOSPD3",5,4,1,0,4,3,1,6,6,4,5,0,26,5,0,2,5,2,7,0,0,0,1,1,11,82,4
"TFR2",1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
"GNB2",60,23,5,10,5,5,4,13,13,15,15,9,59,12,3,9,17,6,26,29,7,1,4,11,23,600,36
"GIGYF1",3,2,0,0,1,0,0,5,3,6,2,1,6,1,1,5,4,0,0,0,1,0,0,0,6,57,3
"POP7",6,9,2,1,3,4,1,6,1,6,3,3,23,2,0,3,4,1,7,18,1,1,3,1,11,223,11
"EPHB4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42,13
"SLC12A9",9,1,0,3,0,1,0,4,2,2,4,0,10,2,0,3,0,1,0,3,0,0,0,0,3,80,3
"RP11-126L15.4",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
"TRIP6",4,10,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,14,0,0,0,0,0,3,141,1
"SRRT",6,4,4,2,2,4,1,2,0,6,3,4,28,12,1,5,3,4,3,8,2,2,1,3,11,90,2
"UFSP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1
"ACHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1
"MUC3A",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,224,0
"RP11-395B7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"MUC12",1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,0,0,0,114,0
"RP11-395B7.4",0,9,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,13,0
"MUC17",2,2,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,2,344,2
"TRIM56",9,11,3,0,6,4,0,5,3,7,7,4,29,1,1,1,3,1,2,2,0,0,0,0,14,166,12
"SERPINE1",2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,147
"AP1S1",21,11,2,2,5,2,0,5,5,4,9,4,30,13,0,2,7,2,8,12,1,0,1,2,16,623,9
"VGF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27,1
"NAT16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MOGAT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0
"PLOD3",7,10,0,0,1,1,1,3,2,1,2,1,9,0,1,1,0,0,7,4,2,0,1,0,3,168,5
"ZNHIT1",55,34,10,8,6,10,1,21,17,16,17,10,77,21,1,22,17,5,28,57,12,2,4,4,42,824,54
"CLDN15",1,0,0,0,3,1,1,0,0,1,0,4,4,1,0,0,2,0,2,2,0,0,1,0,1,209,8
"FIS1",53,34,2,6,14,2,1,25,21,19,17,11,102,13,7,19,23,6,34,46,7,1,2,3,42,768,49
"RP11-132A1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"IFT22",6,11,0,0,0,0,0,1,0,0,1,0,5,0,0,1,3,0,5,2,0,1,1,0,0,100,3
"CUX1",14,9,0,0,0,1,0,3,1,0,1,2,6,0,1,3,0,1,3,4,5,2,0,0,7,222,4
"SH2B2",2,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,5,2,0,0,0,1,4,1
"PRKRIP1",7,3,2,2,1,1,0,2,2,3,1,3,10,0,0,3,3,0,2,9,1,0,0,3,8,57,3
"ORAI2",17,2,2,0,1,1,1,6,1,2,2,23,27,2,11,6,3,0,2,20,3,2,0,0,7,24,6
"ALKBH4",2,4,0,0,1,0,0,1,1,0,1,2,2,1,0,0,0,0,4,4,0,0,0,0,2,26,0
"LRWD1",5,3,0,0,1,0,0,1,2,0,1,1,5,0,0,0,0,0,1,1,0,2,0,1,0,51,2
"POLR2J",34,17,2,5,13,6,3,12,11,14,4,14,62,10,4,14,14,5,14,22,7,5,1,9,36,562,25
"RASA4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"POLR2J3",15,19,11,0,9,9,6,47,19,33,21,10,113,26,11,30,24,9,12,14,6,4,3,6,92,278,42
"RASA4",3,2,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,6,14,11
"UPK3BL",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"POLR2J2",0,0,0,0,0,2,0,4,2,2,0,1,6,0,0,0,0,0,4,1,0,0,0,0,4,20,0
"FAM185A",0,2,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,17,0
"FBXL13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LRRC17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"ARMC10",16,15,0,3,4,1,2,9,4,4,3,1,28,4,1,5,7,1,4,13,1,0,1,1,10,333,6
"NAPEPLD",1,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,38,1
"PMPCB",4,5,2,1,2,2,2,12,9,7,6,9,36,9,2,12,7,3,5,20,5,2,3,3,32,263,9
"DNAJC2",8,6,5,2,3,3,1,5,3,6,7,6,29,6,2,7,6,1,0,6,1,1,3,1,15,320,8
"PSMC2",22,7,3,3,8,2,1,8,4,8,7,0,19,0,1,3,6,1,12,11,1,0,0,1,20,260,5
"ORC5",0,2,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,33,3
"RP11-325F22.2",3,1,0,0,2,1,0,1,3,1,0,2,1,0,0,1,0,0,0,4,0,1,0,0,2,0,0
"LINC01004",0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,5,0
"KMT2E-AS1",4,4,3,0,1,1,1,1,1,4,0,1,14,2,1,3,2,1,0,7,1,0,0,2,8,41,5
"KMT2E",32,19,13,7,23,14,7,34,24,38,29,36,194,34,16,35,24,8,16,41,7,2,11,3,102,234,32
"CTB-152G17.6",0,0,0,0,2,1,1,0,0,0,1,0,2,1,1,0,1,0,1,1,0,0,0,1,1,6,0
"SRPK2",3,5,1,0,4,1,1,9,4,8,5,8,36,7,2,7,10,2,5,7,1,0,0,1,21,107,9
"PUS7",1,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,54,1
"RINT1",2,0,0,0,1,1,0,2,1,0,0,0,10,1,0,2,2,3,1,2,0,1,0,0,2,52,3
"EFCAB10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-251G23.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATXN7L1",1,1,0,0,0,2,0,3,0,1,0,0,12,2,0,1,0,1,0,2,0,0,0,1,0,15,1
"CDHR3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,12,2
"SYPL1",18,18,1,5,1,4,2,9,5,1,12,5,27,8,3,5,11,2,7,0,2,2,2,1,13,552,15
"NAMPT",285,19,5,40,17,8,2,15,19,25,18,7,79,23,2,14,14,5,13,16,126,1,3,5,87,623,23
"RP11-22N19.2",3,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0
"CCDC71L",4,14,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,2,1,0,0,0,4,62,3
"RP5-884M6.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"PIK3CG",3,0,0,1,1,0,0,0,3,2,3,0,2,0,0,1,0,0,0,13,0,0,0,0,2,1,0
"PRKAR2B",2,2,0,3,0,0,0,0,5,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0
"HBP1",7,10,3,0,8,2,0,7,3,6,4,4,24,4,3,5,9,0,3,6,2,2,1,5,17,130,17
"CTA-363E19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COG5",4,1,1,1,2,0,1,3,3,4,2,1,16,4,0,6,3,0,2,4,0,0,1,0,7,61,1
"DUS4L",0,2,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,33,0
"RP4-593H12.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"BCAP29",12,10,0,0,4,1,1,6,4,9,1,2,23,5,1,2,10,0,11,4,4,0,2,2,5,105,13
"SLC26A4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC002467.7",1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,16,2
"CBLL1",1,2,0,0,0,0,2,2,1,3,0,1,12,0,1,2,0,0,0,0,0,1,0,1,7,54,3
"SLC26A3",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0
"DLD",14,2,0,1,5,0,1,6,1,8,5,3,15,3,1,4,4,2,6,4,7,0,2,2,9,229,7
"LAMB1",2,21,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,15,0,0,0,0,0,0,26,20
"CTB-13F3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"NRCAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"PNPLA8",21,5,2,13,9,9,1,17,4,10,5,2,25,2,1,7,5,2,4,16,21,1,3,0,20,101,8
"THAP5",1,2,1,1,1,0,0,5,1,0,0,1,6,1,0,3,0,0,3,7,0,0,0,1,7,36,3
"DNAJB9",28,13,4,7,5,4,2,10,7,13,8,2,63,8,2,9,1,3,4,52,6,1,2,1,28,151,4
"IMMP2L",3,1,0,0,1,1,0,0,1,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,114,1
"LRRN3",0,0,0,0,1,1,0,2,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"DOCK4",21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,2,6
"ZNF277",7,4,3,0,1,3,1,6,2,3,5,5,17,4,3,7,3,0,2,2,5,2,0,0,11,154,4
"IFRD1",45,15,6,9,16,15,6,16,32,16,37,13,65,27,9,30,18,10,13,16,12,3,5,9,55,836,21
"LSMEM1",4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,0,0,0,0,2,43,5
"TMEM168",1,1,0,0,0,0,0,4,0,0,0,0,6,0,0,1,0,0,0,1,0,0,1,0,0,40,0
"C7orf60",5,0,0,1,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,2,0,0,0,1,17,2
"GPR85",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00998",86,5,1,4,3,2,0,4,3,7,4,1,16,3,1,4,6,2,8,9,13,0,0,2,14,179,14
"FOXP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
"MDFIC",4,9,3,1,5,2,1,3,4,3,4,2,19,3,0,1,4,1,6,4,3,1,0,2,8,0,6
"LINC01393",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFEC",15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0
"TES",23,2,2,8,2,0,2,2,3,3,5,4,32,8,0,6,6,3,9,9,11,2,1,1,9,481,13
"AC002066.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAV2",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,6,22
"CAV1",0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,10,0,0,0,0,0,1,98
"MET",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,128,3
"CAPZA2",70,18,7,6,7,5,2,19,10,9,4,10,68,18,2,10,15,5,16,15,13,4,2,4,39,695,24
"ST7-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ST7",2,6,0,1,1,0,0,0,1,0,0,0,2,4,0,0,0,1,0,3,0,0,0,0,0,50,0
"WNT2",0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CFTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
"CTTNBP2",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"LSM8",28,15,8,5,8,11,2,30,9,18,9,10,73,22,4,17,20,5,21,25,7,6,4,8,73,456,32
"ANKRD7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"KCND2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TSPAN12",1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,171,3
"ING3",1,2,1,0,6,2,1,5,5,8,6,2,32,3,2,5,9,2,4,12,3,1,2,2,15,57,3
"CPED1",6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FAM3C",18,12,1,3,6,0,0,5,21,7,18,5,33,10,7,5,23,13,6,42,4,5,1,6,7,294,10
"AASS",1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,13,1
"CADPS2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3
"IQUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-332K15.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDUFA5",16,16,7,3,4,9,2,17,10,20,10,10,67,22,3,18,9,3,18,21,1,1,2,5,43,416,15
"ASB15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"WASL",2,11,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,2,0,0,0,1,0,4,158,3
"RP11-390E23.6",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,0
"GPR37",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"POT1",1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,1,2,21,1
"POT1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRM8",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"ZNF800",5,5,4,0,4,5,1,3,8,3,8,3,25,7,1,3,7,4,0,3,0,0,2,0,9,107,4
"GCC1",1,0,0,0,1,0,1,3,3,2,1,1,7,0,3,2,3,1,0,1,0,0,0,0,4,37,0
"ARF5",21,20,5,6,6,1,2,14,11,15,18,10,63,13,1,13,18,6,20,8,5,3,0,2,33,426,20
"FSCN3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"SND1",22,14,2,2,2,0,0,1,5,3,5,5,19,5,1,9,4,3,6,31,4,2,3,0,6,310,4
"SND1-IT1",3,2,0,1,2,1,0,3,0,0,0,2,10,4,0,2,3,1,1,6,3,0,0,2,1,58,2
"LRRC4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2
"RBM28",8,4,0,0,1,2,0,2,2,2,1,1,4,2,2,1,3,0,3,3,0,0,0,1,1,90,1
"IMPDH1",12,6,0,3,3,0,0,4,0,2,6,0,18,6,0,6,2,0,3,10,2,0,2,3,5,93,3
"HILPDA",0,3,1,0,0,0,0,0,0,1,0,0,5,0,0,2,2,0,0,0,0,0,1,0,3,55,1
"METTL2B",2,1,1,0,0,0,0,0,1,1,1,0,9,2,0,3,1,0,0,4,1,0,1,2,10,96,1
"RP11-212P7.2",1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,11,1
"FAM71F2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2
"RP11-274B21.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CALU",30,61,0,0,3,0,1,4,1,7,1,1,15,3,0,5,0,0,35,18,1,1,0,0,1,154,19
"CCDC136",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0
"FLNC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
"KCP",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,32,0
"ATP6V1F",281,40,8,29,16,10,5,42,23,25,16,24,112,18,10,23,26,5,24,61,52,1,2,9,69,738,45
"RP11-309L24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"IRF5",7,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,4,0
"TNPO3",5,7,3,1,2,0,0,2,3,4,2,3,17,1,0,2,4,1,1,6,2,1,1,1,8,110,6
"TSPAN33",17,27,0,4,0,1,0,0,3,0,0,4,1,0,4,0,3,0,3,1,7,0,0,0,2,5,0
"SMO",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0
"AHCYL2",2,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,2,38,2
"STRIP2",0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,16,1
"SMKR1",0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,2,0,0,0,1,0,0,0,0,0,21,0
"RP11-448A19.1",3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1
"NRF1",3,0,0,0,2,0,0,1,0,2,2,1,6,2,0,4,3,0,0,1,1,0,0,0,2,22,0
"UBE2H",13,15,3,0,4,2,1,6,6,7,0,3,33,5,2,7,1,2,4,21,2,1,1,1,15,239,7
"RP11-306G20.1",1,1,1,0,0,1,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,1,5,0
"ZC3HC1",0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,16,0
"KLHDC10",3,5,0,0,0,0,0,1,0,0,0,1,5,1,0,0,0,0,2,1,0,0,0,1,2,67,3
"TMEM209",3,2,0,1,0,0,0,1,0,1,1,2,7,2,0,2,2,1,1,0,0,0,0,1,4,39,0
"CPA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"CPA5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"CEP41",4,0,0,0,0,1,0,3,2,0,0,0,6,0,0,0,0,1,2,1,0,0,1,0,1,39,1
"MESTIT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MEST",2,39,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2,0,6,2,1,0,0,0,2,241,1
"COPG2",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,29,0
"RP11-2E11.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
"AC016831.7",6,2,10,1,13,11,3,43,11,38,9,7,191,32,4,35,11,9,1,22,2,4,2,0,91,37,1
"AC058791.1",11,2,2,1,4,0,2,7,3,7,2,1,34,9,0,5,2,3,0,2,2,0,3,1,12,56,1
"RP11-138A9.1",23,20,33,5,44,29,13,83,29,69,31,19,365,66,13,97,25,18,4,38,4,7,9,8,170,187,12
"RP11-138A9.2",8,8,34,6,17,13,5,68,12,36,24,13,213,29,14,52,15,11,0,17,1,3,2,6,118,54,2
"LINC-PINT",23,9,8,2,28,12,7,31,27,29,18,11,158,34,9,37,21,13,2,21,5,9,2,7,58,23,3
"MKLN1",10,3,1,1,2,4,2,3,1,3,4,2,13,1,2,4,3,1,9,7,1,0,2,1,8,128,9
"RP11-180C16.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PODXL",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40,63
"PLXNA4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"CHCHD3",23,11,0,2,0,1,2,5,4,2,3,3,19,4,3,3,7,2,12,14,3,1,2,4,12,328,5
"EXOC4",4,2,0,0,1,2,0,2,1,2,1,1,9,4,2,0,2,0,1,4,1,0,1,0,7,64,6
"LRGUK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SLC35B4",0,3,0,0,0,0,0,1,0,3,2,0,5,1,0,1,0,0,1,4,0,0,0,0,3,11,4
"RP11-38M8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AKR1B1",78,19,3,0,4,0,0,6,10,1,10,6,27,5,1,7,18,2,3,32,9,0,0,4,8,51,5
"AKR1B10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"BPGM",8,10,2,0,1,3,0,3,0,2,0,1,15,9,1,9,3,5,4,3,0,0,0,0,4,34,4
"CALD1",0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,520,0,0,0,0,0,1,14,86
"AGBL3",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1
"C7orf49",4,4,0,0,2,0,0,4,2,1,5,2,7,0,0,1,4,1,2,2,1,0,1,3,5,32,2
"TMEM140",6,2,1,0,1,0,0,6,1,4,0,1,12,4,1,1,2,0,1,3,0,0,1,2,15,25,5
"RP11-134L10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"WDR91",5,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,2,4,1
"CNOT4",8,12,1,1,1,4,1,10,9,5,6,3,27,5,1,3,9,2,3,6,3,0,1,2,21,99,8
"NUP205",0,1,0,0,0,0,0,2,0,0,0,1,2,1,0,2,1,0,1,1,0,0,0,1,3,42,1
"C7orf73",48,29,3,6,14,2,1,26,19,18,20,13,84,10,3,23,31,11,18,24,12,1,4,10,48,444,36
"AC015987.1",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MTPN",30,16,4,9,5,1,1,12,8,13,7,15,43,8,4,9,8,1,7,15,10,5,0,2,17,262,29
"PTN",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
