"","Gene_stable_ID","Transcript_stable_ID","Protein_stable_ID","UniProtKB_Swiss_Prot_ID","Gene_name","NCBI_gene_ID"
"5088","ENSG00000105053","ENST00000593919","ENSP00000469710","","VRK3",51231
"5089","ENSG00000105053","ENST00000594090","ENSP00000469325","","VRK3",51231
"5090","ENSG00000105053","ENST00000594092","ENSP00000472541","Q8IV63","VRK3",51231
"5091","ENSG00000105053","ENST00000594948","ENSP00000473171","Q8IV63","VRK3",51231
"5092","ENSG00000105053","ENST00000596121","ENSP00000469802","","VRK3",51231
"5093","ENSG00000105053","ENST00000596445","ENSP00000469092","","VRK3",51231
"5094","ENSG00000105053","ENST00000596814","ENSP00000472217","","VRK3",51231
"5095","ENSG00000105053","ENST00000597215","ENSP00000470940","","VRK3",51231
"5096","ENSG00000105053","ENST00000599342","ENSP00000471661","","VRK3",51231
"5097","ENSG00000105053","ENST00000599538","ENSP00000469880","Q8IV63","VRK3",51231
"5098","ENSG00000105053","ENST00000600137","ENSP00000468979","","VRK3",51231
"5099","ENSG00000105053","ENST00000600259","ENSP00000469400","","VRK3",51231
"5100","ENSG00000105053","ENST00000601324","ENSP00000470359","","VRK3",51231
"5101","ENSG00000105053","ENST00000601341","ENSP00000470156","Q8IV63","VRK3",51231
"5102","ENSG00000105053","ENST00000601912","ENSP00000471061","","VRK3",51231
"5103","ENSG00000105143","ENST00000221742","ENSP00000221742","P48664","SLC1A6",6511
"5104","ENSG00000105143","ENST00000430939","ENSP00000409386","","SLC1A6",6511
"5105","ENSG00000105143","ENST00000544886","ENSP00000446175","P48664","SLC1A6",6511
"5106","ENSG00000105143","ENST00000594383","ENSP00000472133","","SLC1A6",6511
"5107","ENSG00000105143","ENST00000595863","ENSP00000469551","","SLC1A6",6511
"5108","ENSG00000105143","ENST00000597262","ENSP00000471562","","SLC1A6",6511
"5109","ENSG00000105143","ENST00000598504","ENSP00000471781","P48664","SLC1A6",6511
"5110","ENSG00000105143","ENST00000599636","ENSP00000472837","","SLC1A6",6511
"5111","ENSG00000105143","ENST00000600144","ENSP00000471038","","SLC1A6",6511
"5112","ENSG00000105143","ENST00000601761","ENSP00000471129","","SLC1A6",6511
"5113","ENSG00000105146","ENST00000302804","ENSP00000302898","Q9UQB9","AURKC",6795
"5114","ENSG00000105146","ENST00000415300","ENSP00000407162","Q9UQB9","AURKC",6795
"5115","ENSG00000105146","ENST00000448930","ENSP00000406798","","AURKC",6795
"5116","ENSG00000105146","ENST00000594599","ENSP00000469894","","AURKC",6795
"5117","ENSG00000105146","ENST00000596375","ENSP00000470465","","AURKC",6795
"5118","ENSG00000105146","ENST00000598785","ENSP00000471830","Q9UQB9","AURKC",6795
"5119","ENSG00000105146","ENST00000599062","ENSP00000469983","","AURKC",6795
"5120","ENSG00000105146","ENST00000601799","ENSP00000468918","","AURKC",6795
"5121","ENSG00000105198","ENST00000221797","ENSP00000221797","Q9UHV8","LGALS13",29124
"5122","ENSG00000105198","ENST00000600141","ENSP00000470928","","LGALS13",29124
"5123","ENSG00000105198","ENST00000621475","ENSP00000483444","","LGALS13",29124
"5133","ENSG00000105204","ENST00000323039","ENSP00000312789","Q9Y463","DYRK1B",9149
"5134","ENSG00000105204","ENST00000348817","ENSP00000221803","Q9Y463","DYRK1B",9149
"5135","ENSG00000105204","ENST00000430012","ENSP00000403182","Q9Y463","DYRK1B",9149
"5136","ENSG00000105204","ENST00000593685","ENSP00000469863","Q9Y463","DYRK1B",9149
"5137","ENSG00000105204","ENST00000597639","ENSP00000472941","Q9Y463","DYRK1B",9149
"5138","ENSG00000105204","ENST00000600611","ENSP00000471609","","DYRK1B",9149
"5139","ENSG00000105204","ENST00000601972","ENSP00000472861","","DYRK1B",9149
"5140","ENSG00000105205","ENST00000221804","ENSP00000221804","Q05315","CLC",1178
"5141","ENSG00000105220","ENST00000356487","ENSP00000348877","P06744","GPI",2821
"5142","ENSG00000105220","ENST00000415930","ENSP00000405573","","GPI",2821
"5143","ENSG00000105220","ENST00000586425","ENSP00000467670","","GPI",2821
"5144","ENSG00000105220","ENST00000587384","ENSP00000468298","","GPI",2821
"5145","ENSG00000105220","ENST00000587521","ENSP00000464797","","GPI",2821
"5146","ENSG00000105220","ENST00000588991","ENSP00000465858","P06744","GPI",2821
"5147","ENSG00000105220","ENST00000589399","ENSP00000468201","","GPI",2821
"5148","ENSG00000105220","ENST00000589640","ENSP00000467590","","GPI",2821
"5149","ENSG00000105220","ENST00000590375","ENSP00000467221","","GPI",2821
"5150","ENSG00000105220","ENST00000591204","ENSP00000466851","","GPI",2821
"5151","ENSG00000105220","ENST00000592144","ENSP00000464798","","GPI",2821
"5152","ENSG00000105220","ENST00000592277","ENSP00000466191","","GPI",2821
"5153","ENSG00000105220","ENST00000642240","ENSP00000496041","","GPI",2821
"5154","ENSG00000105220","ENST00000644934","ENSP00000493517","P06744","GPI",2821
"5155","ENSG00000105220","ENST00000647446","ENSP00000495129","","GPI",2821
"5156","ENSG00000105221","ENST00000311278","ENSP00000309428","P31751","AKT2",208
"5157","ENSG00000105221","ENST00000358335","ENSP00000351095","","AKT2",208
"5158","ENSG00000105221","ENST00000391844","ENSP00000375719","","AKT2",208
"5159","ENSG00000105221","ENST00000392037","ENSP00000375891","","AKT2",208
"5160","ENSG00000105221","ENST00000392038","ENSP00000375892","P31751","AKT2",208
"5161","ENSG00000105221","ENST00000416362","ENSP00000407999","","AKT2",208
"5162","ENSG00000105221","ENST00000416994","ENSP00000392458","","AKT2",208
"5163","ENSG00000105221","ENST00000423127","ENSP00000403842","","AKT2",208
"5164","ENSG00000105221","ENST00000424901","ENSP00000399532","P31751","AKT2",208
"5165","ENSG00000105221","ENST00000427375","ENSP00000403890","","AKT2",208
"5166","ENSG00000105221","ENST00000441941","ENSP00000396968","","AKT2",208
"5167","ENSG00000105221","ENST00000452077","ENSP00000404083","","AKT2",208
"5168","ENSG00000105221","ENST00000456441","ENSP00000396532","","AKT2",208
"5169","ENSG00000105221","ENST00000476247","ENSP00000463368","","AKT2",208
"5170","ENSG00000105221","ENST00000486368","ENSP00000463686","","AKT2",208
"5171","ENSG00000105221","ENST00000489375","ENSP00000470822","","AKT2",208
"5172","ENSG00000105221","ENST00000491778","ENSP00000463086","","AKT2",208
"5173","ENSG00000105221","ENST00000492463","ENSP00000462776","","AKT2",208
"5174","ENSG00000105221","ENST00000497948","ENSP00000472382","","AKT2",208
"5175","ENSG00000105221","ENST00000578123","ENSP00000462022","","AKT2",208
"5176","ENSG00000105221","ENST00000578310","ENSP00000462919","","AKT2",208
"5177","ENSG00000105221","ENST00000578615","ENSP00000463262","","AKT2",208
"5178","ENSG00000105221","ENST00000579047","ENSP00000471369","","AKT2",208
"5179","ENSG00000105221","ENST00000580747","ENSP00000463806","","AKT2",208
"5180","ENSG00000105221","ENST00000583859","ENSP00000462715","","AKT2",208
"5181","ENSG00000105221","ENST00000584288","ENSP00000462469","","AKT2",208
"5182","ENSG00000105221","ENST00000596634","ENSP00000470604","","AKT2",208
"5183","ENSG00000105221","ENST00000601166","ENSP00000472371","","AKT2",208
"5184","ENSG00000105223","ENST00000356508","ENSP00000348901","Q8IV08","PLD3",23646
"5185","ENSG00000105223","ENST00000359274","ENSP00000352220","","PLD3",23646
"5186","ENSG00000105223","ENST00000392032","ENSP00000375886","","PLD3",23646
"5187","ENSG00000105223","ENST00000409281","ENSP00000387022","Q8IV08","PLD3",23646
"5188","ENSG00000105223","ENST00000409419","ENSP00000386293","Q8IV08","PLD3",23646
"5189","ENSG00000105223","ENST00000409587","ENSP00000387050","Q8IV08","PLD3",23646
"5190","ENSG00000105223","ENST00000409735","ENSP00000386938","Q8IV08","PLD3",23646
"5191","ENSG00000105223","ENST00000486134","ENSP00000473218","","PLD3",23646
"5192","ENSG00000105223","ENST00000492243","ENSP00000469868","","PLD3",23646
"5193","ENSG00000105223","ENST00000594908","ENSP00000471838","","PLD3",23646
"5194","ENSG00000105223","ENST00000596682","ENSP00000468898","","PLD3",23646
"5195","ENSG00000105223","ENST00000598962","ENSP00000470603","","PLD3",23646
"5196","ENSG00000105223","ENST00000599353","ENSP00000472854","","PLD3",23646
"5197","ENSG00000105223","ENST00000599685","ENSP00000469675","","PLD3",23646
"5198","ENSG00000105223","ENST00000600948","ENSP00000472509","","PLD3",23646
"5199","ENSG00000105223","ENST00000602131","ENSP00000468999","","PLD3",23646
"5200","ENSG00000105254","ENST00000221855","ENSP00000221855","Q99426","TBCB",1155
"5201","ENSG00000105254","ENST00000585746","ENSP00000467487","Q99426","TBCB",1155
"5202","ENSG00000105254","ENST00000586868","ENSP00000468055","","TBCB",1155
"5203","ENSG00000105254","ENST00000588385","ENSP00000467172","","TBCB",1155
"5204","ENSG00000105254","ENST00000589624","ENSP00000467825","","TBCB",1155
"5205","ENSG00000105254","ENST00000589996","ENSP00000465447","","TBCB",1155
"5206","ENSG00000105254","ENST00000591296","ENSP00000465979","","TBCB",1155
"5207","ENSG00000105254","ENST00000629269","ENSP00000485894","","TBCB",1155
"5208","ENSG00000105258","ENST00000221859","ENSP00000221859","P36954","POLR2I",5438
"5209","ENSG00000105258","ENST00000585842","ENSP00000465455","","POLR2I",5438
"5210","ENSG00000105258","ENST00000586439","ENSP00000467134","","POLR2I",5438
"5211","ENSG00000105258","ENST00000592962","ENSP00000465755","","POLR2I",5438
"5212","ENSG00000105281","ENST00000412532","ENSP00000397924","Q15758","SLC1A5",6510
"5213","ENSG00000105281","ENST00000434726","ENSP00000406532","Q15758","SLC1A5",6510
"5214","ENSG00000105281","ENST00000542575","ENSP00000444408","Q15758","SLC1A5",6510
"5215","ENSG00000105281","ENST00000593713","ENSP00000468890","","SLC1A5",6510
"5216","ENSG00000105281","ENST00000594991","ENSP00000469265","","SLC1A5",6510
"5217","ENSG00000105281","ENST00000598022","ENSP00000471626","","SLC1A5",6510
"5218","ENSG00000105287","ENST00000291281","ENSP00000291281","Q9BZL6","PRKD2",25865
"5219","ENSG00000105287","ENST00000433867","ENSP00000393978","Q9BZL6","PRKD2",25865
"5220","ENSG00000105287","ENST00000593363","ENSP00000472987","","PRKD2",25865
"5221","ENSG00000105287","ENST00000595132","ENSP00000470363","","PRKD2",25865
"5222","ENSG00000105287","ENST00000595515","ENSP00000470804","Q9BZL6","PRKD2",25865
"5223","ENSG00000105287","ENST00000597390","ENSP00000472913","","PRKD2",25865
"5224","ENSG00000105287","ENST00000597641","ENSP00000469064","","PRKD2",25865
"5225","ENSG00000105287","ENST00000598633","ENSP00000470919","","PRKD2",25865
"5226","ENSG00000105287","ENST00000600194","ENSP00000472744","Q9BZL6","PRKD2",25865
"5227","ENSG00000105287","ENST00000601605","ENSP00000470442","","PRKD2",25865
"5228","ENSG00000105287","ENST00000601806","ENSP00000469106","Q9BZL6","PRKD2",25865
"5229","ENSG00000105355","ENST00000221957","ENSP00000221957","O60664","PLIN3",10226
"5230","ENSG00000105355","ENST00000585479","ENSP00000465596","O60664","PLIN3",10226
"5231","ENSG00000105355","ENST00000587462","ENSP00000465117","","PLIN3",10226
"5232","ENSG00000105355","ENST00000589034","ENSP00000465975","","PLIN3",10226
"5233","ENSG00000105355","ENST00000589163","ENSP00000468476","","PLIN3",10226
"5234","ENSG00000105355","ENST00000589494","ENSP00000468096","","PLIN3",10226
"5235","ENSG00000105355","ENST00000592528","ENSP00000467803","O60664","PLIN3",10226
"5236","ENSG00000105379","ENST00000309244","ENSP00000311930","P38117","ETFB",2109
"5237","ENSG00000105379","ENST00000354232","ENSP00000346173","P38117","ETFB",2109
"5238","ENSG00000105379","ENST00000596253","ENSP00000469628","","ETFB",2109
"5239","ENSG00000105397","ENST00000264818","ENSP00000264818","P29597","TYK2",7297
"5240","ENSG00000105397","ENST00000524462","ENSP00000433203","","TYK2",7297
"5241","ENSG00000105397","ENST00000525220","ENSP00000434931","","TYK2",7297
"5242","ENSG00000105397","ENST00000525621","ENSP00000431885","P29597","TYK2",7297
"5243","ENSG00000105397","ENST00000525976","ENSP00000434831","","TYK2",7297
"5244","ENSG00000105397","ENST00000527481","ENSP00000466340","","TYK2",7297
"5245","ENSG00000105397","ENST00000529370","ENSP00000432728","","TYK2",7297
"5246","ENSG00000105397","ENST00000530560","ENSP00000465291","","TYK2",7297
"5247","ENSG00000105397","ENST00000530829","ENSP00000436826","","TYK2",7297
"5248","ENSG00000105397","ENST00000531836","ENSP00000436175","","TYK2",7297
"5249","ENSG00000105397","ENST00000533334","ENSP00000432320","","TYK2",7297
"5250","ENSG00000105398","ENST00000222002","ENSP00000222002","Q06520","SULT2A1",6822
"5251","ENSG00000105409","ENST00000302102","ENSP00000302397","P13637","ATP1A3",478
"5252","ENSG00000105409","ENST00000441343","ENSP00000411503","","ATP1A3",478
"5253","ENSG00000105409","ENST00000473086","ENSP00000469129","","ATP1A3",478
"5254","ENSG00000105409","ENST00000543770","ENSP00000437577","P13637","ATP1A3",478
"5255","ENSG00000105409","ENST00000545399","ENSP00000444688","P13637","ATP1A3",478
"5256","ENSG00000105409","ENST00000602133","ENSP00000471581","","ATP1A3",478
"5257","ENSG00000105409","ENST00000636197","ENSP00000489877","","ATP1A3",478
"5258","ENSG00000105409","ENST00000648268","ENSP00000498113","","ATP1A3",478
"5259","ENSG00000105426","ENST00000262963","ENSP00000262963","","PTPRS",5802
"5260","ENSG00000105426","ENST00000353284","ENSP00000327313","","PTPRS",5802
"5261","ENSG00000105426","ENST00000586065","ENSP00000468455","","PTPRS",5802
"5262","ENSG00000105426","ENST00000587303","ENSP00000467537","Q13332","PTPRS",5802
"5263","ENSG00000105426","ENST00000588012","ENSP00000465443","Q13332","PTPRS",5802
"5264","ENSG00000105426","ENST00000590509","ENSP00000465185","","PTPRS",5802
"5265","ENSG00000105426","ENST00000591760","ENSP00000468803","","PTPRS",5802
"5266","ENSG00000105426","ENST00000592099","ENSP00000467398","Q13332","PTPRS",5802
"5267","ENSG00000105499","ENST00000354276","ENSP00000346228","Q9UP65","PLA2G4C",8605
"5268","ENSG00000105499","ENST00000595161","ENSP00000469528","","PLA2G4C",8605
"5269","ENSG00000105499","ENST00000595487","ENSP00000471328","","PLA2G4C",8605
"5270","ENSG00000105499","ENST00000596138","ENSP00000471196","","PLA2G4C",8605
"5271","ENSG00000105499","ENST00000596352","ENSP00000471759","","PLA2G4C",8605
"5272","ENSG00000105499","ENST00000597713","ENSP00000473250","","PLA2G4C",8605
"5273","ENSG00000105499","ENST00000598488","ENSP00000468972","","PLA2G4C",8605
"5274","ENSG00000105499","ENST00000599111","ENSP00000472546","Q9UP65","PLA2G4C",8605
"5275","ENSG00000105499","ENST00000599300","ENSP00000470418","","PLA2G4C",8605
"5276","ENSG00000105499","ENST00000599921","ENSP00000469473","Q9UP65","PLA2G4C",8605
"5277","ENSG00000105499","ENST00000601946","ENSP00000472977","","PLA2G4C",8605
"5278","ENSG00000105509","ENST00000222115","ENSP00000222115","Q92839","HAS1",3036
"5279","ENSG00000105509","ENST00000540069","ENSP00000445021","","HAS1",3036
"5280","ENSG00000105509","ENST00000594621","ENSP00000469165","","HAS1",3036
"5281","ENSG00000105509","ENST00000601667","ENSP00000471953","","HAS1",3036
"5282","ENSG00000105509","ENST00000601714","ENSP00000472821","","HAS1",3036
"5283","ENSG00000105516","ENST00000222122","ENSP00000222122","Q10586","DBP",1628
"5284","ENSG00000105516","ENST00000593500","ENSP00000471220","","DBP",1628
"5285","ENSG00000105516","ENST00000599385","ENSP00000469426","","DBP",1628
"5286","ENSG00000105516","ENST00000601104","ENSP00000469291","","DBP",1628
"5287","ENSG00000105520","ENST00000251473","ENSP00000251473","Q96GM1","PLPPR2",64748
"5288","ENSG00000105520","ENST00000586380","ENSP00000466698","","PLPPR2",64748
"5289","ENSG00000105520","ENST00000591329","ENSP00000467807","","PLPPR2",64748
"5290","ENSG00000105520","ENST00000591608","ENSP00000466898","Q96GM1","PLPPR2",64748
"5291","ENSG00000105552","ENST00000316273","ENSP00000322991","O15382","BCAT2",587
"5292","ENSG00000105552","ENST00000402551","ENSP00000385161","","BCAT2",587
"5293","ENSG00000105552","ENST00000545387","ENSP00000440973","O15382","BCAT2",587
"5294","ENSG00000105552","ENST00000593515","ENSP00000469139","","BCAT2",587
"5295","ENSG00000105552","ENST00000597011","ENSP00000469651","","BCAT2",587
"5296","ENSG00000105552","ENST00000598162","ENSP00000470216","","BCAT2",587
"5297","ENSG00000105552","ENST00000599246","ENSP00000470680","","BCAT2",587
"5298","ENSG00000105552","ENST00000601681","ENSP00000472641","","BCAT2",587
"5299","ENSG00000105568","ENST00000322088","ENSP00000324804","P30153","PPP2R1A",5518
"5300","ENSG00000105568","ENST00000391791","ENSP00000375668","","PPP2R1A",5518
"5301","ENSG00000105568","ENST00000454220","ENSP00000391905","","PPP2R1A",5518
"5302","ENSG00000105568","ENST00000462990","ENSP00000470504","","PPP2R1A",5518
"5303","ENSG00000105568","ENST00000477989","ENSP00000471298","","PPP2R1A",5518
"5304","ENSG00000105568","ENST00000490868","ENSP00000469150","","PPP2R1A",5518
"5305","ENSG00000105568","ENST00000628959","ENSP00000485914","","PPP2R1A",5518
"5306","ENSG00000105607","ENST00000222214","ENSP00000222214","Q92947","GCDH",2639
"5307","ENSG00000105607","ENST00000587072","ENSP00000468584","","GCDH",2639
"5308","ENSG00000105607","ENST00000588905","ENSP00000465770","","GCDH",2639
"5309","ENSG00000105607","ENST00000589039","ENSP00000465618","","GCDH",2639
"5310","ENSG00000105607","ENST00000590445","ENSP00000468125","","GCDH",2639
"5311","ENSG00000105607","ENST00000590472","ENSP00000468625","","GCDH",2639
"5312","ENSG00000105607","ENST00000590530","ENSP00000468452","","GCDH",2639
"5313","ENSG00000105607","ENST00000591050","ENSP00000467735","","GCDH",2639
"5314","ENSG00000105607","ENST00000591470","ENSP00000466845","Q92947","GCDH",2639
"5315","ENSG00000105613","ENST00000251472","ENSP00000251472","Q9Y2H9","MAST1",22983
"5316","ENSG00000105613","ENST00000588379","ENSP00000465395","","MAST1",22983
"5317","ENSG00000105613","ENST00000590204","ENSP00000465187","","MAST1",22983
"5318","ENSG00000105613","ENST00000591495","ENSP00000466470","","MAST1",22983
"5319","ENSG00000105639","ENST00000458235","ENSP00000391676","P52333","JAK3",3718
"5320","ENSG00000105639","ENST00000527670","ENSP00000432511","P52333","JAK3",3718
"5321","ENSG00000105639","ENST00000534444","ENSP00000436421","P52333","JAK3",3718
"5322","ENSG00000105641","ENST00000222248","ENSP00000222248","Q92911","SLC5A5",6528
"5323","ENSG00000105647","ENST00000222254","ENSP00000222254","O00459","PIK3R2",5296
"5324","ENSG00000105647","ENST00000426902","ENSP00000395636","","PIK3R2",5296
"5325","ENSG00000105647","ENST00000464016","ENSP00000476825","","PIK3R2",5296
"5326","ENSG00000105647","ENST00000617130","ENSP00000477864","O00459","PIK3R2",5296
"5327","ENSG00000105647","ENST00000617642","ENSP00000484714","","PIK3R2",5296
"5328","ENSG00000105650","ENST00000262805","ENSP00000262805","Q08493","PDE4C",5143
"5329","ENSG00000105650","ENST00000447275","ENSP00000402091","Q08493","PDE4C",5143
"5330","ENSG00000105650","ENST00000539010","ENSP00000439470","","PDE4C",5143
"5331","ENSG00000105650","ENST00000593594","ENSP00000474849","","PDE4C",5143
"5332","ENSG00000105650","ENST00000594465","ENSP00000470210","Q08493","PDE4C",5143
"5333","ENSG00000105650","ENST00000594617","ENSP00000469696","Q08493","PDE4C",5143
"5334","ENSG00000105650","ENST00000595343","ENSP00000473937","","PDE4C",5143
"5335","ENSG00000105650","ENST00000598111","ENSP00000474591","","PDE4C",5143
"5336","ENSG00000105650","ENST00000599188","ENSP00000473713","","PDE4C",5143
"5337","ENSG00000105650","ENST00000599754","ENSP00000472034","","PDE4C",5143
"5338","ENSG00000105650","ENST00000610023","ENSP00000476961","","PDE4C",5143
"5339","ENSG00000105655","ENST00000338128","ENSP00000337746","Q9NPH2","ISYNA1",51477
"5340","ENSG00000105655","ENST00000457269","ENSP00000415458","Q9NPH2","ISYNA1",51477
"5341","ENSG00000105655","ENST00000577820","ENSP00000463271","","ISYNA1",51477
"5342","ENSG00000105655","ENST00000578352","ENSP00000462001","","ISYNA1",51477
"5343","ENSG00000105655","ENST00000578963","ENSP00000475677","Q9NPH2","ISYNA1",51477
"5344","ENSG00000105655","ENST00000581672","ENSP00000464528","","ISYNA1",51477
"5345","ENSG00000105655","ENST00000581800","ENSP00000463500","","ISYNA1",51477
"5346","ENSG00000105655","ENST00000582770","ENSP00000464209","","ISYNA1",51477
"5347","ENSG00000105655","ENST00000582811","ENSP00000463628","","ISYNA1",51477
"5348","ENSG00000105655","ENST00000583534","ENSP00000464430","","ISYNA1",51477
"5349","ENSG00000105669","ENST00000262812","ENSP00000262812","O14579","COPE",11316
"5350","ENSG00000105669","ENST00000349893","ENSP00000343134","O14579","COPE",11316
"5351","ENSG00000105669","ENST00000351079","ENSP00000345674","O14579","COPE",11316
"5352","ENSG00000105669","ENST00000593827","ENSP00000471034","","COPE",11316
"5353","ENSG00000105669","ENST00000600932","ENSP00000469035","","COPE",11316
"5354","ENSG00000105675","ENST00000262623","ENSP00000262623","P20648","ATP4A",495
"5355","ENSG00000105675","ENST00000592767","ENSP00000472323","","ATP4A",495
"5356","ENSG00000105679","ENST00000222286","ENSP00000222286","O14556","GAPDHS",26330
"5357","ENSG00000105679","ENST00000585510","ENSP00000467255","","GAPDHS",26330
"5358","ENSG00000105679","ENST00000586334","ENSP00000466432","","GAPDHS",26330
"5372","ENSG00000105810","ENST00000265734","ENSP00000265734","Q00534","CDK6",1021
"5373","ENSG00000105810","ENST00000424848","ENSP00000397087","Q00534","CDK6",1021
"5374","ENSG00000105835","ENST00000222553","ENSP00000222553","P43490","NAMPT",10135
"5375","ENSG00000105835","ENST00000354289","ENSP00000346242","","NAMPT",10135
"5376","ENSG00000105835","ENST00000417537","ENSP00000390896","","NAMPT",10135
"5377","ENSG00000105835","ENST00000424768","ENSP00000390591","","NAMPT",10135
"5378","ENSG00000105851","ENST00000359195","ENSP00000352121","P48736","PIK3CG",5294
"5379","ENSG00000105851","ENST00000440650","ENSP00000392258","P48736","PIK3CG",5294
"5380","ENSG00000105851","ENST00000473541","ENSP00000417623","","PIK3CG",5294
"5381","ENSG00000105851","ENST00000496166","ENSP00000419260","P48736","PIK3CG",5294
"5382","ENSG00000105852","ENST00000265627","ENSP00000265627","Q15166","PON3",5446
"5383","ENSG00000105852","ENST00000418617","ENSP00000393174","","PON3",5446
"5384","ENSG00000105852","ENST00000427422","ENSP00000413276","","PON3",5446
"5385","ENSG00000105852","ENST00000442770","ENSP00000390253","","PON3",5446
"5386","ENSG00000105852","ENST00000451904","ENSP00000403850","","PON3",5446
"5387","ENSG00000105852","ENST00000456855","ENSP00000391072","","PON3",5446
"5388","ENSG00000105854","ENST00000222572","ENSP00000222572","Q15165","PON2",5445
"5389","ENSG00000105854","ENST00000433091","ENSP00000404622","Q15165","PON2",5445
"5390","ENSG00000105854","ENST00000446142","ENSP00000405211","","PON2",5445
"5391","ENSG00000105854","ENST00000455123","ENSP00000414515","","PON2",5445
"5392","ENSG00000105854","ENST00000469926","ENSP00000488550","","PON2",5445
"5393","ENSG00000105854","ENST00000478801","ENSP00000487703","","PON2",5445
"5394","ENSG00000105854","ENST00000483292","ENSP00000488874","","PON2",5445
"5395","ENSG00000105854","ENST00000490778","ENSP00000488826","","PON2",5445
"5396","ENSG00000105854","ENST00000491069","ENSP00000488462","","PON2",5445
"5397","ENSG00000105854","ENST00000493290","ENSP00000488822","","PON2",5445
"5398","ENSG00000105854","ENST00000632034","ENSP00000487898","","PON2",5445
"5399","ENSG00000105854","ENST00000633192","ENSP00000488378","","PON2",5445
"5400","ENSG00000105854","ENST00000633531","ENSP00000488838","Q15165","PON2",5445
"5406","ENSG00000105929","ENST00000310018","ENSP00000308122","Q9HBG4","ATP6V0A4",50617
"5407","ENSG00000105929","ENST00000353492","ENSP00000253856","Q9HBG4","ATP6V0A4",50617
"5408","ENSG00000105929","ENST00000393054","ENSP00000376774","Q9HBG4","ATP6V0A4",50617
"5409","ENSG00000105929","ENST00000478480","ENSP00000495261","","ATP6V0A4",50617
"5410","ENSG00000105929","ENST00000483139","ENSP00000496205","","ATP6V0A4",50617
"5411","ENSG00000105929","ENST00000644341","ENSP00000495642","","ATP6V0A4",50617
"5412","ENSG00000105929","ENST00000645515","ENSP00000496421","Q9HBG4","ATP6V0A4",50617
"5413","ENSG00000105929","ENST00000647427","ENSP00000496259","","ATP6V0A4",50617
"5418","ENSG00000105953","ENST00000222673","ENSP00000222673","Q02218","OGDH",4967
"5419","ENSG00000105953","ENST00000419661","ENSP00000411830","","OGDH",4967
"5420","ENSG00000105953","ENST00000439616","ENSP00000398576","","OGDH",4967
"5421","ENSG00000105953","ENST00000443864","ENSP00000388084","Q02218","OGDH",4967
"5422","ENSG00000105953","ENST00000444676","ENSP00000414662","","OGDH",4967
"5423","ENSG00000105953","ENST00000447398","ENSP00000388183","","OGDH",4967
"5424","ENSG00000105953","ENST00000449767","ENSP00000392878","Q02218","OGDH",4967
"5425","ENSG00000105953","ENST00000631326","ENSP00000486854","","OGDH",4967
"5426","ENSG00000105976","ENST00000318493","ENSP00000317272","P08581","MET",4233
"5427","ENSG00000105976","ENST00000397752","ENSP00000380860","P08581","MET",4233
"5428","ENSG00000105976","ENST00000422097","ENSP00000398776","","MET",4233
"5429","ENSG00000105976","ENST00000436117","ENSP00000410980","P08581","MET",4233
"5430","ENSG00000105976","ENST00000454623","ENSP00000398140","","MET",4233
"5431","ENSG00000105976","ENST00000456159","ENSP00000413857","","MET",4233
"5432","ENSG00000106049","ENST00000265395","ENSP00000265395","P31937","HIBADH",11112
"5433","ENSG00000106049","ENST00000425715","ENSP00000390205","","HIBADH",11112
"5434","ENSG00000106049","ENST00000428288","ENSP00000393365","","HIBADH",11112
"5438","ENSG00000106105","ENST00000389266","ENSP00000373918","P41250","GARS",2617
"5439","ENSG00000106105","ENST00000444666","ENSP00000415447","","GARS",2617
"5440","ENSG00000106105","ENST00000454308","ENSP00000392677","","GARS",2617
"5441","ENSG00000106105","ENST00000627489","ENSP00000485931","","GARS",2617
"5442","ENSG00000106123","ENST00000411471","ENSP00000409061","","EPHB6",2051
"5443","ENSG00000106123","ENST00000422643","ENSP00000404786","","EPHB6",2051
"5444","ENSG00000106123","ENST00000476059","ENSP00000481996","","EPHB6",2051
"5445","ENSG00000106123","ENST00000611578","ENSP00000477807","","EPHB6",2051
"5446","ENSG00000106123","ENST00000614832","ENSP00000482735","","EPHB6",2051
"5447","ENSG00000106123","ENST00000619012","ENSP00000481994","","EPHB6",2051
"5448","ENSG00000106258","ENST00000222982","ENSP00000222982","P20815","CYP3A5",1577
"5449","ENSG00000106258","ENST00000339843","ENSP00000343074","","CYP3A5",1577
"5450","ENSG00000106258","ENST00000439761","ENSP00000401269","P20815","CYP3A5",1577
"5451","ENSG00000106258","ENST00000456417","ENSP00000415399","","CYP3A5",1577
"5452","ENSG00000106258","ENST00000646887","ENSP00000496704","P20815","CYP3A5",1577
"5453","ENSG00000106278","ENST00000393386","ENSP00000377047","P23471","PTPRZ1",5803
"5454","ENSG00000106278","ENST00000449182","ENSP00000410000","P23471","PTPRZ1",5803
"5455","ENSG00000106302","ENST00000223026","ENSP00000223026","Q2M3T9","HYAL4",23553
"5456","ENSG00000106302","ENST00000476325","ENSP00000417186","Q2M3T9","HYAL4",23553
"5457","ENSG00000106302","ENST00000483878","ENSP00000420264","","HYAL4",23553
"5458","ENSG00000106302","ENST00000488323","ENSP00000417872","","HYAL4",23553
"5459","ENSG00000106302","ENST00000489978","ENSP00000419522","","HYAL4",23553
"5460","ENSG00000106304","ENST00000223028","ENSP00000223028","P38567","SPAM1",6677
