"gene","gene_symbol","reaction","pathways"
"ENSG00000156413","FUT6","MAR08271","Blood group biosynthesis"
"ENSG00000171124","FUT3","MAR08271","Blood group biosynthesis"
"ENSG00000176597","B3GNT5","MAR08275","Blood group biosynthesis"
"ENSG00000183778","B3GALT5","MAR08276","Blood group biosynthesis"
"ENSG00000179913","B3GNT3","MAR08277","Blood group biosynthesis"
"ENSG00000170340","B3GNT2","MAR08278","Blood group biosynthesis"
"ENSG00000179913","B3GNT3","MAR08279","Blood group biosynthesis"
"ENSG00000174951","FUT1","MAR08280","Blood group biosynthesis"
"ENSG00000176920","FUT2","MAR08280","Blood group biosynthesis"
"ENSG00000175164","ABO","MAR08281","Blood group biosynthesis"
"ENSG00000175164","ABO","MAR08284","Blood group biosynthesis"
"ENSG00000179913","B3GNT3","MAR08285","Blood group biosynthesis"
"ENSG00000174951","FUT1","MAR08286","Blood group biosynthesis"
"ENSG00000176920","FUT2","MAR08286","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08287","Blood group biosynthesis"
"ENSG00000175164","ABO","MAR08288","Blood group biosynthesis"
"ENSG00000174951","FUT1","MAR08291","Blood group biosynthesis"
"ENSG00000176920","FUT2","MAR08291","Blood group biosynthesis"
"ENSG00000175164","ABO","MAR08292","Blood group biosynthesis"
"ENSG00000179913","B3GNT3","MAR08293","Blood group biosynthesis"
"ENSG00000174951","FUT1","MAR08294","Blood group biosynthesis"
"ENSG00000176920","FUT2","MAR08294","Blood group biosynthesis"
"ENSG00000175164","ABO","MAR08295","Blood group biosynthesis"
"ENSG00000175164","ABO","MAR08298","Blood group biosynthesis"
"ENSG00000175164","ABO","MAR08302","Blood group biosynthesis"
"ENSG00000170340","B3GNT2","MAR08305","Blood group biosynthesis"
"ENSG00000179913","B3GNT3","MAR08306","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08307","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08308","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08309","Blood group biosynthesis"
"ENSG00000111846","GCNT2","MAR08316","Blood group biosynthesis"
"ENSG00000179913","B3GNT3","MAR08317","Blood group biosynthesis"
"ENSG00000110080","ST3GAL4","MAR08318","Blood group biosynthesis"
"ENSG00000126091","ST3GAL3","MAR08318","Blood group biosynthesis"
"ENSG00000171124","FUT3","MAR08319","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08322","Blood group biosynthesis"
"ENSG00000064225","ST3GAL6","MAR08325","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08326","Blood group biosynthesis"
"ENSG00000101638","ST8SIA5","MAR08327","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08330","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08331","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08332","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08333","Blood group biosynthesis"
"ENSG00000172461","FUT9","MAR08334","Blood group biosynthesis"
"ENSG00000064225","ST3GAL6","MAR08337","Blood group biosynthesis"
"ENSG00000138413","IDH1","MAR00712","Nicotinate and nicotinamide metabolism"
"ENSG00000182054","IDH2","MAR00712","Nicotinate and nicotinamide metabolism"
"ENSG00000065615","CYB5R4","MAR03992","Nicotinate and nicotinamide metabolism"
"ENSG00000100243","CYB5R3","MAR03992","Nicotinate and nicotinamide metabolism"
"ENSG00000159348","CYB5R1","MAR03992","Nicotinate and nicotinamide metabolism"
"ENSG00000166394","CYB5R2","MAR03992","Nicotinate and nicotinamide metabolism"
"ENSG00000215883","CYB5RL","MAR03992","Nicotinate and nicotinamide metabolism"
"ENSG00000162882","HAAO","MAR04228","Nicotinate and nicotinamide metabolism"
"ENSG00000103485","QPRT","MAR04251","Nicotinate and nicotinamide metabolism"
"ENSG00000014257","ACPP","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000076685","NT5C2","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000116981","NT5C1A","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000122643","NT5C3A","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000125458","NT5C","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000135318","NT5E","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000141698","NT5C3B","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000146587","RBAK","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000185013","NT5C1B","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000205309","NT5M","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000250741","NT5C1B-RDH14","MAR04252","Nicotinate and nicotinamide metabolism"
"ENSG00000077009","NMRK2","MAR04253","Nicotinate and nicotinamide metabolism"
"ENSG00000106733","NMRK1","MAR04253","Nicotinate and nicotinamide metabolism"
"ENSG00000147813","NAPRT","MAR04254","Nicotinate and nicotinamide metabolism"
"ENSG00000112874","NUDT12","MAR04255","Nicotinate and nicotinamide metabolism"
"ENSG00000154269","ENPP3","MAR04255","Nicotinate and nicotinamide metabolism"
"ENSG00000197594","ENPP1","MAR04255","Nicotinate and nicotinamide metabolism"
"ENSG00000157064","NMNAT2","MAR04257","Nicotinate and nicotinamide metabolism"
"ENSG00000163864","NMNAT3","MAR04257","Nicotinate and nicotinamide metabolism"
"ENSG00000173614","NMNAT1","MAR04257","Nicotinate and nicotinamide metabolism"
"ENSG00000172890","NADSYN1","MAR04260","Nicotinate and nicotinamide metabolism"
"ENSG00000172890","NADSYN1","MAR04261","Nicotinate and nicotinamide metabolism"
"ENSG00000105835","NAMPT","MAR04262","Nicotinate and nicotinamide metabolism"
"ENSG00000112874","NUDT12","MAR04263","Nicotinate and nicotinamide metabolism"
"ENSG00000014257","ACPP","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000076685","NT5C2","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000116981","NT5C1A","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000122643","NT5C3A","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000125458","NT5C","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000135318","NT5E","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000141698","NT5C3B","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000185013","NT5C1B","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000205309","NT5M","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000250741","NT5C1B-RDH14","MAR04264","Nicotinate and nicotinamide metabolism"
"ENSG00000077009","NMRK2","MAR04265","Nicotinate and nicotinamide metabolism"
"ENSG00000106733","NMRK1","MAR04265","Nicotinate and nicotinamide metabolism"
"ENSG00000157064","NMNAT2","MAR04267","Nicotinate and nicotinamide metabolism"
"ENSG00000163864","NMNAT3","MAR04267","Nicotinate and nicotinamide metabolism"
"ENSG00000173614","NMNAT1","MAR04267","Nicotinate and nicotinamide metabolism"
"ENSG00000008130","NADK","MAR04269","Nicotinate and nicotinamide metabolism"
"ENSG00000152620","NADK2","MAR04269","Nicotinate and nicotinamide metabolism"
"ENSG00000014257","ACPP","MAR04270","Nicotinate and nicotinamide metabolism"
"ENSG00000102575","ACP5","MAR04270","Nicotinate and nicotinamide metabolism"
"ENSG00000142513","ACP4","MAR04270","Nicotinate and nicotinamide metabolism"
"ENSG00000143727","ACP1","MAR04270","Nicotinate and nicotinamide metabolism"
"ENSG00000155893","PXYLP1","MAR04270","Nicotinate and nicotinamide metabolism"
"ENSG00000162836","ACP6","MAR04270","Nicotinate and nicotinamide metabolism"
"ENSG00000183760","ACP7","MAR04270","Nicotinate and nicotinamide metabolism"
"ENSG00000112992","NNT","MAR04271","Transport reactions"
"ENSG00000173614","NMNAT1","MAR04276","Nicotinate and nicotinamide metabolism"
"ENSG00000172890","NADSYN1","MAR04278","Nicotinate and nicotinamide metabolism"
"ENSG00000198805","PNP","MAR04662","Nicotinate and nicotinamide metabolism"
"ENSG00000004468","CD38","MAR07142","Nicotinate and nicotinamide metabolism"
"ENSG00000109743","BST1","MAR07142","Nicotinate and nicotinamide metabolism"
"ENSG00000004468","CD38","MAR07143","Nicotinate and nicotinamide metabolism"
"ENSG00000109743","BST1","MAR07143","Nicotinate and nicotinamide metabolism"
"ENSG00000077463","SIRT6","MAR07623","Nicotinate and nicotinamide metabolism"
"ENSG00000111339","ART4","MAR07623","Nicotinate and nicotinamide metabolism"
"ENSG00000129744","ART1","MAR07623","Nicotinate and nicotinamide metabolism"
"ENSG00000156219","ART3","MAR07623","Nicotinate and nicotinamide metabolism"
"ENSG00000167311","ART5","MAR07623","Nicotinate and nicotinamide metabolism"
"ENSG00000077463","SIRT6","MAR07625","Nicotinate and nicotinamide metabolism"
"ENSG00000111339","ART4","MAR07625","Nicotinate and nicotinamide metabolism"
"ENSG00000129744","ART1","MAR07625","Nicotinate and nicotinamide metabolism"
"ENSG00000156219","ART3","MAR07625","Nicotinate and nicotinamide metabolism"
"ENSG00000167311","ART5","MAR07625","Nicotinate and nicotinamide metabolism"
"ENSG00000004468","CD38","MAR07627","Nicotinate and nicotinamide metabolism"
"ENSG00000109743","BST1","MAR07627","Nicotinate and nicotinamide metabolism"
"ENSG00000166741","NNMT","MAR07676","Nicotinate and nicotinamide metabolism"
"ENSG00000004468","CD38","MAR08788","Nicotinate and nicotinamide metabolism"
"ENSG00000109743","BST1","MAR08788","Nicotinate and nicotinamide metabolism"
"ENSG00000173614","NMNAT1","MAR08790","Nicotinate and nicotinamide metabolism"
"ENSG00000198805","PNP","MAR08791","Nicotinate and nicotinamide metabolism"
"ENSG00000068120","COASY","MAR03871","Pantothenate and CoA biosynthesis"
"ENSG00000068120","COASY","MAR04058","Pantothenate and CoA biosynthesis"
"ENSG00000149313","AASDHPPT","MAR04500","Pantothenate and CoA biosynthesis"
"ENSG00000120137","PANK3","MAR04714","Pantothenate and CoA biosynthesis"
"ENSG00000125779","PANK2","MAR04714","Pantothenate and CoA biosynthesis"
"ENSG00000152782","PANK1","MAR04714","Pantothenate and CoA biosynthesis"
"ENSG00000157881","PANK4","MAR04714","Pantothenate and CoA biosynthesis"
"ENSG00000120137","PANK3","MAR04715","Pantothenate and CoA biosynthesis"
"ENSG00000125779","PANK2","MAR04715","Pantothenate and CoA biosynthesis"
"ENSG00000152782","PANK1","MAR04715","Pantothenate and CoA biosynthesis"
"ENSG00000157881","PANK4","MAR04715","Pantothenate and CoA biosynthesis"
"ENSG00000105607","GCDH","MAR04716","Pantothenate and CoA biosynthesis"
"ENSG00000161860","SYCE2","MAR04716","Pantothenate and CoA biosynthesis"
"ENSG00000112299","VNN1","MAR04717","Pantothenate and CoA biosynthesis"
"ENSG00000112303","VNN2","MAR04717","Pantothenate and CoA biosynthesis"
"ENSG00000120137","PANK3","MAR04718","Pantothenate and CoA biosynthesis"
"ENSG00000125779","PANK2","MAR04718","Pantothenate and CoA biosynthesis"
"ENSG00000152782","PANK1","MAR04718","Pantothenate and CoA biosynthesis"
"ENSG00000157881","PANK4","MAR04718","Pantothenate and CoA biosynthesis"
"ENSG00000127125","PPCS","MAR04723","Pantothenate and CoA biosynthesis"
"ENSG00000138621","PPCDC","MAR04725","Pantothenate and CoA biosynthesis"
"ENSG00000068120","COASY","MAR04727","Pantothenate and CoA biosynthesis"
"ENSG00000120137","PANK3","MAR04730","Pantothenate and CoA biosynthesis"
"ENSG00000125779","PANK2","MAR04730","Pantothenate and CoA biosynthesis"
"ENSG00000152782","PANK1","MAR04730","Pantothenate and CoA biosynthesis"
"ENSG00000157881","PANK4","MAR04730","Pantothenate and CoA biosynthesis"
"ENSG00000120137","PANK3","MAR04731","Pantothenate and CoA biosynthesis"
"ENSG00000125779","PANK2","MAR04731","Pantothenate and CoA biosynthesis"
"ENSG00000152782","PANK1","MAR04731","Pantothenate and CoA biosynthesis"
"ENSG00000157881","PANK4","MAR04731","Pantothenate and CoA biosynthesis"
"ENSG00000154269","ENPP3","MAR04732","Pantothenate and CoA biosynthesis"
"ENSG00000197594","ENPP1","MAR04732","Pantothenate and CoA biosynthesis"
"ENSG00000138621","PPCDC","MAR04733","Pantothenate and CoA biosynthesis"
"ENSG00000068120","COASY","MAR04734","Pantothenate and CoA biosynthesis"
"ENSG00000134575","ACP2","MAR07731","Pantothenate and CoA biosynthesis"
"ENSG00000101333","PLCB4","MAR00663","Inositol phosphate metabolism"
"ENSG00000114805","PLCH1","MAR00663","Inositol phosphate metabolism"
"ENSG00000115556","PLCD4","MAR00663","Inositol phosphate metabolism"
"ENSG00000115896","PLCL1","MAR00663","Inositol phosphate metabolism"
"ENSG00000124181","PLCG1","MAR00663","Inositol phosphate metabolism"
"ENSG00000137841","PLCB2","MAR00663","Inositol phosphate metabolism"
"ENSG00000138193","PLCE1","MAR00663","Inositol phosphate metabolism"
"ENSG00000139151","PLCZ1","MAR00663","Inositol phosphate metabolism"
"ENSG00000149527","PLCH2","MAR00663","Inositol phosphate metabolism"
"ENSG00000149782","PLCB3","MAR00663","Inositol phosphate metabolism"
"ENSG00000154822","PLCL2","MAR00663","Inositol phosphate metabolism"
"ENSG00000161714","PLCD3","MAR00663","Inositol phosphate metabolism"
"ENSG00000182621","PLCB1","MAR00663","Inositol phosphate metabolism"
"ENSG00000187091","PLCD1","MAR00663","Inositol phosphate metabolism"
"ENSG00000197943","PLCG2","MAR00663","Inositol phosphate metabolism"
"ENSG00000240891","PLCXD2","MAR00663","Inositol phosphate metabolism"
"ENSG00000105655","ISYNA1","MAR04308","Inositol phosphate metabolism"
"ENSG00000100253","MIOX","MAR06539","Inositol phosphate metabolism"
"ENSG00000104331","IMPAD1","MAR06540","Inositol phosphate metabolism"
"ENSG00000133731","IMPA1","MAR06540","Inositol phosphate metabolism"
"ENSG00000141401","IMPA2","MAR06540","Inositol phosphate metabolism"
"ENSG00000078142","PIK3C3","MAR06542","Inositol phosphate metabolism"
"ENSG00000150712","MTMR12","MAR06543","Inositol phosphate metabolism"
"ENSG00000171100","MTM1","MAR06543","Inositol phosphate metabolism"
"ENSG00000115020","PIKFYVE","MAR06544","Inositol phosphate metabolism"
"ENSG00000003987","MTMR7","MAR06545","Inositol phosphate metabolism"
"ENSG00000054148","PHPT1","MAR06545","Inositol phosphate metabolism"
"ENSG00000063601","MTMR1","MAR06545","Inositol phosphate metabolism"
"ENSG00000087053","MTMR2","MAR06545","Inositol phosphate metabolism"
"ENSG00000102043","MTMR8","MAR06545","Inositol phosphate metabolism"
"ENSG00000111077","TNS2","MAR06545","Inositol phosphate metabolism"
"ENSG00000111696","NT5DC3","MAR06545","Inositol phosphate metabolism"
"ENSG00000112367","FIG4","MAR06545","Inositol phosphate metabolism"
"ENSG00000117598","PLPPR5","MAR06545","Inositol phosphate metabolism"
"ENSG00000125458","NT5C","MAR06545","Inositol phosphate metabolism"
"ENSG00000126821","SGPP1","MAR06545","Inositol phosphate metabolism"
"ENSG00000137770","CTDSPL2","MAR06545","Inositol phosphate metabolism"
"ENSG00000139304","PTPRQ","MAR06545","Inositol phosphate metabolism"
"ENSG00000139505","MTMR6","MAR06545","Inositol phosphate metabolism"
"ENSG00000144048","DUSP11","MAR06545","Inositol phosphate metabolism"
"ENSG00000158079","PTPDC1","MAR06545","Inositol phosphate metabolism"
"ENSG00000160539","PLPP7","MAR06545","Inositol phosphate metabolism"
"ENSG00000163082","SGPP2","MAR06545","Inositol phosphate metabolism"
"ENSG00000163719","MTMR14","MAR06545","Inositol phosphate metabolism"
"ENSG00000165458","INPPL1","MAR06545","Inositol phosphate metabolism"
"ENSG00000165688","PMPCA","MAR06545","Inositol phosphate metabolism"
"ENSG00000198825","INPP5F","MAR06545","Inositol phosphate metabolism"
"ENSG00000198881","ASB12","MAR06545","Inositol phosphate metabolism"
"ENSG00000205309","NT5M","MAR06545","Inositol phosphate metabolism"
"ENSG00000205808","PLPP6","MAR06545","Inositol phosphate metabolism"
"ENSG00000211456","SACM1L","MAR06545","Inositol phosphate metabolism"
"ENSG00000213920","MDP1","MAR06545","Inositol phosphate metabolism"
"ENSG00000038210","PI4K2B","MAR06546","Inositol phosphate metabolism"
"ENSG00000143393","PI4KB","MAR06546","Inositol phosphate metabolism"
"ENSG00000155252","PI4K2A","MAR06546","Inositol phosphate metabolism"
"ENSG00000241973","PI4KA","MAR06546","Inositol phosphate metabolism"
"ENSG00000003987","MTMR7","MAR06547","Inositol phosphate metabolism"
"ENSG00000054148","PHPT1","MAR06547","Inositol phosphate metabolism"
"ENSG00000063601","MTMR1","MAR06547","Inositol phosphate metabolism"
"ENSG00000087053","MTMR2","MAR06547","Inositol phosphate metabolism"
"ENSG00000102043","MTMR8","MAR06547","Inositol phosphate metabolism"
"ENSG00000111077","TNS2","MAR06547","Inositol phosphate metabolism"
"ENSG00000111696","NT5DC3","MAR06547","Inositol phosphate metabolism"
"ENSG00000112367","FIG4","MAR06547","Inositol phosphate metabolism"
"ENSG00000117598","PLPPR5","MAR06547","Inositol phosphate metabolism"
"ENSG00000125458","NT5C","MAR06547","Inositol phosphate metabolism"
"ENSG00000126821","SGPP1","MAR06547","Inositol phosphate metabolism"
"ENSG00000137770","CTDSPL2","MAR06547","Inositol phosphate metabolism"
"ENSG00000139304","PTPRQ","MAR06547","Inositol phosphate metabolism"
"ENSG00000139505","MTMR6","MAR06547","Inositol phosphate metabolism"
"ENSG00000144048","DUSP11","MAR06547","Inositol phosphate metabolism"
"ENSG00000158079","PTPDC1","MAR06547","Inositol phosphate metabolism"
"ENSG00000160539","PLPP7","MAR06547","Inositol phosphate metabolism"
"ENSG00000163082","SGPP2","MAR06547","Inositol phosphate metabolism"
"ENSG00000163719","MTMR14","MAR06547","Inositol phosphate metabolism"
"ENSG00000165458","INPPL1","MAR06547","Inositol phosphate metabolism"
"ENSG00000165688","PMPCA","MAR06547","Inositol phosphate metabolism"
"ENSG00000198825","INPP5F","MAR06547","Inositol phosphate metabolism"
"ENSG00000205309","NT5M","MAR06547","Inositol phosphate metabolism"
"ENSG00000205808","PLPP6","MAR06547","Inositol phosphate metabolism"
"ENSG00000211456","SACM1L","MAR06547","Inositol phosphate metabolism"
"ENSG00000213920","MDP1","MAR06547","Inositol phosphate metabolism"
"ENSG00000011405","PIK3C2A","MAR06548","Inositol phosphate metabolism"
"ENSG00000133056","PIK3C2B","MAR06548","Inositol phosphate metabolism"
"ENSG00000139144","PIK3C2G","MAR06548","Inositol phosphate metabolism"
"ENSG00000141506","PIK3R5","MAR06548","Inositol phosphate metabolism"
"ENSG00000040933","INPP4A","MAR06549","Inositol phosphate metabolism"
"ENSG00000109452","INPP4B","MAR06549","Inositol phosphate metabolism"
"ENSG00000132958","TPTE2","MAR06550","Inositol phosphate metabolism"
"ENSG00000171862","PTEN","MAR06550","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR06551","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR06551","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR06551","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR06551","Inositol phosphate metabolism"
"ENSG00000078269","SYNJ2","MAR06552","Inositol phosphate metabolism"
"ENSG00000122126","OCRL","MAR06552","Inositol phosphate metabolism"
"ENSG00000148384","INPP5E","MAR06552","Inositol phosphate metabolism"
"ENSG00000159082","SYNJ1","MAR06552","Inositol phosphate metabolism"
"ENSG00000204084","INPP5B","MAR06552","Inositol phosphate metabolism"
"ENSG00000155099","PIP4P2","MAR06553","Inositol phosphate metabolism"
"ENSG00000165782","PIP4P1","MAR06553","Inositol phosphate metabolism"
"ENSG00000150867","PIP4K2A","MAR06554","Inositol phosphate metabolism"
"ENSG00000166908","PIP4K2C","MAR06554","Inositol phosphate metabolism"
"ENSG00000276293","PIP4K2B","MAR06554","Inositol phosphate metabolism"
"ENSG00000121879","PIK3CA","MAR06555","Inositol phosphate metabolism"
"ENSG00000145675","PIK3R1","MAR06555","Inositol phosphate metabolism"
"ENSG00000051382","PIK3CB","MAR06555","Inositol phosphate metabolism"
"ENSG00000105647","PIK3R2","MAR06555","Inositol phosphate metabolism"
"ENSG00000105851","PIK3CG","MAR06555","Inositol phosphate metabolism"
"ENSG00000117461","PIK3R3","MAR06555","Inositol phosphate metabolism"
"ENSG00000126264","HCST","MAR06555","Inositol phosphate metabolism"
"ENSG00000141506","PIK3R5","MAR06555","Inositol phosphate metabolism"
"ENSG00000171608","PIK3CD","MAR06555","Inositol phosphate metabolism"
"ENSG00000276231","PIK3R6","MAR06555","Inositol phosphate metabolism"
"ENSG00000132958","TPTE2","MAR06556","Inositol phosphate metabolism"
"ENSG00000171862","PTEN","MAR06556","Inositol phosphate metabolism"
"ENSG00000003987","MTMR7","MAR06557","Inositol phosphate metabolism"
"ENSG00000054148","PHPT1","MAR06557","Inositol phosphate metabolism"
"ENSG00000063601","MTMR1","MAR06557","Inositol phosphate metabolism"
"ENSG00000087053","MTMR2","MAR06557","Inositol phosphate metabolism"
"ENSG00000102043","MTMR8","MAR06557","Inositol phosphate metabolism"
"ENSG00000111077","TNS2","MAR06557","Inositol phosphate metabolism"
"ENSG00000111696","NT5DC3","MAR06557","Inositol phosphate metabolism"
"ENSG00000112367","FIG4","MAR06557","Inositol phosphate metabolism"
"ENSG00000117598","PLPPR5","MAR06557","Inositol phosphate metabolism"
"ENSG00000125458","NT5C","MAR06557","Inositol phosphate metabolism"
"ENSG00000126821","SGPP1","MAR06557","Inositol phosphate metabolism"
"ENSG00000137770","CTDSPL2","MAR06557","Inositol phosphate metabolism"
"ENSG00000139304","PTPRQ","MAR06557","Inositol phosphate metabolism"
"ENSG00000139505","MTMR6","MAR06557","Inositol phosphate metabolism"
"ENSG00000144048","DUSP11","MAR06557","Inositol phosphate metabolism"
"ENSG00000158079","PTPDC1","MAR06557","Inositol phosphate metabolism"
"ENSG00000160539","PLPP7","MAR06557","Inositol phosphate metabolism"
"ENSG00000163082","SGPP2","MAR06557","Inositol phosphate metabolism"
"ENSG00000163719","MTMR14","MAR06557","Inositol phosphate metabolism"
"ENSG00000165458","INPPL1","MAR06557","Inositol phosphate metabolism"
"ENSG00000165688","PMPCA","MAR06557","Inositol phosphate metabolism"
"ENSG00000198825","INPP5F","MAR06557","Inositol phosphate metabolism"
"ENSG00000198881","ASB12","MAR06557","Inositol phosphate metabolism"
"ENSG00000205309","NT5M","MAR06557","Inositol phosphate metabolism"
"ENSG00000205808","PLPP6","MAR06557","Inositol phosphate metabolism"
"ENSG00000211456","SACM1L","MAR06557","Inositol phosphate metabolism"
"ENSG00000213920","MDP1","MAR06557","Inositol phosphate metabolism"
"ENSG00000132958","TPTE2","MAR06558","Inositol phosphate metabolism"
"ENSG00000171862","PTEN","MAR06558","Inositol phosphate metabolism"
"ENSG00000101333","PLCB4","MAR06559","Inositol phosphate metabolism"
"ENSG00000114805","PLCH1","MAR06559","Inositol phosphate metabolism"
"ENSG00000115556","PLCD4","MAR06559","Inositol phosphate metabolism"
"ENSG00000115896","PLCL1","MAR06559","Inositol phosphate metabolism"
"ENSG00000124181","PLCG1","MAR06559","Inositol phosphate metabolism"
"ENSG00000137841","PLCB2","MAR06559","Inositol phosphate metabolism"
"ENSG00000138193","PLCE1","MAR06559","Inositol phosphate metabolism"
"ENSG00000139151","PLCZ1","MAR06559","Inositol phosphate metabolism"
"ENSG00000149527","PLCH2","MAR06559","Inositol phosphate metabolism"
"ENSG00000149782","PLCB3","MAR06559","Inositol phosphate metabolism"
"ENSG00000154822","PLCL2","MAR06559","Inositol phosphate metabolism"
"ENSG00000161714","PLCD3","MAR06559","Inositol phosphate metabolism"
"ENSG00000182621","PLCB1","MAR06559","Inositol phosphate metabolism"
"ENSG00000187091","PLCD1","MAR06559","Inositol phosphate metabolism"
"ENSG00000197943","PLCG2","MAR06559","Inositol phosphate metabolism"
"ENSG00000240891","PLCXD2","MAR06559","Inositol phosphate metabolism"
"ENSG00000068383","INPP5A","MAR06560","Inositol phosphate metabolism"
"ENSG00000132376","INPP5K","MAR06560","Inositol phosphate metabolism"
"ENSG00000185133","INPP5J","MAR06560","Inositol phosphate metabolism"
"ENSG00000151689","INPP1","MAR06561","Inositol phosphate metabolism"
"ENSG00000104331","IMPAD1","MAR06562","Inositol phosphate metabolism"
"ENSG00000133731","IMPA1","MAR06562","Inositol phosphate metabolism"
"ENSG00000141401","IMPA2","MAR06562","Inositol phosphate metabolism"
"ENSG00000086544","ITPKC","MAR06563","Inositol phosphate metabolism"
"ENSG00000137825","ITPKA","MAR06563","Inositol phosphate metabolism"
"ENSG00000143772","ITPKB","MAR06563","Inositol phosphate metabolism"
"ENSG00000107789","MINPP1","MAR06564","Inositol phosphate metabolism"
"ENSG00000068383","INPP5A","MAR06565","Inositol phosphate metabolism"
"ENSG00000132376","INPP5K","MAR06565","Inositol phosphate metabolism"
"ENSG00000168918","INPP5D","MAR06565","Inositol phosphate metabolism"
"ENSG00000185133","INPP5J","MAR06565","Inositol phosphate metabolism"
"ENSG00000100605","ITPK1","MAR06566","Inositol phosphate metabolism"
"ENSG00000100605","ITPK1","MAR06567","Inositol phosphate metabolism"
"ENSG00000151151","IPMK","MAR06568","Inositol phosphate metabolism"
"ENSG00000151689","INPP1","MAR06569","Inositol phosphate metabolism"
"ENSG00000040933","INPP4A","MAR06570","Inositol phosphate metabolism"
"ENSG00000109452","INPP4B","MAR06570","Inositol phosphate metabolism"
"ENSG00000104331","IMPAD1","MAR06571","Inositol phosphate metabolism"
"ENSG00000133731","IMPA1","MAR06571","Inositol phosphate metabolism"
"ENSG00000141401","IMPA2","MAR06571","Inositol phosphate metabolism"
"ENSG00000105655","ISYNA1","MAR06572","Inositol phosphate metabolism"
"ENSG00000151151","IPMK","MAR06573","Inositol phosphate metabolism"
"ENSG00000151151","IPMK","MAR06574","Inositol phosphate metabolism"
"ENSG00000127080","IPPK","MAR06576","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR06579","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR06579","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR06579","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR06579","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR06580","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR06580","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR06580","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR06580","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR06581","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR06581","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR06581","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR06581","Inositol phosphate metabolism"
"ENSG00000132958","TPTE2","MAR06583","Inositol phosphate metabolism"
"ENSG00000171862","PTEN","MAR06583","Inositol phosphate metabolism"
"ENSG00000132958","TPTE2","MAR06584","Inositol phosphate metabolism"
"ENSG00000171862","PTEN","MAR06584","Inositol phosphate metabolism"
"ENSG00000132958","TPTE2","MAR06585","Inositol phosphate metabolism"
"ENSG00000171862","PTEN","MAR06585","Inositol phosphate metabolism"
"ENSG00000078142","PIK3C3","MAR06587","Inositol phosphate metabolism"
"ENSG00000003987","MTMR7","MAR06591","Inositol phosphate metabolism"
"ENSG00000054148","PHPT1","MAR06591","Inositol phosphate metabolism"
"ENSG00000063601","MTMR1","MAR06591","Inositol phosphate metabolism"
"ENSG00000087053","MTMR2","MAR06591","Inositol phosphate metabolism"
"ENSG00000102043","MTMR8","MAR06591","Inositol phosphate metabolism"
"ENSG00000111077","TNS2","MAR06591","Inositol phosphate metabolism"
