"gene","gene_symbol","reaction","pathways"
"ENSG00000111696","NT5DC3","MAR06591","Inositol phosphate metabolism"
"ENSG00000112367","FIG4","MAR06591","Inositol phosphate metabolism"
"ENSG00000117598","PLPPR5","MAR06591","Inositol phosphate metabolism"
"ENSG00000125458","NT5C","MAR06591","Inositol phosphate metabolism"
"ENSG00000126821","SGPP1","MAR06591","Inositol phosphate metabolism"
"ENSG00000137770","CTDSPL2","MAR06591","Inositol phosphate metabolism"
"ENSG00000139304","PTPRQ","MAR06591","Inositol phosphate metabolism"
"ENSG00000139505","MTMR6","MAR06591","Inositol phosphate metabolism"
"ENSG00000144048","DUSP11","MAR06591","Inositol phosphate metabolism"
"ENSG00000158079","PTPDC1","MAR06591","Inositol phosphate metabolism"
"ENSG00000160539","PLPP7","MAR06591","Inositol phosphate metabolism"
"ENSG00000163082","SGPP2","MAR06591","Inositol phosphate metabolism"
"ENSG00000163719","MTMR14","MAR06591","Inositol phosphate metabolism"
"ENSG00000165458","INPPL1","MAR06591","Inositol phosphate metabolism"
"ENSG00000165688","PMPCA","MAR06591","Inositol phosphate metabolism"
"ENSG00000198825","INPP5F","MAR06591","Inositol phosphate metabolism"
"ENSG00000205309","NT5M","MAR06591","Inositol phosphate metabolism"
"ENSG00000205808","PLPP6","MAR06591","Inositol phosphate metabolism"
"ENSG00000211456","SACM1L","MAR06591","Inositol phosphate metabolism"
"ENSG00000213920","MDP1","MAR06591","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR06592","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR06592","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR06592","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR06592","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR06595","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR06595","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR06595","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR06595","Inositol phosphate metabolism"
"ENSG00000068745","IP6K2","MAR07652","Inositol phosphate metabolism"
"ENSG00000145725","PPIP5K2","MAR07652","Inositol phosphate metabolism"
"ENSG00000161896","IP6K3","MAR07652","Inositol phosphate metabolism"
"ENSG00000168781","PPIP5K1","MAR07652","Inositol phosphate metabolism"
"ENSG00000176095","IP6K1","MAR07652","Inositol phosphate metabolism"
"ENSG00000068745","IP6K2","MAR07654","Inositol phosphate metabolism"
"ENSG00000145725","PPIP5K2","MAR07654","Inositol phosphate metabolism"
"ENSG00000161896","IP6K3","MAR07654","Inositol phosphate metabolism"
"ENSG00000168781","PPIP5K1","MAR07654","Inositol phosphate metabolism"
"ENSG00000176095","IP6K1","MAR07654","Inositol phosphate metabolism"
"ENSG00000122824","NUDT10","MAR07655","Inositol phosphate metabolism"
"ENSG00000173598","NUDT4","MAR07655","Inositol phosphate metabolism"
"ENSG00000196368","NUDT11","MAR07655","Inositol phosphate metabolism"
"ENSG00000272325","NUDT3","MAR07655","Inositol phosphate metabolism"
"ENSG00000145725","PPIP5K2","MAR07656","Inositol phosphate metabolism"
"ENSG00000168781","PPIP5K1","MAR07656","Inositol phosphate metabolism"
"ENSG00000151151","IPMK","MAR08799","Inositol phosphate metabolism"
"ENSG00000151151","IPMK","MAR08800","Inositol phosphate metabolism"
"ENSG00000171100","MTM1","MAR08802","Inositol phosphate metabolism"
"ENSG00000151151","IPMK","MAR08803","Inositol phosphate metabolism"
"ENSG00000151151","IPMK","MAR08804","Inositol phosphate metabolism"
"ENSG00000151151","IPMK","MAR08805","Inositol phosphate metabolism"
"ENSG00000171862","PTEN","MAR08807","Inositol phosphate metabolism"
"ENSG00000165458","INPPL1","MAR08808","Inositol phosphate metabolism"
"ENSG00000168918","INPP5D","MAR08808","Inositol phosphate metabolism"
"ENSG00000171100","MTM1","MAR08809","Inositol phosphate metabolism"
"ENSG00000040933","INPP4A","MAR08810","Inositol phosphate metabolism"
"ENSG00000109452","INPP4B","MAR08810","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR08811","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR08811","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR08811","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR08811","Inositol phosphate metabolism"
"ENSG00000171100","MTM1","MAR08812","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR08813","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR08813","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR08813","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR08813","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR08814","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR08814","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR08814","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR08814","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR08815","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR08815","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR08815","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR08815","Inositol phosphate metabolism"
"ENSG00000051382","PIK3CB","MAR08816","Inositol phosphate metabolism"
"ENSG00000105851","PIK3CG","MAR08816","Inositol phosphate metabolism"
"ENSG00000121879","PIK3CA","MAR08816","Inositol phosphate metabolism"
"ENSG00000171608","PIK3CD","MAR08816","Inositol phosphate metabolism"
"ENSG00000078269","SYNJ2","MAR08817","Inositol phosphate metabolism"
"ENSG00000122126","OCRL","MAR08817","Inositol phosphate metabolism"
"ENSG00000148384","INPP5E","MAR08817","Inositol phosphate metabolism"
"ENSG00000159082","SYNJ1","MAR08817","Inositol phosphate metabolism"
"ENSG00000204084","INPP5B","MAR08817","Inositol phosphate metabolism"
"ENSG00000101333","PLCB4","MAR08818","Inositol phosphate metabolism"
"ENSG00000115556","PLCD4","MAR08818","Inositol phosphate metabolism"
"ENSG00000124181","PLCG1","MAR08818","Inositol phosphate metabolism"
"ENSG00000137841","PLCB2","MAR08818","Inositol phosphate metabolism"
"ENSG00000138193","PLCE1","MAR08818","Inositol phosphate metabolism"
"ENSG00000139151","PLCZ1","MAR08818","Inositol phosphate metabolism"
"ENSG00000149782","PLCB3","MAR08818","Inositol phosphate metabolism"
"ENSG00000161714","PLCD3","MAR08818","Inositol phosphate metabolism"
"ENSG00000182621","PLCB1","MAR08818","Inositol phosphate metabolism"
"ENSG00000187091","PLCD1","MAR08818","Inositol phosphate metabolism"
"ENSG00000197943","PLCG2","MAR08818","Inositol phosphate metabolism"
"ENSG00000011405","PIK3C2A","MAR08819","Inositol phosphate metabolism"
"ENSG00000133056","PIK3C2B","MAR08819","Inositol phosphate metabolism"
"ENSG00000139144","PIK3C2G","MAR08819","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR08821","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR08821","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR08821","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR08821","Inositol phosphate metabolism"
"ENSG00000101333","PLCB4","MAR08822","Inositol phosphate metabolism"
"ENSG00000114805","PLCH1","MAR08822","Inositol phosphate metabolism"
"ENSG00000115556","PLCD4","MAR08822","Inositol phosphate metabolism"
"ENSG00000115896","PLCL1","MAR08822","Inositol phosphate metabolism"
"ENSG00000124181","PLCG1","MAR08822","Inositol phosphate metabolism"
"ENSG00000137841","PLCB2","MAR08822","Inositol phosphate metabolism"
"ENSG00000138193","PLCE1","MAR08822","Inositol phosphate metabolism"
"ENSG00000139151","PLCZ1","MAR08822","Inositol phosphate metabolism"
"ENSG00000149527","PLCH2","MAR08822","Inositol phosphate metabolism"
"ENSG00000149782","PLCB3","MAR08822","Inositol phosphate metabolism"
"ENSG00000154822","PLCL2","MAR08822","Inositol phosphate metabolism"
"ENSG00000161714","PLCD3","MAR08822","Inositol phosphate metabolism"
"ENSG00000182621","PLCB1","MAR08822","Inositol phosphate metabolism"
"ENSG00000187091","PLCD1","MAR08822","Inositol phosphate metabolism"
"ENSG00000197943","PLCG2","MAR08822","Inositol phosphate metabolism"
"ENSG00000240891","PLCXD2","MAR08822","Inositol phosphate metabolism"
"ENSG00000182621","PLCB1","MAR08823","Inositol phosphate metabolism"
"ENSG00000078142","PIK3C3","MAR08824","Inositol phosphate metabolism"
"ENSG00000150867","PIP4K2A","MAR08826","Inositol phosphate metabolism"
"ENSG00000166908","PIP4K2C","MAR08826","Inositol phosphate metabolism"
"ENSG00000276293","PIP4K2B","MAR08826","Inositol phosphate metabolism"
"ENSG00000078142","PIK3C3","MAR08829","Inositol phosphate metabolism"
"ENSG00000038210","PI4K2B","MAR08830","Inositol phosphate metabolism"
"ENSG00000143393","PI4KB","MAR08830","Inositol phosphate metabolism"
"ENSG00000155252","PI4K2A","MAR08830","Inositol phosphate metabolism"
"ENSG00000241973","PI4KA","MAR08830","Inositol phosphate metabolism"
"ENSG00000107242","PIP5K1B","MAR08831","Inositol phosphate metabolism"
"ENSG00000143398","PIP5K1A","MAR08831","Inositol phosphate metabolism"
"ENSG00000167103","PIP5KL1","MAR08831","Inositol phosphate metabolism"
"ENSG00000186111","PIP5K1C","MAR08831","Inositol phosphate metabolism"
"ENSG00000182621","PLCB1","MAR08833","Inositol phosphate metabolism"
"ENSG00000068745","IP6K2","MAR08835","Inositol phosphate metabolism"
"ENSG00000145725","PPIP5K2","MAR08835","Inositol phosphate metabolism"
"ENSG00000161896","IP6K3","MAR08835","Inositol phosphate metabolism"
"ENSG00000168781","PPIP5K1","MAR08835","Inositol phosphate metabolism"
"ENSG00000176095","IP6K1","MAR08835","Inositol phosphate metabolism"
"ENSG00000068745","IP6K2","MAR08836","Inositol phosphate metabolism"
"ENSG00000145725","PPIP5K2","MAR08836","Inositol phosphate metabolism"
"ENSG00000161896","IP6K3","MAR08836","Inositol phosphate metabolism"
"ENSG00000168781","PPIP5K1","MAR08836","Inositol phosphate metabolism"
"ENSG00000176095","IP6K1","MAR08836","Inositol phosphate metabolism"
"ENSG00000091140","DLD","MAR03923","Folate metabolism"
"ENSG00000140905","GCSH","MAR03923","Folate metabolism"
"ENSG00000145020","AMT","MAR03923","Folate metabolism"
"ENSG00000178445","GLDC","MAR03923","Folate metabolism"
"ENSG00000151552","QDPR","MAR03925","Folate metabolism"
"ENSG00000160282","FTCD","MAR03929","Folate metabolism"
"ENSG00000178700","DHFR2","MAR04332","Folate metabolism"
"ENSG00000228716","DHFR","MAR04332","Folate metabolism"
"ENSG00000178700","DHFR2","MAR04333","Folate metabolism"
"ENSG00000228716","DHFR","MAR04333","Folate metabolism"
"ENSG00000178700","DHFR2","MAR04335","Folate metabolism"
"ENSG00000228716","DHFR","MAR04335","Folate metabolism"
"ENSG00000136010","ALDH1L2","MAR04336","Folate metabolism"
"ENSG00000144908","ALDH1L1","MAR04336","Folate metabolism"
"ENSG00000100714","MTHFD1","MAR04338","Folate metabolism"
"ENSG00000065911","MTHFD2","MAR04340","Folate metabolism"
"ENSG00000120254","MTHFD1L","MAR04340","Folate metabolism"
"ENSG00000163738","MTHFD2L","MAR04340","Folate metabolism"
"ENSG00000065911","MTHFD2","MAR04440","Folate metabolism"
"ENSG00000163738","MTHFD2L","MAR04440","Folate metabolism"
"ENSG00000100714","MTHFD1","MAR04442","Folate metabolism"
"ENSG00000065911","MTHFD2","MAR04444","Folate metabolism"
"ENSG00000100714","MTHFD1","MAR04444","Folate metabolism"
"ENSG00000120254","MTHFD1L","MAR04444","Folate metabolism"
"ENSG00000177000","MTHFR","MAR04446","Folate metabolism"
"ENSG00000177000","MTHFR","MAR04448","Folate metabolism"
"ENSG00000100714","MTHFD1","MAR04503","Folate metabolism"
"ENSG00000065911","MTHFD2","MAR04505","Folate metabolism"
"ENSG00000120254","MTHFD1L","MAR04505","Folate metabolism"
"ENSG00000163738","MTHFD2L","MAR04505","Folate metabolism"
"ENSG00000178700","DHFR2","MAR04654","Folate metabolism"
"ENSG00000228716","DHFR","MAR04654","Folate metabolism"
"ENSG00000178700","DHFR2","MAR04655","Folate metabolism"
"ENSG00000228716","DHFR","MAR04655","Folate metabolism"
"ENSG00000178700","DHFR2","MAR04656","Folate metabolism"
"ENSG00000228716","DHFR","MAR04656","Folate metabolism"
"ENSG00000091140","DLD","MAR04665","Folate metabolism"
"ENSG00000140905","GCSH","MAR04665","Folate metabolism"
"ENSG00000145020","AMT","MAR04665","Folate metabolism"
"ENSG00000178445","GLDC","MAR04665","Folate metabolism"
"ENSG00000160282","FTCD","MAR09726","Folate metabolism"
"ENSG00000136371","MTHFS","MAR04666","Folate metabolism"
"ENSG00000136877","FPGS","MAR07908","Folate metabolism"
"ENSG00000136877","FPGS","MAR07909","Folate metabolism"
"ENSG00000136877","FPGS","MAR07910","Folate metabolism"
"ENSG00000136877","FPGS","MAR07911","Folate metabolism"
"ENSG00000136877","FPGS","MAR07912","Folate metabolism"
"ENSG00000136877","FPGS","MAR07913","Folate metabolism"
"ENSG00000137563","GGH","MAR07916","Folate metabolism"
"ENSG00000137563","GGH","MAR07919","Folate metabolism"
"ENSG00000137563","GGH","MAR07920","Folate metabolism"
"ENSG00000137563","GGH","MAR07921","Folate metabolism"
"ENSG00000137563","GGH","MAR07922","Folate metabolism"
"ENSG00000137563","GGH","MAR07925","Folate metabolism"
"ENSG00000136877","FPGS","MAR08105","Folate metabolism"
"ENSG00000136877","FPGS","MAR08106","Folate metabolism"
"ENSG00000136877","FPGS","MAR08107","Folate metabolism"
"ENSG00000136877","FPGS","MAR08108","Folate metabolism"
"ENSG00000136877","FPGS","MAR08109","Folate metabolism"
"ENSG00000136877","FPGS","MAR08110","Folate metabolism"
"ENSG00000136877","FPGS","MAR08112","Folate metabolism"
"ENSG00000136877","FPGS","MAR08113","Folate metabolism"
"ENSG00000136877","FPGS","MAR08114","Folate metabolism"
"ENSG00000136877","FPGS","MAR08115","Folate metabolism"
"ENSG00000136877","FPGS","MAR08116","Folate metabolism"
"ENSG00000136877","FPGS","MAR08117","Folate metabolism"
"ENSG00000137563","GGH","MAR08129","Folate metabolism"
"ENSG00000137563","GGH","MAR08130","Folate metabolism"
"ENSG00000137563","GGH","MAR08132","Folate metabolism"
"ENSG00000137563","GGH","MAR08133","Folate metabolism"
"ENSG00000137563","GGH","MAR08135","Folate metabolism"
"ENSG00000137563","GGH","MAR08136","Folate metabolism"
"ENSG00000137563","GGH","MAR08137","Folate metabolism"
"ENSG00000137563","GGH","MAR08138","Folate metabolism"
"ENSG00000137563","GGH","MAR08139","Folate metabolism"
"ENSG00000137563","GGH","MAR08140","Folate metabolism"
"ENSG00000137563","GGH","MAR08141","Folate metabolism"
"ENSG00000137563","GGH","MAR08142","Folate metabolism"
"ENSG00000136371","MTHFS","MAR08143","Folate metabolism"
"ENSG00000100714","MTHFD1","MAR08144","Folate metabolism"
"ENSG00000136010","ALDH1L2","MAR08758","Folate metabolism"
"ENSG00000144908","ALDH1L1","MAR08758","Folate metabolism"
"ENSG00000169814","BTD","MAR07661","Biotin metabolism"
"ENSG00000169814","BTD","MAR07662","Biotin metabolism"
"ENSG00000169814","BTD","MAR07663","Biotin metabolism"
"ENSG00000159267","HLCS","MAR07668","Biotin metabolism"
"ENSG00000159267","HLCS","MAR07670","Biotin metabolism"
"ENSG00000076555","ACACB","MAR07672","Biotin metabolism"
"ENSG00000278540","ACACA","MAR07672","Biotin metabolism"
"ENSG00000076555","ACACB","MAR07673","Biotin metabolism"
"ENSG00000278540","ACACA","MAR07673","Biotin metabolism"
"ENSG00000131979","GCH1","MAR04160","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04162","Biopterin metabolism"
"ENSG00000150787","PTS","MAR04163","Biopterin metabolism"
"ENSG00000116096","SPR","MAR04165","Biopterin metabolism"
"ENSG00000116096","SPR","MAR04166","Biopterin metabolism"
"ENSG00000116096","SPR","MAR04167","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04169","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04170","Biopterin metabolism"
"ENSG00000151552","QDPR","MAR04523","Biopterin metabolism"
"ENSG00000132570","PCBD2","MAR04539","Biopterin metabolism"
"ENSG00000166228","PCBD1","MAR04539","Biopterin metabolism"
"ENSG00000132570","PCBD2","MAR04540","Biopterin metabolism"
"ENSG00000166228","PCBD1","MAR04540","Biopterin metabolism"
"ENSG00000132570","PCBD2","MAR04541","Biopterin metabolism"
"ENSG00000166228","PCBD1","MAR04541","Biopterin metabolism"
"ENSG00000132570","PCBD2","MAR04542","Biopterin metabolism"
"ENSG00000166228","PCBD1","MAR04542","Biopterin metabolism"
"ENSG00000132570","PCBD2","MAR04543","Biopterin metabolism"
"ENSG00000166228","PCBD1","MAR04543","Biopterin metabolism"
"ENSG00000132570","PCBD2","MAR04544","Biopterin metabolism"
"ENSG00000166228","PCBD1","MAR04544","Biopterin metabolism"
"ENSG00000162551","ALPL","MAR04816","Biopterin metabolism"
"ENSG00000163283","ALPP","MAR04816","Biopterin metabolism"
"ENSG00000163286","ALPG","MAR04816","Biopterin metabolism"
"ENSG00000163295","ALPI","MAR04816","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04817","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04818","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04833","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04834","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04835","Biopterin metabolism"
"ENSG00000131979","GCH1","MAR04836","Biopterin metabolism"
"ENSG00000132570","PCBD2","MAR08538","Biopterin metabolism"
"ENSG00000166228","PCBD1","MAR08538","Biopterin metabolism"
"ENSG00000150787","PTS","MAR08738","Biopterin metabolism"
"ENSG00000116096","SPR","MAR08739","Biopterin metabolism"
"ENSG00000023572","GLRX2","MAR06396","Ascorbate and aldarate metabolism"
"ENSG00000173221","GLRX","MAR06396","Ascorbate and aldarate metabolism"
"ENSG00000130988","RGN","MAR08346","Ascorbate and aldarate metabolism"
"ENSG00000072210","ALDH3A2","MAR08349","Ascorbate and aldarate metabolism"
"ENSG00000111275","ALDH2","MAR08349","Ascorbate and aldarate metabolism"
"ENSG00000137124","ALDH1B1","MAR08349","Ascorbate and aldarate metabolism"
"ENSG00000143149","ALDH9A1","MAR08349","Ascorbate and aldarate metabolism"
"ENSG00000164904","ALDH7A1","MAR08349","Ascorbate and aldarate metabolism"
"ENSG00000047457","CP","MAR03991","Porphyrin metabolism"
"ENSG00000163755","HPS3","MAR03991","Porphyrin metabolism"
"ENSG00000165060","FXN","MAR03991","Porphyrin metabolism"
"ENSG00000167996","FTH1","MAR03991","Porphyrin metabolism"
"ENSG00000181867","FTMT","MAR03991","Porphyrin metabolism"
"ENSG00000023330","ALAS1","MAR04657","Porphyrin metabolism"
"ENSG00000158578","ALAS2","MAR04657","Porphyrin metabolism"
"ENSG00000178773","CPNE7","MAR04657","Porphyrin metabolism"
"ENSG00000148218","ALAD","MAR04744","Porphyrin metabolism"
"ENSG00000256269","HMBS","MAR04746","Porphyrin metabolism"
"ENSG00000188690","UROS","MAR04748","Porphyrin metabolism"
"ENSG00000126088","UROD","MAR04750","Porphyrin metabolism"
"ENSG00000080819","CPOX","MAR04752","Porphyrin metabolism"
