"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"DRAP1",156,22,85,10,5,6,131,67,6,13,135,130,11,5,14,16,9,948,17,8,49
"SART1",8,0,7,1,0,0,12,4,3,0,8,13,1,0,0,2,0,201,2,1,2
"EIF1AD",7,1,4,0,0,0,6,1,1,2,1,2,0,0,0,0,0,57,2,0,2
"BANF1",106,9,63,6,3,5,187,31,4,4,41,58,15,2,4,10,3,1670,19,8,42
"CST6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATSPER1",4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
"SF3B2",30,5,22,0,2,3,65,15,9,2,26,24,5,3,7,5,1,633,15,2,13
"PACS1",5,0,1,0,0,0,27,2,0,0,7,4,2,1,1,0,1,13,0,1,3
"RP11-755F10.1",1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"KLC2",1,0,0,0,0,0,2,1,0,1,2,5,2,0,0,0,1,17,2,1,2
"RAB1B",7,2,6,1,0,0,41,7,0,0,14,8,0,1,1,1,0,405,1,1,15
"YIF1A",37,8,19,4,2,2,90,11,5,1,17,16,4,1,6,2,1,1222,23,4,16
"CD248",0,0,0,0,0,0,17,0,0,0,0,5,3,0,0,0,0,1,0,0,1
"RIN1",1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,76,0,0,6
"BRMS1",24,2,12,2,0,3,32,10,2,4,13,13,0,0,2,2,0,374,4,6,5
"RP11-867G23.8",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,50,0,0,0
"SLC29A2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,107,0,0,0
"MRPL11",40,2,25,1,2,0,80,12,4,1,28,20,8,1,7,2,0,1399,11,1,12
"CTD-3074O7.5",2,0,3,0,0,0,2,1,0,0,2,3,0,0,0,0,0,112,1,0,1
"DPP3",6,0,8,0,1,0,4,4,0,0,5,7,0,1,0,0,1,270,1,0,3
"BBS1",1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,13,2,0,0
"ZDHHC24",14,0,4,0,1,0,10,3,0,0,0,1,1,0,0,3,1,154,7,2,9
"CTSF",14,2,2,0,0,3,92,2,3,0,0,1,2,0,0,0,0,30,2,0,8
"CCS",37,0,13,0,1,2,78,6,1,0,4,10,6,0,2,1,0,510,4,3,7
"RBM14",10,3,3,0,0,0,11,5,3,0,6,11,2,1,2,0,0,236,3,2,10
"RBM4",3,4,0,0,0,0,13,8,1,2,16,8,1,2,1,0,0,76,4,2,3
"RBM4B",2,1,7,0,0,0,14,3,2,0,6,2,0,2,0,0,0,70,6,2,3
"RP11-658F2.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1
"C11orf80",1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,44,2,0,0
"RCE1",8,4,4,1,1,0,30,6,1,3,10,12,0,0,0,3,0,250,6,1,10
"PC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0
"LRFN4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117,0,0,0
"C11orf86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0
"SYT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RHOD",1,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,0,53,0,1,0
"KDM2A",3,0,1,0,0,0,5,0,0,1,6,2,0,0,2,2,1,166,3,2,3
"ADRBK1",20,4,6,2,0,0,3,4,0,0,5,8,0,0,1,0,0,222,4,0,1
"ANKRD13D",4,3,2,1,0,0,7,1,0,1,7,6,2,0,1,1,0,49,1,0,3
"SSH3",1,0,1,1,0,0,9,2,1,0,4,0,1,0,1,1,0,154,0,0,2
"RAD9A",7,0,1,0,0,1,7,3,0,1,8,5,0,1,0,0,0,134,2,0,4
"POLD4",36,4,17,1,0,0,24,4,1,3,2,12,0,0,5,2,0,511,4,1,5
"CLCF1",0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,9,0,0,0
"PPP1CA",135,21,106,13,7,0,136,93,11,11,96,105,10,12,17,9,9,2130,28,8,20
"TBC1D10C",5,17,7,5,1,0,1,49,1,1,43,61,0,2,12,9,7,1,4,13,0
"CARNS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RPS6KB2",14,5,12,1,1,0,29,4,2,0,19,23,2,0,3,3,0,394,2,3,7
"AP003419.16",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
"CORO1B",42,4,40,5,2,2,47,13,0,2,66,36,6,0,17,0,1,909,6,20,15
"PTPRCAP",9,59,1,33,16,0,3,193,0,28,187,338,0,29,51,35,35,41,32,33,1
"TMEM134",26,3,8,2,3,1,44,13,2,7,27,15,2,0,4,2,5,722,13,0,11
"AIP",28,10,16,3,2,2,55,19,4,2,23,42,2,2,9,8,2,291,11,6,21
"PITPNM1",1,1,0,0,0,0,1,0,1,0,1,2,0,2,1,0,0,122,1,0,1
"CDK2AP2",54,9,53,5,2,1,23,43,6,4,51,48,1,2,4,10,5,1070,35,7,22
"GSTP1",644,17,330,13,2,15,405,110,24,0,67,92,28,2,12,48,7,11128,83,8,128
"NDUFV1",51,2,27,3,0,0,75,12,0,1,21,27,3,0,4,4,2,2116,8,2,7
"NUDT8",1,1,0,0,0,0,9,4,0,0,0,1,0,0,0,0,0,554,2,0,0
"TBX10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
"ACY3",0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,68,0,0,0
"RP11-119D9.1",0,0,0,0,0,0,5,1,0,0,1,1,1,0,0,0,0,33,0,1,0
"RP5-903G2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0
"UNC93B1",25,0,14,0,0,0,13,1,0,1,3,1,1,1,1,0,0,131,3,0,0
"ALDH3B1",9,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,31,0,0,0
"NDUFS8",146,13,76,5,4,1,111,30,12,3,44,44,13,3,14,13,4,2729,29,15,27
"TCIRG1",22,5,9,3,1,0,19,10,1,1,13,13,0,1,1,2,1,161,2,1,1
"RP11-802E16.3",3,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,36,0,0,1
"CHKA",6,0,3,0,0,0,7,1,0,0,0,0,0,2,1,0,0,234,2,0,5
"C11orf24",5,0,1,1,0,0,9,0,1,1,1,1,0,0,0,0,0,91,2,0,2
"LRP5",10,0,1,0,0,1,8,0,0,1,0,0,0,0,0,0,0,180,2,0,9
"PPP6R3",4,0,3,0,1,0,9,4,1,0,6,5,0,1,0,0,2,131,1,1,0
"MTL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0
"CPT1A",3,0,3,0,0,0,8,1,0,2,0,0,1,0,0,0,0,192,0,0,3
"MRPL21",40,2,22,1,0,3,97,13,5,4,28,8,4,0,1,1,1,1327,12,4,18
"IGHMBP2",2,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,48,0,0,2
"MRGPRF",0,0,0,0,0,1,17,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"TPCN2",10,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,1,0,0
"MYEOV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0
"CCND1",33,0,3,0,0,0,66,0,0,0,2,1,0,0,0,0,0,280,0,0,7
"ORAOV1",4,0,1,0,0,0,2,2,2,0,3,0,0,0,1,0,0,64,0,0,1
"FADD",3,1,1,2,0,0,14,10,0,0,7,9,0,0,1,0,0,183,2,0,7
"PPFIA1",10,1,2,1,0,0,5,3,1,0,2,1,0,0,0,3,0,143,0,0,9
"CTTN",1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,436,0,0,6
"SHANK2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"DHCR7",3,3,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,107,1,0,2
"RP11-660L16.2",0,3,0,1,0,1,2,4,0,0,9,7,0,0,0,0,0,73,4,0,1
"NADSYN1",4,0,5,1,1,0,5,2,0,0,2,3,1,0,0,1,0,222,0,1,2
"FAM86C1",0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,21,0,0,0
"RP11-849H4.2",2,0,1,0,0,0,0,2,0,0,1,4,0,0,0,1,0,36,1,0,1
"RNF121",5,0,3,1,2,0,17,0,1,1,1,5,0,0,1,0,0,77,5,3,0
"IL18BP",43,0,11,0,0,0,7,0,0,1,2,1,0,0,0,0,0,4,0,0,2
"NUMA1",4,0,2,0,0,1,28,2,1,0,4,1,0,0,0,0,0,492,0,1,6
"RP11-849H4.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"LRTOMT",1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,32,1,0,0
"LAMTOR1",179,7,104,2,3,4,160,21,8,1,40,46,4,2,4,4,2,1348,11,10,51
"ANAPC15",28,3,21,3,0,0,24,5,1,0,19,11,1,1,3,1,2,777,11,2,4
"FOLR2",234,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"INPPL1",9,0,5,0,0,0,4,0,1,0,3,0,0,0,0,0,0,120,1,1,0
"CLPB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,3,1,1
"PDE2A",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"ARAP1",12,0,6,0,0,0,21,2,0,1,0,6,0,0,0,1,0,174,2,0,4
"STARD10",2,0,1,0,0,0,8,1,0,0,3,5,0,1,0,0,0,2687,0,1,1
"ATG16L2",12,2,8,2,2,1,16,6,0,0,7,1,0,0,0,0,0,155,0,0,2
"FCHSD2",1,0,6,0,0,0,4,1,0,3,2,1,0,0,0,0,0,25,5,0,1
"P2RY2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"P2RY6",59,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"RELT",5,0,5,1,0,0,0,0,0,2,3,3,0,0,0,0,0,6,1,0,2
"FAM168A",2,1,0,0,0,1,7,1,0,0,0,1,0,0,1,0,0,31,0,0,0
"RP11-809N8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PLEKHB1",0,0,0,1,0,11,0,1,0,0,4,1,0,0,1,0,0,21,0,1,0
"RAB6A",14,5,7,2,0,0,35,8,0,1,13,14,1,1,4,0,2,144,10,2,13
"MRPL48",20,5,9,2,2,1,48,10,2,1,15,12,0,0,4,1,2,613,6,0,8
"COA4",29,4,18,3,1,2,55,12,1,0,8,11,3,1,1,0,0,860,4,0,3
"PAAF1",7,1,4,1,0,1,17,6,0,1,3,5,3,0,0,0,0,122,1,0,3
"UCP2",249,5,90,1,3,0,7,14,5,16,64,43,0,13,6,5,3,114,6,36,1
"C2CD3",2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,38,0,0,0
"PPME1",2,0,0,0,0,0,8,0,0,0,3,1,3,0,0,0,0,76,0,1,2
"PGM2L1",2,1,2,0,0,1,7,2,0,0,1,3,0,0,1,0,0,99,0,0,3
"KCNE3",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,72,0,0,2
"LIPT2",0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,30,2,0,0
"AP001372.2",0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,16,0,0,1
"POLD3",8,0,4,0,0,0,8,4,0,0,4,0,0,1,0,0,0,62,0,0,4
"RNF169",3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,65,0,0,0
"XRRA1",1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,4,1,1,0
"SPCS2",131,19,45,4,2,6,234,49,27,12,84,77,14,10,13,4,1,1449,130,15,48
"NEU3",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0
"SLCO2B1",57,0,5,0,0,0,21,0,1,0,0,0,1,0,0,0,0,48,1,0,0
"ARRB1",11,1,4,0,0,0,22,3,1,0,2,3,3,0,1,0,0,169,0,0,7
"RPS3",1170,410,1030,177,75,17,2503,854,179,265,2318,1794,70,123,490,150,125,60240,419,170,422
"KLHL35",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0
"GDPD5",0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,5,1,0,0
"SERPINH1",8,0,3,0,0,0,243,1,2,1,4,3,8,0,0,0,0,203,2,0,51
"MOGAT2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,226,0,0,0
"DGAT2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
"UVRAG",4,0,5,1,0,0,1,1,0,1,3,4,0,0,2,0,0,25,1,2,1
"PRKRIR",0,0,2,0,0,0,1,0,0,0,1,4,1,0,1,0,0,36,0,0,2
"RP11-111M22.2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,0
"RP11-111M22.3",2,0,1,0,0,0,5,0,0,1,5,2,0,1,0,0,0,299,3,0,0
"LRRC32",0,0,2,0,0,0,50,0,0,0,0,2,0,0,0,0,0,0,0,0,8
"TSKU",0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,80,0,0,0
"ACER3",19,0,6,0,0,0,8,1,1,0,5,1,1,0,0,0,0,67,0,0,1
"CTD-2547H18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
"B3GNT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"CAPN5",1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,503,0,0,0
"PAK1",23,0,25,0,0,0,6,0,2,0,1,0,0,0,0,0,0,315,2,0,0
"CLNS1A",32,4,36,2,0,0,76,17,4,3,22,17,4,2,6,2,1,515,12,2,11
"AQP11",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87,0,0,1
"RSF1",10,2,6,1,0,1,55,15,3,2,17,24,3,1,2,2,5,275,4,3,5
"AAMDC",23,1,8,1,0,0,66,2,0,0,5,7,1,0,2,2,0,679,3,1,21
"INTS4",2,0,0,0,0,0,15,3,1,1,2,1,0,0,1,1,0,55,0,0,0
"KCTD14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"NDUFC2",163,14,75,5,3,8,211,28,9,4,44,47,20,4,7,3,4,3134,27,9,68
"ALG8",10,0,2,2,0,0,28,4,0,0,1,7,0,1,2,0,0,117,5,0,4
"KCTD21",0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,29,0,0,0
"GAB2",9,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,46,0,0,0
"NARS2",5,0,3,1,0,0,10,0,0,0,3,1,0,0,1,0,0,107,1,0,0
"PRCP",30,3,18,0,0,3,67,1,0,1,3,6,4,3,0,1,0,113,2,0,20
"RAB30",2,1,2,0,0,0,6,0,0,0,1,1,1,1,1,0,0,15,11,0,1
"RAB30-AS1",4,0,5,0,0,1,21,2,3,2,8,1,3,0,0,0,2,93,6,3,1
"PCF11",0,2,3,0,0,0,19,1,1,0,3,7,0,0,2,2,0,75,3,0,5
"ANKRD42",2,0,0,0,0,0,7,0,0,0,1,4,0,0,0,1,1,21,0,0,6
"CCDC90B",11,4,11,4,1,1,30,8,13,1,12,16,1,0,2,1,1,285,7,0,7
"TMEM126B",21,3,9,1,1,1,61,11,3,2,14,21,1,1,5,1,0,395,4,2,3
"TMEM126A",23,2,8,1,1,3,28,4,1,3,24,12,1,3,0,2,4,424,3,1,8
"CREBZF",1,0,0,0,0,0,7,1,0,0,4,6,2,0,0,0,0,90,2,1,2
"SYTL2",0,0,0,1,0,0,0,7,1,0,3,2,1,0,0,1,0,169,0,0,0
"PICALM",10,0,1,1,0,0,13,0,1,0,2,4,0,1,1,0,0,90,2,0,7
"EED",3,2,6,0,0,1,7,7,1,0,4,7,1,0,3,0,0,71,0,0,1
"C11orf73",23,6,14,0,4,2,57,16,2,4,30,29,5,2,3,3,0,279,13,3,14
"ME3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176,0,0,6
"PRSS23",0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,441,0,0,156
"FZD4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,9
"TMEM135",0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,20,1,0,3
"RAB38",0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,22,0,0,0
"CTSC",567,14,97,6,8,4,1737,29,2,0,46,62,24,0,6,9,4,404,5,34,27
"CHORDC1",14,5,21,2,0,0,10,7,4,2,15,10,1,1,1,3,3,91,2,3,11
"SLC36A4",8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,26,0,0,0
"SMCO4",33,0,25,0,0,0,14,0,0,0,5,1,4,0,1,2,0,406,4,4,4
"TAF1D",15,2,8,1,2,0,30,9,0,3,12,23,1,2,2,0,1,300,5,2,6
"C11orf54",2,1,2,2,1,0,16,0,0,0,4,2,2,1,0,0,1,274,0,1,1
"MED17",1,2,6,0,1,2,13,3,1,3,7,2,1,1,1,0,2,101,0,2,4
"PANX1",1,0,1,0,0,0,9,0,0,0,1,0,0,0,0,0,0,17,0,0,0
"MRE11A",0,2,1,0,0,0,9,1,0,0,0,0,1,0,0,0,0,27,0,0,0
"ANKRD49",2,1,1,0,0,0,2,3,1,1,4,8,0,1,1,0,2,56,0,1,2
"PIWIL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"FUT4",0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,62,0,0,0
"CWC15",34,6,21,1,0,4,76,13,8,7,15,16,4,0,2,4,1,542,8,5,29
"ENDOD1",0,0,1,0,0,1,3,1,0,0,1,5,0,0,0,0,0,159,1,0,4
"SESN3",2,0,1,0,0,0,17,1,0,1,3,0,0,1,1,0,0,47,0,0,1
"FAM76B",2,1,3,0,0,1,1,1,0,1,0,2,0,0,1,0,0,24,1,0,2
"CEP57",10,1,7,1,0,0,28,5,2,0,10,13,2,0,2,0,1,175,2,1,1
"MTMR2",2,0,1,0,0,0,11,3,0,0,1,2,1,0,0,0,0,58,0,0,1
"MAML2",1,0,0,0,0,2,13,0,0,0,3,1,0,0,0,0,1,37,1,0,2
"CCDC82",31,1,2,0,1,0,17,1,2,4,4,5,2,1,2,1,1,43,1,0,3
"JRKL",0,1,2,0,0,0,7,1,0,0,0,0,1,0,0,0,0,59,0,0,0
"ARHGAP42",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,29,0,0,0
"TMEM133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"YAP1",0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,70,0,0,0
"BIRC3",14,5,17,0,0,0,2,5,27,8,33,10,0,0,8,0,0,92,3,11,1
"BIRC2",2,1,5,0,0,1,11,7,2,1,9,1,2,0,0,0,1,100,0,1,1
"TMEM123",39,7,36,1,0,3,53,17,0,0,38,23,3,4,1,0,1,297,4,0,14
"RP11-315O6.1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,0,0,0
"MMP1",3,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"MMP12",196,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCUN1D5",21,3,6,1,1,1,18,10,2,0,7,14,1,0,2,0,0,148,3,0,7
"PDGFD",1,0,1,0,0,0,51,0,0,0,0,1,2,0,0,3,0,0,0,0,1
"CASP4",33,19,26,4,5,0,81,30,2,6,48,54,2,5,7,8,3,141,24,8,28
"CASP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
"CASP1",67,9,47,2,0,0,173,23,0,1,39,35,5,2,5,2,3,238,0,14,26
"CARD16",70,10,57,4,3,0,216,41,1,3,46,28,22,4,8,2,3,443,6,14,44
"MSANTD4",3,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,6,1,0,1
"KBTBD3",2,0,1,0,0,1,12,10,1,0,5,6,0,0,0,0,0,81,0,1,6
"AASDHPPT",6,0,3,0,1,0,12,3,0,0,5,4,0,0,0,3,0,77,2,1,5
"RP11-819C21.1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0
"CWF19L2",3,3,0,0,1,0,15,3,0,2,4,4,0,0,1,0,0,52,2,2,4
"ALKBH8",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,2
"SLC35F2",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,56,1,0,0
"CUL5",1,0,5,0,0,0,16,0,0,0,5,5,0,0,1,0,0,67,1,0,2
"ACAT1",24,0,9,3,0,3,69,5,6,1,14,8,2,1,2,1,1,1042,6,0,14
"NPAT",0,0,1,0,0,0,7,0,0,0,3,4,0,1,1,1,0,35,0,1,3
"ATM",7,4,8,0,0,0,12,4,0,1,3,5,0,1,1,1,1,50,1,2,3
"KDELC2",2,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,46,1,0,2
"EXPH5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,0,0,1
"DDX10",2,0,0,0,0,0,3,3,1,0,1,5,0,0,2,0,0,59,1,1,1
"ZC3H12C",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0
"RDX",9,1,6,0,0,4,66,4,3,0,6,3,5,0,0,0,0,82,0,0,21
"FDX1",34,3,14,4,0,1,33,11,7,0,25,26,4,1,6,6,2,691,12,6,13
"ARHGAP20",1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0
"COLCA1",0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,215,0,0,0
"COLCA2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,118,1,0,0
"POU2AF1",2,0,0,0,0,0,0,0,0,5,2,0,1,1,0,0,0,3,29,0,0
"LAYN",0,0,0,0,0,1,4,6,0,0,0,2,0,0,0,0,0,1,0,5,8
"SIK2",3,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,65,0,0,5
"PPP2R1B",0,1,1,1,0,0,4,0,1,0,6,2,0,0,1,0,0,56,2,0,1
"ALG9",0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,9,0,0,0
"FDXACB1",0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,7,0,0,0
"C11orf1",6,4,1,0,0,0,9,3,0,0,1,2,0,0,1,3,0,177,2,0,2
"CRYAB",0,0,0,0,0,186,93,0,0,0,0,0,17,0,0,0,0,2,0,0,0
"HSPB2",0,0,0,0,0,6,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"DIXDC1",1,0,0,1,0,1,11,0,0,0,0,0,2,0,0,0,0,19,0,0,4
"DLAT",5,0,0,0,0,0,8,0,1,0,3,2,0,0,1,1,0,116,3,0,2
"C11orf57",2,0,0,0,0,0,17,0,0,0,2,1,0,0,0,0,0,55,1,0,1
"TIMM8B",47,2,20,1,0,1,92,12,2,1,17,13,10,2,3,7,4,1462,11,5,35
"SDHD",72,7,25,7,0,7,151,17,8,5,25,32,12,1,1,3,3,1359,10,7,27
"IL18",16,0,11,0,0,0,0,2,5,0,0,0,0,0,1,1,0,268,0,0,1
"BCO2",1,0,0,0,0,0,4,0,0,0,0,0,1,0,1,7,0,18,0,0,0
"PTS",12,0,3,0,0,2,48,3,3,0,6,7,7,0,1,1,0,330,2,0,8
"RP11-356J5.12",14,0,0,0,0,0,76,0,0,0,15,0,6,0,0,0,0,26,0,0,1
"NCAM1",0,0,0,0,0,2,24,0,0,0,0,0,6,0,0,3,0,1,0,0,0
"TTC12",2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,35,0,0,0
"ZW10",2,0,1,0,0,0,4,0,0,1,2,0,0,0,0,2,0,44,1,0,0
"USP28",0,2,0,1,0,0,3,1,0,0,3,1,0,0,0,0,0,41,0,0,1
"ZBTB16",0,1,0,0,0,0,2,2,0,0,3,0,0,0,0,1,1,3,0,0,2
"NNMT",0,0,0,1,0,20,277,0,0,0,0,0,3,0,0,0,0,0,1,0,46
"C11orf71",5,0,1,0,0,0,6,0,0,0,4,2,0,0,0,0,0,61,0,0,1
"RBM7",4,0,2,0,0,2,53,6,3,2,12,13,1,0,1,0,1,167,3,1,7
"REXO2",25,1,12,3,1,2,161,6,4,0,15,12,2,1,0,2,1,762,10,1,25
"NXPE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0
"NXPE4",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1186,1,0,0
"NXPE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0
"CADM1",2,0,2,0,0,3,14,0,0,0,0,0,0,0,0,0,0,11,8,2,5
"BUD13",0,0,2,0,0,0,8,2,1,0,2,1,0,0,0,0,0,69,1,0,0
"SIK3",4,0,3,0,0,0,5,0,0,0,4,2,0,0,0,0,0,60,0,0,6
"PAFAH1B2",8,0,2,0,1,0,23,4,0,0,5,3,0,0,0,1,0,195,0,0,1
"SIDT2",6,1,2,0,0,0,16,1,1,0,4,1,0,1,0,1,1,141,1,0,0
"TAGLN",6,0,0,0,0,0,43,0,0,0,0,0,386,0,0,0,1,26,0,0,1
"PCSK7",13,6,5,1,0,0,33,9,1,5,21,14,2,1,5,0,1,623,1,2,6
"RNF214",6,1,1,0,0,0,3,0,0,0,4,8,0,0,1,0,0,43,1,0,0
"BACE1",6,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"CEP164",3,0,2,0,0,0,15,2,0,0,1,3,2,0,1,0,1,53,0,0,0
"RP11-35P15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
"FXYD2",6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FXYD6",4,1,2,0,0,0,158,0,0,0,0,0,3,0,0,0,0,0,0,0,17
"IL10RA",20,6,11,1,2,0,2,12,1,4,16,17,0,1,1,0,1,3,9,4,0
"TMPRSS4",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,535,0,0,0
"SCN4B",3,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPZL3",1,1,1,0,0,0,0,3,0,0,7,5,0,0,1,0,0,15,0,0,1
"MPZL2",7,0,2,0,0,0,0,0,0,0,5,1,0,0,1,0,0,265,0,0,28
"CD3E",3,44,0,26,7,0,1,142,0,0,277,312,0,0,43,6,16,4,1,12,0
"CD3D",2,92,0,57,23,0,3,294,0,0,394,484,0,0,65,0,26,18,0,63,0
"CD3G",1,22,0,3,3,0,0,40,0,0,63,97,0,0,7,0,4,0,0,11,0
