"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"PRRC2A",4,1,2,0,0,1,4,49,1,1,0,0,1,0,12,1,0,1,4,0,1,2,556,8,1,3,1,6
"BAG6",5,4,11,0,1,2,4,115,2,2,0,0,0,10,39,12,1,0,8,0,0,1,1048,34,0,7,4,14
"APOM",2,0,1,0,0,0,2,15,0,0,0,0,0,1,5,1,0,0,0,0,1,1,169,12,0,4,1,3
"C6orf47",0,4,5,0,0,1,3,39,0,1,2,0,0,3,22,4,2,0,6,0,1,1,382,14,0,2,1,5
"GPANK1",5,1,6,1,1,0,7,80,2,2,0,0,3,3,25,5,1,0,6,0,0,4,381,27,0,6,0,11
"CSNK2B",79,10,110,2,5,6,35,464,25,6,0,1,8,11,138,23,8,5,40,1,3,17,3997,175,6,41,13,85
"LY6G5B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0
"LY6G5C",1,2,2,0,0,1,1,27,0,1,0,0,0,0,1,1,0,0,1,0,0,0,45,2,0,0,2,6
"ABHD16A",1,0,3,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0
"LY6G6C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"DDAH2",20,0,15,0,0,0,27,238,5,1,0,0,4,7,16,3,11,0,7,1,1,1,1909,15,0,2,1,34
"CLIC1",143,69,271,6,16,24,56,942,126,18,4,7,66,73,553,146,11,12,152,8,30,85,15531,413,12,112,60,192
"MSH5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0
"SAPCD1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"VWA7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0
"VARS",3,0,9,1,0,0,1,25,1,0,0,0,0,0,7,3,0,0,2,0,0,1,483,7,0,0,0,4
"LSM2",36,17,66,1,1,3,22,414,20,4,0,0,9,18,126,22,2,4,21,2,1,15,3398,80,1,25,20,92
"HSPA1L",0,0,1,0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,1,0,0,0,17,0,0,0,0,2
"HSPA1A",296,16,640,0,0,12,348,2857,3,5,5,4,41,23,148,44,11,1,29,0,11,21,2193,1420,41,0,9,1279
"HSPA1B",209,31,497,4,2,9,358,2105,4,32,15,0,67,43,334,58,5,0,68,1,9,16,3095,2629,29,0,12,819
"C6orf48",33,11,72,2,4,11,36,1038,14,7,1,4,5,38,185,45,8,7,57,2,4,12,1962,118,3,26,17,70
"NEU1",24,10,20,1,3,2,15,247,4,7,4,0,3,6,126,23,2,0,22,0,0,13,400,121,0,1,13,27
"SLC44A4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3145,0,0,0,0,2
"EHMT2",0,0,7,0,0,2,6,49,0,1,0,0,0,2,14,1,1,0,5,0,0,1,264,10,0,3,1,9
"C2",18,0,5,0,0,0,4,526,0,0,0,0,0,0,3,0,6,0,0,0,0,1,4,4,0,0,0,2
"CFB",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,2
"NELFE",15,6,27,1,0,4,17,176,7,2,1,0,4,5,55,18,0,2,18,0,0,10,1663,70,0,7,5,29
"SKIV2L",1,2,0,0,0,0,0,29,1,0,0,0,1,0,6,1,0,0,4,0,0,0,146,8,0,0,0,8
"DXO",2,1,2,0,0,0,5,40,1,0,0,0,0,3,11,2,0,0,4,0,0,3,161,25,0,0,2,6
"STK19",4,2,4,0,0,0,0,70,1,0,0,0,0,2,18,2,2,0,4,0,0,2,297,8,0,1,0,7
"TNXB",0,0,0,0,0,0,0,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
"ATF6B",15,3,16,1,2,1,16,203,14,5,0,0,1,10,74,14,1,1,19,1,0,8,933,54,0,17,3,26
"FKBPL",0,0,6,0,0,0,3,22,0,0,0,0,0,0,5,1,0,0,0,0,0,2,200,5,0,1,0,6
"PRRT1",0,0,0,1,0,0,0,45,0,0,0,0,0,0,1,0,2,0,1,0,0,0,89,0,0,0,0,3
"PPT2",0,1,0,0,0,0,4,14,0,0,0,0,0,0,2,1,0,0,0,0,0,0,54,0,0,0,0,5
"EGFL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"AGPAT1",3,1,8,0,0,0,5,87,1,1,0,0,1,1,18,5,0,0,4,0,0,2,340,14,0,3,2,12
"RNF5",38,11,60,1,4,3,47,303,13,4,0,2,10,7,98,28,5,2,25,1,2,14,3823,122,5,13,14,62
"AGER",0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,12,1,0,0,0,2
"PBX2",4,1,7,0,0,0,5,29,1,1,0,0,0,1,13,2,0,0,1,0,0,1,132,6,0,0,2,9
"GPSM3",58,43,120,6,8,18,3,121,19,25,4,1,3,31,473,89,0,7,128,5,13,53,55,93,6,49,29,17
"NOTCH4",1,0,3,0,0,0,9,6,0,0,0,0,0,2,0,0,0,1,1,0,0,0,11,1,1,1,0,39
"HLA-DRA",7566,16,15023,1,10,6,320,175,5,3,0,1,6,1241,64,20,6,218,22,0,8,23,222,85,376,408,7,1095
"HLA-DRB5",924,5,1664,1,2,0,91,31,3,0,0,0,1,85,11,7,0,27,2,0,0,3,15,32,35,51,5,288
"HLA-DRB1",4064,38,7746,3,15,7,349,95,11,0,0,0,5,417,41,34,1,105,12,0,1,22,80,95,206,221,9,1291
"HLA-DQA1",1429,10,2431,0,6,1,23,13,5,0,0,0,0,145,12,4,1,34,3,0,0,0,6,79,55,60,2,106
"HLA-DQB1",464,4,1173,0,1,2,19,4,1,1,0,0,0,86,9,7,2,17,3,0,0,5,29,17,26,36,2,35
"HLA-DQA2",381,6,661,0,0,0,11,5,3,0,0,0,0,43,0,2,0,4,1,0,0,0,7,76,13,25,1,56
"HLA-DQB2",110,0,348,0,0,0,2,0,0,0,0,0,0,17,3,1,0,2,0,0,0,0,0,2,6,10,0,3
"HLA-DOB",0,1,11,0,0,0,1,0,0,0,0,0,0,29,0,0,0,5,0,0,0,0,1,60,0,27,0,0
"TAP2",5,1,11,0,0,1,4,56,1,1,0,0,1,4,19,5,0,0,9,0,4,6,224,20,2,7,1,17
"PSMB8",28,24,82,4,5,10,33,455,25,9,4,0,6,28,172,43,9,7,46,1,4,17,3343,99,10,56,19,144
"PSMB9",53,63,152,4,15,28,50,551,65,23,9,2,4,56,500,136,14,6,112,3,9,62,1410,203,16,55,50,192
"TAP1",4,14,16,0,4,3,8,116,19,1,1,0,1,9,105,24,1,2,21,0,2,10,473,68,2,2,14,45
"HLA-DMB",380,4,482,3,3,0,10,4,3,0,0,0,0,44,15,7,0,14,3,0,1,2,30,5,19,35,0,43
"HLA-DMA",643,7,949,4,3,2,72,43,16,2,0,0,4,92,29,18,0,21,4,1,1,6,228,75,25,119,11,238
"BRD2",12,11,34,2,2,5,32,295,3,4,0,2,4,17,111,24,3,1,28,1,2,7,1599,153,2,10,11,50
"HLA-DOA",28,0,33,0,0,0,6,2,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,2,0,0,4
"HLA-DPA1",3404,37,5692,2,15,5,181,636,13,2,0,1,7,335,59,32,9,59,19,3,2,19,21,136,178,145,11,724
"HLA-DPB1",3535,39,6727,0,2,15,88,209,14,5,0,0,3,337,54,31,3,70,16,1,6,21,29,43,159,114,17,486
"COL11A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"RXRB",0,3,4,0,2,4,4,90,2,0,0,1,1,2,22,3,0,0,7,0,0,3,411,12,0,6,3,10
"SLC39A7",4,1,4,0,0,0,6,156,1,1,0,0,2,0,24,0,1,1,5,0,0,2,749,78,0,1,0,24
"HSD17B8",7,2,3,0,0,2,3,120,2,5,2,0,1,3,35,7,0,0,7,0,1,5,1902,116,1,3,1,7
"RING1",9,5,17,1,2,5,5,157,5,1,1,1,0,0,36,4,5,1,7,1,0,4,426,26,0,1,4,16
"XXbac-BPG157A10.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"HCG25",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
"VPS52",2,2,5,0,0,0,0,37,0,0,0,0,0,1,6,0,1,0,2,0,0,0,223,7,2,1,1,3
"RPS18",1622,1014,4014,68,104,362,426,16593,775,520,130,89,376,2029,11767,1955,158,289,3801,144,247,1157,294329,9963,188,1461,826,2454
"B3GALT4",1,0,0,0,0,0,4,46,2,0,0,0,1,1,13,6,1,0,4,0,1,0,193,18,0,2,2,4
"WDR46",9,1,21,0,0,1,8,142,5,4,0,1,3,3,35,10,1,0,9,0,1,7,681,35,1,9,5,22
"PFDN6",9,3,21,2,0,3,7,117,8,1,0,0,1,8,30,8,3,0,8,0,0,4,1620,50,0,17,2,15
"RGL2",2,1,13,0,0,0,3,66,1,0,0,0,0,4,11,3,3,0,4,0,1,0,150,13,1,2,0,36
"TAPBP",23,12,36,1,1,0,21,238,13,4,1,1,1,17,108,16,1,3,29,2,4,10,1195,142,1,8,12,26
"ZBTB22",0,0,1,0,0,0,2,25,1,0,0,0,0,1,3,0,0,1,0,0,0,0,78,5,1,2,0,2
"DAXX",2,5,12,1,0,0,1,67,5,5,1,1,1,4,27,9,0,0,3,0,2,10,585,21,0,13,1,20
"KIFC1",2,0,8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,447,3,0,16,0,2
"PHF1",4,4,7,0,1,0,3,82,2,1,0,2,0,6,39,3,2,1,11,0,1,2,92,56,0,1,1,10
"CUTA",90,29,96,5,4,19,45,761,26,10,2,1,11,30,325,52,14,3,92,2,7,34,6909,648,3,32,37,108
"SYNGAP1",0,0,1,0,0,0,0,17,0,0,0,0,0,0,5,1,0,0,3,0,1,0,33,2,0,0,0,2
"ZBTB9",0,0,0,0,0,0,1,8,0,0,0,0,0,1,5,2,0,0,1,0,0,0,56,3,0,0,2,2
"BAK1",2,0,15,0,0,0,1,18,5,0,0,0,0,1,30,6,1,0,13,1,3,4,438,14,0,6,0,6
"ITPR3",1,0,0,0,0,0,1,11,0,1,0,0,0,0,9,1,0,1,0,0,0,0,584,2,0,1,0,5
"UQCC2",54,10,60,0,2,3,17,159,6,2,2,0,8,6,89,16,4,1,22,3,2,6,3313,81,3,11,8,23
"IP6K3",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEMD2",3,0,5,0,3,0,2,36,2,2,0,0,0,0,14,3,0,0,3,0,0,1,231,9,0,1,2,7
"HMGA1",13,4,42,0,1,0,1,14,1,4,0,0,0,13,55,13,0,2,12,0,3,3,3296,27,1,176,6,7
"C6orf1",16,7,16,0,0,5,15,139,13,5,1,0,3,2,68,16,2,1,12,1,1,6,239,30,0,8,6,32
"NUDT3",25,2,22,0,1,4,7,226,3,1,0,0,0,0,27,4,0,1,3,0,1,4,497,12,3,5,1,30
"RPS10",140,39,249,7,8,27,32,988,54,25,4,4,14,106,652,103,12,19,186,3,14,67,16446,417,17,88,43,118
"SPDEF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,1,0,0,0,0
"C6orf106",5,1,2,0,0,0,2,14,2,0,0,0,0,0,8,2,0,0,1,0,0,1,192,7,0,0,0,3
"RP11-140K17.3",2,0,4,0,0,0,1,29,4,1,0,0,0,0,11,0,0,0,2,0,0,2,189,6,0,1,1,5
"SNRPC",55,15,72,1,0,5,20,199,13,9,2,0,5,13,147,20,6,5,38,2,4,16,3458,154,2,47,14,43
"UHRF1BP1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22,0,0,0,0,0
"TAF11",5,5,14,1,1,2,12,97,7,4,0,1,1,3,33,6,1,1,10,0,0,3,782,13,0,7,3,21
"ANKS1A",1,0,2,0,0,0,0,16,0,2,0,0,0,0,1,1,0,0,0,0,0,0,114,1,0,0,1,6
"ZNF76",1,1,3,0,1,0,0,22,1,0,0,0,0,3,5,0,0,0,4,0,0,0,226,5,0,4,0,6
"DEF6",4,5,20,0,2,0,0,0,12,5,0,1,1,8,60,19,0,1,12,0,4,8,153,34,1,4,5,2
"PPARD",1,0,3,0,0,0,0,10,0,0,1,0,0,2,3,0,1,0,0,0,0,0,186,0,0,1,0,0
"FANCE",0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,66,3,0,0,0,1
"RPL10A",429,212,1108,14,26,88,171,5816,199,140,28,33,75,424,2968,448,71,77,919,31,65,243,69970,2019,59,463,232,607
"TEAD3",0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,0,192,0,0,0,0,0
"FKBP5",1,2,7,0,0,1,1,5,0,1,0,0,0,0,21,2,0,0,4,0,0,2,224,0,0,3,0,2
"SRPK1",1,2,5,0,0,0,1,22,1,0,0,0,0,6,17,3,0,1,4,1,2,1,775,13,1,6,0,6
"MAPK14",4,0,5,0,0,1,0,30,0,0,0,0,1,1,14,4,1,0,4,0,1,3,212,8,0,0,0,4
"MAPK13",0,2,0,0,0,1,0,10,0,1,0,0,0,0,13,2,0,0,6,0,0,3,1199,23,0,4,3,1
"RP1-179N16.6",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"BRPF3",0,0,0,0,0,0,1,8,0,0,0,0,0,1,4,2,0,0,0,0,0,2,180,3,0,1,1,2
"C6orf222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
"ETV7",0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,1,0,0,0,0,0,0,28,2,0,0,2,1
"KCTD20",7,1,13,0,1,0,6,28,2,1,0,0,1,0,15,3,3,0,5,0,2,2,330,8,0,5,2,9
"STK38",1,1,6,0,1,0,0,15,2,0,0,1,0,0,10,0,0,0,5,0,0,2,369,1,0,3,0,2
"SRSF3",74,47,251,1,8,16,87,1041,33,15,4,5,9,48,401,68,15,5,102,3,7,54,5425,409,6,127,24,158
"CDKN1A",21,4,43,0,0,4,13,321,0,2,1,0,2,4,62,9,2,0,20,0,2,4,573,205,8,0,5,97
"CPNE5",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,45,22,0,6,0,0
"PPIL1",1,1,4,0,0,1,1,50,0,0,0,0,0,2,8,0,0,1,3,0,2,2,253,19,0,3,3,4
"C6orf89",10,3,4,1,1,1,9,109,1,0,0,0,0,0,31,1,0,0,7,1,0,1,467,39,0,0,2,13
"PI16",0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCH1",40,11,67,2,0,1,44,628,9,6,0,0,5,14,84,14,10,1,28,1,1,7,3199,57,3,12,5,84
"FGD2",5,0,8,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"PIM1",1,5,7,0,1,6,4,82,25,8,1,2,3,1,122,21,0,1,17,1,2,15,89,78,1,10,4,6
"TBC1D22B",0,0,3,0,0,0,1,10,0,0,0,0,0,0,1,1,1,0,6,0,0,0,101,5,0,0,1,2
"RNF8",2,2,9,0,0,1,5,59,0,1,0,0,0,1,12,2,3,0,6,0,0,2,340,11,0,4,3,9
"CMTR1",0,2,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,1,5,0,0,0,76,2,1,0,0,2
"CCDC167",23,14,26,0,5,11,17,121,6,8,2,2,1,4,85,9,3,4,26,0,2,7,1377,215,1,47,11,13
"MDGA1",0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"ZFAND3",10,1,17,0,1,2,4,56,0,2,1,1,2,4,19,2,1,0,7,0,1,5,271,14,0,1,1,13
"BTBD9",1,0,1,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,3,0,1,0,45,2,0,0,1,1
"GLO1",14,14,25,1,0,2,17,252,10,4,4,0,2,8,122,15,1,1,22,0,0,12,904,44,0,12,16,32
"SAYSD1",8,1,10,2,0,2,5,66,5,1,0,0,0,3,33,8,0,1,6,0,0,4,677,10,3,5,4,23
"KCNK5",0,0,0,0,0,0,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,135,0,0,0,0,0
"KCNK17",0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAAM2",0,0,1,0,0,0,4,41,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"MOCS1",0,0,0,0,0,0,2,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,1,0,0,0,1
"UNC5CL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1
"OARD1",6,9,10,0,1,1,4,100,5,3,0,0,2,7,36,10,1,1,19,1,1,4,650,44,1,5,0,19
"NFYA",0,1,1,0,0,0,1,8,0,0,0,0,0,2,4,2,0,0,0,0,0,0,59,3,0,1,0,1
"TREM2",66,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TREM1",1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"NCR2",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FOXP4",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,3,0,0,1,1
"MDFI",0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"TFEB",2,0,11,0,0,0,0,11,0,0,0,0,0,9,4,0,0,2,1,0,0,0,118,4,0,11,0,7
"PGC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"FRS3",0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,1,1,0,1,0,0,0,37,1,0,0,0,2
"PRICKLE4",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"USP49",0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,0,0,3
"MED20",0,0,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,1,0,0,2,69,4,0,3,1,4
"BYSL",3,0,4,0,0,0,2,18,0,1,0,0,0,0,6,0,0,0,3,0,1,2,253,7,0,9,0,3
"CCND3",4,20,30,1,0,6,16,75,12,9,0,1,2,10,141,29,1,1,51,0,4,23,234,14,0,67,7,42
"TAF8",1,2,4,1,0,0,5,32,1,1,0,0,0,1,17,5,1,0,2,0,0,0,201,12,1,7,0,10
"RP11-7K24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"C6orf132",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,1,0,0,0,1
"MRPS10",8,9,21,1,0,1,10,140,1,0,1,1,1,3,38,11,1,0,14,1,1,6,673,34,0,10,4,21
"TRERF1",1,0,2,0,0,0,0,37,0,0,0,0,1,0,1,1,0,0,2,0,0,0,20,0,0,1,0,1
"UBR2",2,1,3,0,0,0,0,25,0,2,0,0,0,0,10,4,0,1,3,0,0,1,171,10,1,1,3,10
"TBCC",7,21,17,1,3,12,14,170,11,2,1,1,2,11,146,30,8,1,46,3,1,12,706,66,0,25,15,16
"GLTSCR1L",1,1,0,0,0,0,0,12,0,2,0,0,0,0,6,0,0,0,0,0,0,0,81,4,0,1,0,0
"RPL7L1",12,7,20,1,2,3,24,221,10,4,3,2,2,11,104,18,1,2,24,0,2,9,1299,43,2,13,5,55
"C6orf226",3,1,8,0,0,2,4,65,2,1,0,0,0,2,14,6,0,0,7,0,2,0,209,13,0,4,0,9
"PTCRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1
"CNPY3",47,9,104,1,0,1,14,188,6,3,0,0,1,28,66,25,4,3,19,0,2,1,725,83,4,18,7,28
"RP3-475N16.1",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
"GNMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"PEX6",1,0,1,0,0,0,1,24,1,1,0,0,0,1,7,3,1,0,2,0,0,0,223,1,2,2,1,3
"PPP2R5D",1,1,0,0,0,0,0,13,0,0,0,0,0,0,9,2,1,0,3,0,0,3,149,1,1,1,2,2
"MEA1",28,8,32,0,1,2,18,277,13,3,0,0,4,9,68,20,0,3,19,1,4,10,1623,76,2,25,4,37
"KLHDC3",10,2,26,2,1,0,19,103,2,0,0,1,1,7,23,5,1,0,5,0,1,2,1074,22,3,11,5,10
"RRP36",4,0,3,0,0,0,2,18,0,0,0,1,0,0,4,2,0,0,1,0,0,2,252,5,0,3,0,0
"CUL7",1,0,0,0,0,0,3,10,0,0,0,0,0,0,1,0,1,0,2,0,0,0,76,4,0,0,0,1
"KLC4",2,0,3,0,0,0,2,18,2,0,0,0,0,0,7,0,0,0,0,0,0,0,830,9,0,1,1,4
"MRPL2",13,3,14,0,1,1,11,142,2,0,0,0,0,2,26,0,1,1,8,0,2,6,1809,54,0,7,2,25
"PTK7",0,0,0,0,1,0,3,167,0,0,0,0,1,1,1,0,0,0,1,0,0,0,160,0,0,0,0,5
"SRF",1,0,2,0,0,0,1,17,0,0,0,0,0,0,7,1,0,0,0,0,0,0,230,4,0,2,1,4
"CUL9",1,0,0,0,0,0,1,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,76,2,0,1,1,1
"DNPH1",65,1,50,0,0,0,11,230,10,4,1,0,3,9,50,20,6,7,14,2,0,8,8073,177,4,9,29,11
"ZNF318",0,1,1,0,0,0,0,11,0,0,0,0,0,1,3,1,0,0,0,0,0,0,54,2,0,0,1,2
"ABCC10",2,0,0,0,0,0,0,11,1,2,0,0,0,0,3,1,1,0,0,0,0,1,81,2,0,1,0,2
"TJAP1",1,0,9,0,0,0,3,18,0,0,0,0,0,0,6,0,1,0,2,0,0,0,126,10,0,0,1,8
"POLR1C",2,5,10,0,0,1,3,69,5,1,0,0,0,7,34,6,0,1,15,0,3,5,774,17,0,14,1,9
"YIPF3",11,6,22,2,0,3,18,324,5,0,0,0,0,3,47,10,3,1,12,0,3,1,1397,123,1,6,6,57
"XPO5",0,1,1,0,0,0,1,17,0,0,0,0,2,0,2,0,0,0,1,0,0,0,107,3,0,0,0,3
"POLH",2,1,1,0,0,0,1,10,0,0,0,1,0,0,2,1,0,0,0,0,0,0,43,4,0,9,0,2
"GTPBP2",1,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,1,0,0,0,1
"MAD2L1BP",1,2,5,0,0,1,5,82,1,0,0,0,2,4,22,6,0,0,8,0,1,1,695,15,0,9,0,10
"RSPH9",0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MRPS18A",12,5,15,0,1,0,14,146,5,2,1,2,2,3,43,7,4,2,15,0,0,6,2257,50,0,16,2,32
"VEGFA",5,0,13,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,5,1,0,0,1
"RP1-261G23.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"MRPL14",18,3,26,1,1,3,24,157,11,8,0,0,2,10,75,12,3,0,22,1,2,9,5158,68,2,30,8,22
"TMEM63B",4,0,3,0,0,0,1,18,0,0,0,0,0,0,2,1,0,0,0,0,1,1,321,2,1,1,0,6
"SLC29A1",4,0,9,0,0,0,1,92,1,0,0,0,1,0,1,0,0,0,1,0,1,1,105,8,1,2,0,5
"HSP90AB1",219,31,392,5,8,10,141,1829,27,16,10,3,45,66,396,84,10,10,88,1,15,33,9314,682,17,110,29,387
"SLC35B2",0,0,10,0,1,0,20,119,5,1,1,0,1,3,18,5,3,0,4,0,0,0,666,30,3,2,0,4
"NFKBIE",11,1,13,0,0,0,1,31,1,0,0,0,0,6,6,1,0,1,5,0,1,1,80,18,1,4,0,3
"AARS2",1,1,2,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,1,0,0,0,104,6,0,0,0,0
"CDC5L",7,2,12,0,0,1,4,63,2,0,0,0,3,2,16,7,1,2,2,0,1,3,458,12,2,2,3,5
"SUPT3H",5,1,3,1,0,1,0,30,4,0,0,1,0,1,42,4,8,0,10,0,0,5,66,24,0,6,2,3
"RUNX2",1,2,4,0,0,0,4,26,0,2,1,0,0,0,23,0,0,0,2,0,0,0,1,16,0,0,0,0
"RP1-244F24.1",0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,11,0,0,0,0
"CLIC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,25,0,0,0,0,0
"RP1-8B1.4",0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,28,0,0,0,0,0
"ENPP4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,79,3,0,1,0,2
"ENPP5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,1
"RCAN2",1,0,1,0,0,0,0,259,0,0,1,0,0,1,0,4,6,0,0,0,0,2,11,0,0,0,0,14
"CYP39A1",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,3
"SLC25A27",0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2
"PLA2G7",111,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0
"MEP1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,1,0,0
"TNFRSF21",19,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0
"RP11-385F7.1",2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,2,0,1
"CD2AP",0,2,2,0,0,1,0,4,0,0,0,1,0,0,7,0,1,0,1,0,0,0,344,5,0,1,0,4
"MUT",1,1,6,0,0,0,6,67,2,1,0,0,1,2,15,0,0,1,2,2,0,1,490,21,0,6,1,7
"CENPQ",3,2,3,0,0,0,4,14,0,1,0,0,0,4,2,0,0,0,0,1,0,1,77,5,0,3,1,3
