"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"RWDD4",0,0,4,0,0,3,2,0,0,7,5,0,0,1,328,0,0,5
"TRAPPC11",0,0,0,0,0,0,2,0,0,0,0,0,0,0,46,0,0,0
"STOX2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0
"ENPP6",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-290F5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"RP11-290F5.1",0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"IRF2",0,0,3,2,0,12,21,1,0,23,4,3,1,6,243,0,3,3
"RP11-326I11.3",0,0,0,0,2,12,4,0,0,0,2,0,0,0,36,0,4,1
"CASP3",0,0,0,3,0,4,7,1,0,11,1,0,0,1,277,0,0,2
"PRIMPOL",0,0,3,0,0,4,3,0,0,3,1,0,0,0,57,0,1,2
"ACSL1",0,0,2,0,0,2,0,0,0,0,0,0,0,0,31,0,0,0
"SLC25A4",0,3,0,0,8,5,4,0,0,6,2,0,0,1,1311,5,0,18
"SNX25",0,0,0,0,0,2,1,0,0,0,0,0,0,0,34,0,0,4
"LRP2BP",0,0,0,0,0,3,1,0,0,1,0,0,1,0,14,0,0,0
"ANKRD37",2,5,5,2,0,5,3,0,0,32,6,1,4,3,231,28,4,3
"UFSP2",0,0,0,0,3,15,5,0,0,3,0,1,0,0,218,0,0,5
"CCDC110",0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0
"RP11-279O9.4",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
"PDLIM3",0,0,0,0,0,28,0,0,0,3,1,0,0,0,9,2,0,11
"SORBS2",0,0,0,0,8,2,1,0,0,0,0,0,0,0,182,0,0,32
"RP11-301L8.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"TLR3",0,0,0,0,0,4,0,0,0,0,0,0,0,0,44,0,0,1
"FAM149A",0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0
"CYP4V2",0,0,2,4,0,5,1,0,0,2,0,0,0,0,114,0,0,1
"KLKB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"FAT1",0,0,0,0,0,5,0,0,0,0,0,0,0,0,192,0,0,0
"FRG1",1,0,5,0,3,24,15,2,1,15,3,3,4,3,448,5,3,7
"PLEKHG4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"CCDC127",0,2,2,0,1,12,6,1,0,11,0,0,2,0,123,0,6,1
"SDHA",0,2,2,0,2,38,22,2,0,13,3,1,0,1,2196,1,4,10
"PDCD6",3,8,16,4,7,113,57,5,1,32,11,6,4,6,3000,5,3,37
"EXOC3",0,0,5,0,2,9,29,0,0,8,3,1,0,2,330,1,0,3
"SLC9A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"CEP72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"BRD9",0,0,5,0,0,11,1,0,0,8,0,0,1,0,104,0,0,2
"TRIP13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
"NKD2",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
"SLC12A7",0,0,1,0,0,6,2,0,0,1,1,0,0,0,265,0,1,7
"SLC6A19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"TERT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"CLPTM1L",0,3,0,0,0,3,1,2,0,2,0,0,0,0,367,3,0,4
"LPCAT1",0,0,1,1,0,9,1,0,2,3,1,1,0,1,9,0,0,2
"CTD-2012J19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"MRPL36",2,0,4,0,2,42,14,1,0,19,7,0,4,6,1251,6,3,6
"NDUFS6",3,4,21,1,7,88,35,2,0,34,16,7,5,4,5350,4,4,22
"C5orf38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"MED10",0,2,5,1,4,38,30,2,0,37,6,2,2,6,699,3,1,18
"NSUN2",0,2,1,0,0,2,5,1,0,5,2,0,2,1,199,0,0,4
"SRD5A1",0,0,0,0,0,0,5,0,0,2,2,0,0,0,103,0,0,0
"PAPD7",0,0,0,0,0,10,0,0,0,2,0,0,0,0,55,0,0,0
"MTRR",0,0,0,0,0,10,5,0,0,3,1,1,0,0,58,1,0,0
"FASTKD3",0,0,3,0,0,0,2,0,0,0,1,0,0,0,57,0,0,2
"MIR4458HG",1,0,4,0,0,7,0,0,0,4,0,0,0,0,281,0,0,0
"SEMA5A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0
"SNHG18",0,0,0,0,0,42,0,0,0,0,0,0,0,0,958,0,0,1
"CTD-2199O4.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
"FAM173B",0,0,0,0,0,3,3,0,0,2,1,0,0,0,84,0,0,0
"CCT5",0,5,11,1,3,51,17,2,0,13,4,2,5,6,1800,1,1,19
"CMBL",0,0,0,0,1,10,0,0,0,0,0,0,0,0,2014,0,0,0
"CTD-2256P15.2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,41,0,0,0
"MARCH6",0,0,2,1,0,3,9,2,0,0,1,2,0,1,204,0,1,3
"DAP",0,4,4,0,1,22,12,0,1,7,1,7,0,1,431,7,1,11
"TRIO",0,0,2,0,0,2,1,0,0,0,0,0,0,0,204,0,0,1
"FAM105A",1,2,8,0,0,47,11,2,0,17,3,2,2,3,358,0,0,1
"ANKH",0,0,4,0,0,3,6,1,0,4,0,0,0,1,434,0,1,1
"ZNF622",0,3,4,3,3,23,12,2,3,24,3,6,0,2,559,3,3,3
"FAM134B",0,0,0,2,1,0,6,0,0,12,3,1,0,1,343,0,0,0
"MYO10",0,0,0,0,0,1,1,0,0,0,0,0,0,1,313,0,0,2
"BASP1",1,0,5,0,0,27,0,0,1,0,0,0,0,0,14,2,0,0
"CTD-2139B15.2",0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,0,0,1
"CTD-2118P12.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0
"DROSHA",0,0,0,0,0,3,1,1,0,3,0,1,0,0,119,0,0,0
"C5orf22",0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0
"GOLPH3",0,0,3,0,0,11,5,1,1,5,0,2,0,1,221,1,1,3
"CTD-2186M15.3",0,0,0,0,0,10,0,0,0,1,0,0,0,0,138,2,0,1
"MTMR12",0,0,2,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0
"ZFR",0,0,2,0,0,11,9,4,0,5,2,0,0,1,195,0,3,5
"SUB1",0,9,45,4,1,69,53,8,2,67,9,2,8,7,1878,14,1,18
"TARS",0,0,2,0,0,10,2,0,0,7,0,0,1,0,321,2,1,2
"SLC45A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"AMACR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0
"C1QTNF3",0,0,0,0,4,0,0,0,0,0,1,0,0,0,18,0,0,3
"RAI14",0,0,0,0,0,8,0,0,0,0,0,0,0,0,66,0,0,7
"RAD1",0,0,2,0,0,14,3,0,0,6,0,1,0,0,142,0,0,3
"BRIX1",0,0,2,0,0,24,14,3,4,16,4,1,2,6,448,1,1,5
"DNAJC21",1,0,0,0,0,5,2,0,0,6,0,1,0,4,205,0,0,3
"PRLR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
"SPEF2",0,1,1,0,0,1,4,0,0,3,0,0,0,0,38,0,0,0
"IL7R",0,2,0,0,0,2,7,0,0,108,9,14,0,3,4,0,5,0
"LMBRD2",0,0,1,0,0,7,0,0,0,2,0,0,0,0,32,0,0,2
"SKP2",0,0,0,1,0,0,1,0,0,1,0,1,0,0,68,1,0,1
"NADK2",0,0,1,0,0,2,0,0,1,0,0,0,2,0,59,0,0,1
"NIPBL",0,0,0,0,3,11,7,1,0,4,1,0,1,0,215,0,2,1
"C5orf42",0,0,0,0,2,4,1,0,0,0,0,0,0,0,21,0,0,4
"NUP155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
"WDR70",0,0,2,0,0,9,6,0,0,10,0,1,0,1,135,0,1,0
"GDNF",0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0
"LIFR",0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,13
"RICTOR",0,2,0,0,0,6,7,0,1,4,0,1,1,1,95,0,0,6
"FYB",1,5,21,1,0,1,20,0,0,82,23,11,4,3,37,0,5,0
"DAB2",3,0,1,0,0,51,0,0,0,0,0,0,0,0,98,0,0,13
"PTGER4",0,4,3,1,0,28,8,0,0,82,10,5,3,2,132,0,3,0
"TTC33",0,1,0,0,0,7,0,0,0,0,1,0,0,3,73,1,0,1
"PRKAA1",0,0,0,0,0,5,2,1,0,14,0,3,0,3,155,1,1,5
"RPL37",9,37,175,15,9,518,303,28,29,428,91,58,28,67,18979,21,33,97
"C7",0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0
"OXCT1",0,0,0,0,0,1,1,0,0,6,0,0,0,1,122,0,0,1
"C5orf51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"FBXO4",0,0,1,0,0,11,2,0,2,2,1,0,0,0,133,3,0,0
"GHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"CCDC152",1,0,0,2,0,0,5,0,1,1,1,0,0,0,22,1,0,0
"SEPP1",25,0,78,0,17,504,4,0,0,1,1,0,1,0,2379,1,1,37
"CTD-2035E11.3",0,2,0,0,1,3,1,1,0,9,1,1,0,0,0,0,0,6
"ANXA2R",0,2,2,2,2,3,15,1,0,21,4,7,1,5,4,2,1,10
"ZNF131",0,0,1,0,0,10,4,0,0,11,4,0,0,4,104,0,0,0
"HMGCS1",0,0,0,0,0,1,0,0,0,4,0,0,0,0,212,0,1,1
"CCL28",0,1,0,0,1,0,3,0,0,2,0,0,0,0,559,0,0,1
"C5orf28",0,2,1,0,0,7,5,0,1,8,0,0,0,1,78,0,2,3
"PAIP1",0,1,3,0,0,29,7,0,2,15,4,2,3,2,469,1,1,11
"NNT-AS1",0,0,1,0,0,8,2,1,0,4,1,0,0,1,148,0,0,1
"NNT",0,0,0,0,0,0,5,0,0,4,1,0,0,1,167,0,2,0
"MRPS30",0,0,0,0,0,19,15,0,1,15,2,0,0,2,470,1,2,2
"RP11-53O19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"EMB",0,0,1,0,0,1,9,0,0,18,9,1,1,1,2,0,2,0
"PARP8",0,4,1,0,0,3,19,0,0,18,6,1,2,0,4,0,0,0
"ITGA1",0,0,0,0,1,16,35,0,0,16,7,0,0,1,39,0,0,12
"PELO",0,5,0,0,0,17,32,0,0,12,1,0,0,2,116,0,0,15
"ITGA2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,0,0,0
"MOCS2",0,1,1,0,1,24,1,0,0,5,0,2,1,2,284,0,0,5
"CTD-2366F13.1",0,0,0,0,0,1,0,0,0,1,0,0,0,0,19,0,0,0
"FST",0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,1
"NDUFS4",0,1,6,2,4,74,15,3,0,18,4,4,2,2,2916,1,4,7
"ARL15",0,0,0,0,0,1,5,0,0,0,0,0,0,0,73,0,0,2
"HSPB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0
"SNX18",0,0,2,0,0,2,0,0,0,2,0,1,0,0,11,0,0,0
"GZMK",0,40,0,19,0,2,0,0,0,2,34,0,11,13,0,0,5,0
"GZMA",0,44,0,25,0,0,2418,0,0,72,103,4,69,137,51,0,8,1
"GPX8",0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,2
"CCNO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"DHX29",0,1,4,0,2,26,11,1,1,7,1,0,1,0,330,1,0,5
"SKIV2L2",0,1,0,0,0,6,5,1,0,1,2,0,0,0,118,0,0,0
"SLC38A9",0,1,0,0,0,5,2,0,0,2,1,0,0,0,36,0,1,0
"IL6ST",0,1,0,0,1,18,2,0,0,2,0,0,0,1,38,1,0,11
"MAP3K1",0,0,1,0,0,1,1,0,0,0,0,0,0,0,23,0,0,0
"SETD9",0,2,2,0,0,8,1,0,0,2,1,0,0,1,310,1,1,1
"MIER3",0,0,0,0,0,2,0,0,0,1,0,0,0,0,105,0,0,0
"GPBP1",0,3,2,1,2,24,19,5,0,24,3,9,1,0,325,1,3,2
"PLK2",0,0,0,0,1,30,0,1,3,7,0,1,0,0,91,3,0,8
"GAPT",0,0,9,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"PDE4D",0,0,0,0,0,2,2,0,0,7,2,6,0,1,34,0,0,1
"PART1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"DEPDC1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
"ELOVL7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0
"ERCC8",0,0,0,0,0,3,1,0,1,1,0,0,0,0,42,0,0,0
"NDUFAF2",1,0,0,0,0,44,4,0,0,7,2,1,1,0,793,0,1,3
"SMIM15",0,1,3,0,0,25,7,3,0,10,3,2,0,4,575,1,1,9
"CTC-436P18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"ZSWIM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0
"KIF2A",0,1,2,1,0,4,3,0,2,4,1,2,3,0,82,0,0,1
"DIMT1",0,0,3,1,1,19,7,2,1,8,0,0,0,1,165,1,2,0
"IPO11",0,0,0,0,0,2,1,0,0,0,0,0,1,1,37,0,0,9
"SREK1IP1",0,4,6,1,2,32,23,1,0,28,2,2,1,5,689,1,2,5
"CWC27",0,0,6,2,1,13,9,0,0,8,2,2,1,1,288,1,1,5
"CENPK",0,3,0,2,0,0,16,0,1,20,1,0,0,2,182,0,1,1
"PPWD1",0,0,2,0,0,13,4,0,2,8,1,0,0,0,108,0,1,7
"TRIM23",0,0,0,0,0,3,1,0,0,0,0,1,0,0,20,0,0,0
"TRAPPC13",0,0,0,0,0,6,2,2,1,3,0,1,1,0,81,0,1,1
"CTC-534A2.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0
"SGTB",0,0,0,0,0,2,1,0,0,5,0,0,0,0,6,0,0,0
"NLN",0,0,0,0,0,1,1,0,0,0,0,0,0,0,294,0,0,1
"ERBB2IP",0,1,0,0,0,8,7,0,0,5,3,0,2,1,149,0,0,3
"SREK1",0,0,2,0,1,53,12,1,0,15,0,5,1,2,370,1,4,9
"MAST4",0,0,0,0,0,10,8,1,0,2,2,0,0,0,110,0,0,8
"MAST4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0
"CD180",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIK3R1",0,2,0,0,5,7,8,1,0,6,1,3,2,5,142,0,1,0
"SLC30A5",0,0,0,0,1,9,8,0,0,4,2,2,1,1,219,0,0,3
"CCNB1",0,0,0,0,0,3,3,0,0,0,1,0,1,0,539,0,0,0
"CENPH",0,0,0,0,0,2,9,0,0,1,1,0,1,0,249,0,2,1
"MRPS36",1,0,9,0,2,13,15,1,0,16,1,1,0,3,1571,0,0,12
"CDK7",0,0,4,2,0,5,3,0,0,8,1,0,1,0,185,0,0,2
"CCDC125",0,0,0,0,0,0,1,0,0,0,1,0,0,0,84,0,0,1
"TAF9",0,0,6,2,5,46,23,7,2,42,5,4,1,22,1575,4,0,10
"RAD17",0,0,0,0,0,3,7,0,0,3,0,1,0,2,90,0,0,1
"MARVELD2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,174,0,0,0
"OCLN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0
"GTF2H2C",0,0,0,0,0,1,4,0,0,0,0,1,0,0,31,5,0,1
"SMN2",1,0,1,0,0,5,3,1,0,8,1,1,0,0,58,0,0,1
"SERF1A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0
"SMN1",0,1,1,0,0,5,2,1,0,4,0,0,1,0,60,1,0,2
"NAIP",0,0,8,0,0,4,1,0,0,1,0,0,0,0,40,0,0,0
"GTF2H2",0,1,0,0,0,15,5,0,0,1,1,0,0,0,143,0,0,2
"BDP1",0,2,1,1,0,27,19,1,2,10,2,0,0,3,193,0,0,1
"MCCC2",0,1,0,0,0,6,4,0,0,3,0,0,0,0,223,0,0,1
"MAP1B",0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0
"MRPS27",0,0,2,0,0,6,7,2,0,7,0,0,0,1,202,0,0,0
"PTCD2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,28,0,0,0
"TNPO1",0,0,4,0,0,5,2,1,0,6,0,1,0,1,134,0,0,0
"FCHO2",0,0,0,0,0,1,1,0,0,0,1,0,0,0,58,0,0,4
"TMEM171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0
"BTF3",13,29,151,13,15,526,243,44,15,371,72,40,31,42,11390,13,23,97
"ANKRA2",0,0,1,0,0,8,7,3,0,7,0,0,1,1,102,0,0,0
"UTP15",0,0,2,0,0,5,2,1,0,2,2,0,0,1,26,0,0,1
"ARHGEF28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"ENC1",0,0,0,0,0,9,0,0,0,0,1,0,0,0,107,0,0,0
"HEXB",0,2,19,0,0,55,12,2,0,10,1,1,1,2,1124,4,0,13
"GFM2",0,1,0,0,0,2,1,0,0,6,3,0,0,1,96,0,1,2
"NSA2",0,0,5,1,0,37,22,4,0,28,8,6,3,3,1306,2,4,10
"HMGCR",0,0,0,0,0,2,0,0,0,1,0,0,0,0,262,0,0,0
"CTD-2235C13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"COL4A3BP",0,0,0,0,1,8,2,1,0,1,0,0,1,0,113,0,0,6
"POLK",0,0,1,1,0,5,1,2,0,4,0,1,0,3,75,0,0,0
"ANKDD1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0
"POC5",0,0,0,2,0,1,1,0,0,2,1,0,0,1,32,0,0,1
"IQGAP2",0,2,2,0,1,0,9,1,0,10,2,1,2,0,453,0,2,2
"F2R",0,1,0,0,1,21,0,0,0,9,5,0,1,0,8,1,0,1
"F2RL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0
"AGGF1",0,2,0,0,0,13,6,0,0,8,2,0,0,0,189,0,0,4
"ZBED3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0
"WDR41",0,0,4,0,0,21,11,0,0,2,2,0,1,0,103,0,1,0
"TBCA",5,3,12,0,5,89,34,3,3,47,10,4,1,6,2420,6,5,20
"AP3B1",0,1,1,1,0,9,5,0,1,2,1,0,0,2,173,0,1,2
"SCAMP1",0,0,2,0,0,12,3,0,0,2,0,0,0,0,102,0,0,1
"LHFPL2",0,0,0,0,1,1,1,1,0,1,0,0,0,0,148,0,0,0
"ARSB",0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0
"DMGDH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"JMY",0,0,3,0,0,5,0,0,0,1,0,0,0,1,30,0,0,1
"HOMER1",0,0,3,0,0,4,1,0,0,1,0,0,0,0,7,0,0,0
"PAPD4",2,1,4,0,2,3,10,0,0,9,1,1,2,0,110,0,0,4
"MTX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"SERINC5",0,0,0,0,1,2,1,0,0,2,0,0,0,1,119,0,0,0
"ZFYVE16",0,1,2,0,0,5,1,0,0,2,0,0,0,0,72,0,0,0
"CTD-2015H6.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,1,0,0
"DHFR",0,0,1,0,0,3,1,0,1,3,1,0,0,0,363,0,0,0
"MSH3",0,0,1,0,0,6,17,0,0,4,8,0,0,2,94,0,0,0
"CKMT2-AS1",0,0,0,0,0,0,1,0,0,2,1,0,0,0,34,0,0,1
"ZCCHC9",2,2,2,0,0,18,3,0,0,6,2,1,0,0,211,0,1,2
"SSBP2",1,0,3,1,1,25,0,4,0,5,1,1,0,0,27,0,1,4
"ATG10",0,1,1,0,0,4,4,0,0,4,0,0,0,0,186,0,0,1
"RPS23",30,71,439,36,17,1296,709,79,92,1025,216,133,79,129,42168,44,58,269
"ATP6AP1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"TMEM167A",3,4,3,1,4,10,11,2,0,19,3,3,3,1,433,1,2,5
"XRCC4",0,2,4,0,0,1,4,0,0,0,0,1,0,1,60,1,0,0
"VCAN",0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
"HAPLN1",0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,1
"EDIL3",0,0,0,0,0,64,0,0,0,0,0,0,0,0,61,0,0,0
"CTD-2269F5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
"COX7C",12,12,53,7,8,316,170,23,4,170,55,21,13,24,18675,11,12,38
"RASA1",0,0,0,0,0,4,2,1,0,1,0,0,0,0,59,0,0,1
"CCNH",0,2,10,1,1,11,13,4,0,30,4,1,4,0,336,1,0,10
"TMEM161B",0,0,0,0,0,0,1,0,0,1,0,0,0,1,25,0,0,1
"TMEM161B-AS1",0,0,0,2,3,12,4,1,0,4,0,0,0,0,216,0,0,0
"MEF2C",0,0,8,0,2,0,0,0,0,0,0,0,0,0,22,1,0,16
"MEF2C-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CETN3",0,0,0,0,0,8,1,0,0,0,0,0,0,1,112,0,0,4
"MBLAC2",0,0,0,0,0,3,0,0,0,0,1,0,0,0,23,0,0,0
"POLR3G",0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,0,0,1
"LYSMD3",0,0,0,0,0,5,3,0,0,4,1,0,0,0,33,0,0,0
"ARRDC3",0,1,1,0,0,9,1,0,1,2,0,0,0,0,43,0,0,3
"NR2F1-AS1",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"FAM172A",0,0,0,1,1,7,1,0,0,1,3,2,3,1,49,0,0,0
"POU5F2",0,0,0,0,0,2,2,0,0,1,0,0,0,0,21,0,0,1
"KIAA0825",0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0
"TTC37",0,0,0,0,1,2,2,0,0,7,1,0,0,2,119,0,0,0
"ARSK",0,0,0,1,1,5,0,0,0,1,0,1,1,0,26,1,0,3
"GPR150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"RFESD",0,1,0,0,0,0,0,1,0,0,0,0,1,1,15,0,0,0
"RHOBTB3",0,0,0,0,0,43,1,3,0,1,0,0,0,0,651,0,0,0
"GLRX",10,2,23,0,0,46,20,2,0,30,5,2,2,6,916,7,4,6
"ELL2",0,0,1,0,0,1,0,0,0,8,1,0,0,0,39,0,0,0
"CAST",0,0,2,1,0,17,23,4,0,13,4,4,1,1,1246,2,3,10
"ERAP1",0,0,0,0,0,5,2,0,0,4,0,1,0,0,125,0,0,2
"CTD-2260A17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"CTD-2260A17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"ERAP2",0,2,4,3,0,10,11,0,3,18,2,0,0,3,257,2,0,7
"LNPEP",0,0,0,0,0,7,5,1,1,9,2,0,1,2,104,0,1,1
"RIOK2",0,0,3,0,0,9,8,2,1,4,4,2,0,1,183,0,1,1
"RGMB",0,0,0,0,0,3,0,0,0,0,0,0,0,0,483,0,0,0
"RGMB-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0
"CHD1",0,1,3,0,0,7,2,1,0,5,2,1,0,2,176,0,2,3
"FAM174A",0,1,2,0,1,13,3,0,0,3,2,0,0,0,267,1,0,9
"ST8SIA4",0,0,5,0,0,7,0,0,0,6,1,0,0,0,0,1,1,1
"PAM",1,0,1,0,0,35,1,0,0,2,1,0,0,0,42,1,0,2
"GIN1",0,0,0,0,0,1,1,0,0,1,0,1,0,0,28,0,0,0
"PPIP5K2",0,0,0,1,0,3,0,0,0,0,0,0,0,2,100,0,0,1
"C5orf30",0,2,0,0,0,1,1,3,1,1,0,0,0,0,250,0,0,2
"NUDT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
"EFNA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
"FBXL17",0,0,0,0,0,1,2,0,0,1,1,1,0,0,59,0,0,3
"LINC01023",0,0,0,0,0,8,0,0,0,0,0,0,0,0,128,0,0,0
"FER",0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0
"PJA2",0,1,0,0,1,11,1,2,0,13,1,1,2,1,129,1,1,1
"MAN2A1",0,1,1,0,0,0,0,0,0,3,1,0,0,0,51,0,0,0
"SLC25A46",0,0,4,1,0,9,8,0,0,9,1,0,2,0,127,0,0,1
"TSLP",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"WDR36",0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,0
"CAMK4",0,1,0,0,0,3,8,0,0,16,4,1,0,2,2,0,1,0
"STARD4",0,0,0,0,0,1,0,0,0,0,0,0,0,2,61,0,0,0
"NREP",0,0,0,0,3,2,0,0,0,0,0,0,0,0,127,0,0,2
"EPB41L4A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0
"EPB41L4A-AS1",0,2,7,3,0,62,9,4,4,22,4,1,2,0,998,2,1,11
"APC",0,0,0,0,0,0,2,0,0,0,1,0,0,0,40,0,0,0
"SRP19",0,4,6,1,0,18,21,2,0,38,2,3,1,3,477,6,2,10
"REEP5",4,12,21,7,2,93,41,1,4,72,12,5,8,12,1405,11,7,38
"DCP2",1,0,1,0,0,2,2,1,1,9,2,1,0,0,69,1,0,1
"MCC",0,0,0,0,0,8,0,0,0,1,0,0,0,1,32,0,0,4
"YTHDC2",0,0,2,0,0,1,1,0,0,5,0,0,0,1,69,0,0,0
"TRIM36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0
"PGGT1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
"CTC-428G20.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"CCDC112",0,0,5,1,0,10,0,0,0,2,0,0,0,1,454,0,0,1
"FEM1C",0,0,0,0,0,1,1,0,0,1,0,0,0,0,86,0,0,0
"AC010226.4",0,0,1,0,1,13,0,0,0,0,0,0,0,0,20,0,0,0
"TMED7",0,2,6,0,2,24,8,0,0,4,2,0,0,2,204,0,0,4
"ATG12",0,1,3,0,3,14,17,5,0,24,6,1,4,4,353,1,1,5
"AP3S1",0,1,8,2,5,58,19,5,1,32,9,1,3,7,736,2,0,3
"CTD-2287O16.5",0,0,1,0,0,3,0,0,0,1,0,1,0,0,24,0,0,0
"COMMD10",2,1,13,0,0,9,10,1,0,9,1,0,1,2,284,0,0,10
"SEMA6A",0,0,0,0,1,0,2,0,0,0,0,0,0,0,379,0,0,3
