"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"C12orf29",1,1,2,0,1,1,10,2,1,1,4,22,3,2,1,2,1,2,1,82,3,0,0,0
"CEP290",2,0,4,0,1,0,5,0,0,0,3,2,1,0,1,0,0,1,0,47,0,0,0,0
"TMTC3",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,1
"KITLG",0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,1
"DUSP6",4,0,5,0,1,0,14,7,8,9,1,1,0,0,0,1,0,0,1,73,2,0,0,1
"POC1B",1,1,1,0,0,0,5,2,0,0,5,9,0,0,0,1,0,0,1,86,0,0,3,0
"RP11-734K2.4",0,1,0,0,0,0,2,2,0,0,0,6,1,1,1,1,0,0,1,26,1,0,1,0
"ATP2B1",2,2,20,0,4,1,37,6,3,0,19,26,4,2,3,8,1,0,6,573,3,2,3,2
"LINC00936",1,2,13,0,1,0,25,3,1,0,5,11,1,2,2,5,0,0,2,99,1,3,2,0
"RP11-567C2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"LUM",1,0,1,0,0,1,2588,0,0,1,1,3,0,32,1,2,0,0,0,15,1,1,0,1
"DCN",0,0,3,0,0,0,3747,0,1,0,1,5,0,29,0,0,0,0,1,25,3,0,0,0
"BTG1",39,210,205,77,246,20,397,139,78,46,703,1910,295,10,375,617,94,36,79,3884,65,147,258,31
"RP11-796E2.4",0,1,2,0,1,0,3,1,0,0,9,11,2,0,6,8,1,0,0,17,0,0,0,0
"RP11-693J15.5",0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0
"EEA1",0,0,3,0,0,0,15,2,0,0,1,6,0,0,2,1,0,0,0,106,1,1,1,4
"NUDT4",3,2,5,3,3,0,62,4,1,4,11,35,5,2,2,6,1,1,5,679,4,8,2,4
"UBE2N",6,11,20,0,5,1,44,16,4,3,24,72,14,4,10,18,6,0,1,641,11,31,10,4
"MRPL42",3,0,2,0,0,0,13,2,1,1,4,14,1,0,0,3,0,0,0,299,4,3,2,3
"SOCS2",1,2,0,0,0,1,22,2,2,3,0,17,1,1,0,2,0,0,1,106,0,0,0,7
"CRADD",2,1,3,0,0,0,26,4,0,0,0,7,4,0,0,5,1,0,0,308,1,1,1,2
"PLXNC1",2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"TMCC3",0,0,2,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,218,1,0,0,3
"NDUFA12",7,7,26,2,7,1,69,14,5,2,14,54,8,6,4,19,2,4,9,2622,6,17,7,10
"NR2C1",0,0,2,0,0,0,7,2,0,2,0,1,0,1,0,2,0,0,0,70,0,1,1,0
"FGD6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0
"VEZT",2,0,5,1,0,0,5,2,3,0,2,10,1,0,0,4,0,0,0,159,1,4,0,1
"METAP2",5,2,14,0,4,0,41,6,2,3,6,8,4,0,2,2,0,1,1,493,1,21,2,4
"NTN4",0,0,0,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,1
"SNRPF",3,4,8,0,7,0,35,12,2,4,12,59,13,0,4,16,3,1,3,1305,6,17,11,5
"LTA4H",2,3,6,1,2,0,17,1,6,1,12,17,4,3,11,11,1,2,1,603,6,6,3,1
"ELK3",0,2,0,0,0,1,12,0,1,0,6,9,1,0,1,5,0,0,0,13,2,0,5,4
"CDK17",1,1,2,0,1,0,2,4,1,3,6,12,2,0,1,3,0,0,1,27,0,3,1,1
"NEDD1",0,0,0,0,1,0,6,1,0,0,5,4,1,0,0,3,0,0,1,43,0,2,1,0
"RP11-181C3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"TMPO-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,2,0,2
"TMPO",0,0,7,1,2,0,3,6,0,0,7,6,0,0,3,4,0,0,0,230,1,17,1,1
"SLC25A3",49,17,101,6,13,2,251,44,22,31,76,183,30,7,31,66,16,7,20,8067,36,80,26,13
"IKBIP",10,0,7,0,0,0,33,10,0,0,7,16,1,2,4,4,0,0,4,27,12,7,1,3
"APAF1",2,1,3,0,0,0,1,2,0,0,1,5,0,0,0,0,0,0,0,93,0,0,0,0
"UHRF1BP1L",0,0,1,0,0,0,2,1,0,0,0,2,0,0,3,0,0,0,0,30,0,0,0,0
"ACTR6",2,1,3,0,2,1,14,6,0,0,4,15,0,0,1,4,2,0,0,111,4,2,3,5
"SCYL2",0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0,0,0,122,0,1,0,1
"NR1H4",1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
"GAS2L3",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,1,0,0
"UTP20",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,68,1,0,0,0
"ARL1",1,1,3,0,0,0,62,5,2,3,5,23,3,0,4,4,0,0,1,592,4,4,2,2
"MYBPC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"CHPT1",3,0,9,0,1,1,33,3,3,2,11,9,1,1,2,2,0,0,1,964,3,1,3,0
"SYCP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"GNPTAB",2,1,0,0,1,0,7,8,0,3,5,13,2,0,0,2,1,0,1,284,0,2,0,0
"DRAM1",0,2,0,0,0,0,29,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,1
"CCDC53",7,4,12,2,2,0,56,15,3,4,6,28,8,0,3,10,1,1,4,569,6,8,2,9
"NUP37",0,0,1,0,0,1,14,2,0,1,4,3,1,0,0,2,0,0,0,217,0,4,1,1
"PARPBP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4,0,0
"IGF1",23,0,31,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"STAB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"NT5DC3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,0,0
"HSP90B1",43,1,40,1,3,1,160,9,9,6,10,33,10,5,6,17,2,3,3,2173,84,4,2,15
"C12orf73",3,0,0,0,0,0,3,3,2,0,2,2,1,0,1,1,1,0,0,119,0,2,0,0
"TDG",0,3,1,0,1,0,9,3,2,4,7,20,2,0,0,5,0,0,1,197,3,3,1,1
"GLT8D2",0,1,0,0,0,0,87,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5
"HCFC2",0,0,0,0,0,0,6,1,0,0,0,1,0,0,1,1,0,0,0,23,0,2,0,0
"NFYB",0,1,6,0,1,0,18,3,0,0,1,4,1,2,1,1,0,0,0,140,3,7,1,3
"TXNRD1",0,1,5,0,1,0,4,0,0,0,2,13,1,0,0,1,0,0,1,253,1,1,0,3
"EID3",0,1,0,0,0,0,2,0,1,0,2,14,0,1,1,4,0,1,1,1,2,0,0,0
"CHST11",3,3,2,1,5,0,5,0,0,4,8,24,11,0,5,6,0,0,1,0,1,0,6,0
"SLC41A2",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,0,0,0
"C12orf45",5,1,15,0,1,0,11,1,3,0,7,10,1,0,5,3,4,0,0,362,2,1,1,2
"ALDH1L2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"KIAA1033",2,0,1,0,0,0,5,2,0,1,3,6,1,0,4,2,1,0,1,50,2,1,0,2
"APPL2",1,0,1,0,0,0,4,2,0,0,2,2,0,0,0,0,0,0,0,568,0,0,1,0
"C12orf75",0,8,8,6,12,0,1,5,0,0,12,46,12,0,4,14,4,3,4,1760,8,29,3,1
"CKAP4",0,0,1,0,0,0,10,0,0,0,2,0,0,1,0,1,0,0,0,295,4,0,0,0
"TCP11L2",0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,3,0,0,0,34,0,0,1,0
"POLR3B",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,39,0,0,0,0
"RIC8B",0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,42,0,0,0,0
"CRY1",1,1,1,0,4,0,3,0,1,0,2,11,1,0,0,5,0,0,1,51,0,0,4,0
"PWP1",1,0,5,2,1,0,27,5,4,2,5,15,5,0,1,3,3,1,0,210,4,5,5,2
"PRDM4",1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,2
"FICD",0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,16,5,0,0,1
"SART3",1,0,0,1,0,1,5,1,0,2,0,2,0,1,2,1,0,0,0,92,0,1,2,1
"ISCU",26,18,28,4,11,3,283,25,9,2,62,183,29,20,16,70,7,2,11,2426,38,11,46,11
"TMEM119",1,0,0,0,0,0,85,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"SELPLG",9,3,8,1,3,0,2,4,1,0,2,22,3,0,0,2,2,0,3,2,2,0,5,0
"CORO1C",4,0,2,0,0,0,11,1,0,0,3,0,0,1,0,0,0,0,0,162,3,1,1,1
"SSH1",0,0,1,1,0,0,2,4,0,3,0,3,1,0,0,3,0,0,1,62,0,0,1,3
"DAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
"USP30",0,0,4,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,146,0,0,0,1
"USP30-AS1",0,1,1,0,0,0,0,7,1,0,0,6,1,0,0,1,1,0,0,68,0,0,3,0
"ALKBH2",1,1,2,0,0,1,25,3,0,0,1,4,0,0,0,3,0,0,1,193,0,2,0,5
"UNG",0,0,1,0,0,0,6,3,0,0,3,7,1,0,0,1,0,0,0,350,0,4,0,0
"ACACB",0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,1,0,1,0,145,0,0,0,2
"KCTD10",0,0,1,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,1,158,0,0,5,2
"UBE3B",1,5,1,0,1,0,3,2,0,0,2,2,1,2,0,0,0,0,0,184,0,1,0,1
"MMAB",5,1,7,0,1,0,35,1,0,2,4,11,0,0,2,5,0,0,3,691,3,6,0,0
"MVK",1,2,2,0,0,0,5,2,0,2,0,3,0,0,0,3,0,0,0,97,0,2,1,0
"FAM222A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,14,1,0,0,0
"GLTP",3,5,5,0,3,1,23,8,3,5,3,22,2,1,1,4,1,0,0,499,4,3,6,2
"TCHP",0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,64,0,0,0,0
"GIT2",0,1,4,0,0,0,4,8,0,0,3,8,2,0,3,2,0,1,0,89,1,1,1,0
"ANKRD13A",1,0,1,0,0,0,5,0,1,0,0,2,1,1,3,2,0,0,0,124,0,4,0,0
"C12orf76",0,0,10,0,0,0,9,1,0,0,0,5,0,0,0,6,0,0,0,83,0,0,1,0
"IFT81",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"ATP2A2",1,0,1,0,1,0,15,2,0,0,0,0,1,1,0,0,0,0,1,680,4,0,0,0
"ANAPC7",4,0,4,0,0,2,6,1,1,0,3,4,2,0,0,1,0,0,1,145,0,1,0,2
"ARPC3",124,40,235,8,32,2,160,122,19,25,143,337,81,3,88,85,11,12,30,6609,34,105,51,35
"GPN3",4,2,5,0,4,0,30,3,1,1,7,18,2,0,4,9,0,0,0,227,3,8,1,2
"FAM216A",0,0,1,1,0,0,6,0,0,0,1,1,0,0,2,1,0,0,0,2,1,1,0,0
"VPS29",12,3,40,2,8,2,85,18,8,11,25,75,8,9,7,31,6,6,7,2265,14,16,11,7
"PPTC7",0,0,1,0,0,0,2,0,0,0,1,5,1,0,1,1,0,0,0,80,0,0,0,0
"TCTN1",1,1,0,0,0,0,32,0,0,0,6,1,0,1,1,1,0,0,0,59,0,2,0,0
"HVCN1",0,0,9,0,0,0,10,0,3,0,38,1,0,3,43,1,0,1,1,4,0,7,0,1
"PPP1CC",2,2,15,0,6,2,93,16,5,4,29,53,8,10,10,10,1,0,2,1185,10,42,15,2
"MYL2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
"FAM109A",0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,196,0,0,0,0
"SH2B3",3,0,18,0,0,0,2,0,0,0,3,3,0,0,1,1,0,0,0,23,1,2,0,0
"ATXN2",3,0,1,0,1,0,14,1,1,2,3,5,0,2,0,3,1,0,1,240,1,0,3,0
"BRAP",0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,102,1,5,0,1
"ACAD10",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,147,0,1,0,0
"ALDH2",14,0,74,0,0,1,93,0,0,1,1,0,0,6,7,0,0,0,0,3371,5,2,0,5
"MAPKAPK5-AS1",4,0,6,0,0,0,17,4,0,1,7,18,2,2,3,2,0,0,3,500,3,2,1,2
"MAPKAPK5",1,1,4,1,0,0,11,4,0,1,2,14,5,0,1,2,0,1,2,330,2,3,2,1
"TMEM116",0,0,0,0,3,0,4,4,1,0,3,12,0,0,0,1,1,0,2,33,0,3,0,0
"ERP29",67,16,101,5,21,2,144,40,6,12,71,203,21,3,40,45,4,4,14,3286,54,26,19,7
"NAA25",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,94,0,6,0,0
"TRAFD1",0,0,1,0,0,0,9,3,1,0,1,3,0,0,0,0,0,0,0,111,1,0,1,0
"HECTD4",0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,95,0,1,0,1
"RPL6",188,175,821,41,190,8,1939,409,124,99,738,2671,378,57,339,901,143,40,103,38671,305,361,407,85
"PTPN11",0,0,1,0,1,0,6,0,0,0,0,3,1,0,0,0,0,0,0,76,1,1,0,1
"OAS1",3,1,5,0,0,0,20,0,0,0,3,6,0,0,3,2,0,0,0,1114,3,1,2,0
"OAS3",0,1,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,55,0,1,1,2
"OAS2",2,0,1,0,0,0,1,1,0,0,1,4,1,0,0,2,0,0,1,4,0,0,0,1
"RASAL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"DDX54",0,0,7,0,1,0,22,6,1,1,2,11,1,0,3,0,0,1,2,392,4,1,1,1
"IQCD",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,2,0,0
"TPCN1",0,0,4,0,1,0,5,0,0,0,0,1,0,0,0,0,0,1,0,300,0,1,1,0
"SLC8B1",0,0,4,1,0,0,9,1,0,0,1,2,0,0,0,1,0,1,0,156,0,0,0,0
"PLBD2",2,0,3,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"SDS",65,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"SDSL",16,0,10,0,0,0,6,3,0,1,1,0,0,0,0,0,0,0,1,521,0,0,0,0
"RBM19",0,1,0,0,1,0,3,2,0,0,0,3,0,0,0,1,0,0,0,56,0,1,0,0
"TBX3",0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,1
"MED13L",0,1,9,0,0,0,3,1,1,0,1,2,0,0,0,0,0,0,0,99,0,1,0,1
"MAP1LC3B2",7,2,6,0,2,1,9,5,3,0,9,16,7,0,5,4,1,0,1,458,1,5,2,2
"C12orf49",0,2,0,1,0,0,14,2,0,1,3,5,0,1,0,2,1,0,0,152,0,4,4,1
"HRK",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0
"FBXW8",0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,31,2,1,0,0
"TESC",4,2,9,0,0,0,0,2,0,0,8,8,6,0,0,1,0,3,2,15,1,9,2,0
"FBXO21",0,0,0,0,0,0,17,2,0,1,0,6,2,0,0,1,0,0,0,101,1,1,1,0
"KSR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0
"RFC5",0,1,1,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,149,0,4,0,0
"WSB2",0,0,1,0,0,0,5,0,0,0,0,1,1,1,0,0,0,1,0,240,0,0,0,0
"VSIG10",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,280,0,0,0,0
"PEBP1",35,15,45,6,10,18,364,39,15,25,36,217,27,13,12,54,3,7,5,7179,37,35,23,11
"TAOK3",1,3,4,2,1,0,17,6,2,3,7,22,2,0,2,3,0,0,1,451,1,6,7,0
"SUDS3",2,0,0,0,0,0,7,0,0,1,1,6,0,1,1,0,1,0,0,261,3,2,3,0
"HSPB8",0,0,0,0,0,1,22,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3
"CCDC60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
"PRKAB1",0,0,0,0,0,0,10,1,1,1,1,1,1,0,0,0,0,0,0,314,0,1,1,3
"CIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"CCDC64",0,2,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,24,0,0,5,0
"RAB35",5,3,3,0,4,1,10,7,1,0,5,12,3,0,2,4,1,0,1,180,0,5,1,3
"RPLP0",202,156,666,30,123,6,1998,315,116,32,612,2432,276,39,335,668,97,45,112,53760,357,353,218,77
"PXN-AS1",0,1,0,0,0,0,8,1,4,0,3,5,0,0,0,5,0,0,0,126,0,0,2,0
"PXN",0,1,0,0,1,0,6,0,0,1,0,2,0,0,0,5,0,1,0,446,0,0,4,2
"SIRT4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"MSI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
"COX6A1",44,11,50,4,13,3,193,30,10,15,27,156,34,18,18,46,6,8,9,14915,33,40,19,11
"TRIAP1",1,4,4,1,3,0,44,3,1,0,6,13,3,0,2,4,0,0,3,378,4,4,2,1
"GATC",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,31,0,0,1,0
"SRSF9",21,7,45,4,6,2,101,16,3,2,24,60,12,1,7,14,3,0,7,1905,11,47,12,5
"DYNLL1",56,25,114,7,35,10,376,77,20,42,89,303,49,27,20,87,15,13,30,9052,53,87,31,36
"COQ5",4,2,0,0,0,0,24,5,0,3,0,11,0,3,0,4,0,1,0,426,0,3,2,0
"RNF10",2,4,5,0,0,0,23,5,3,0,4,21,1,1,0,2,0,0,0,561,4,2,3,1
"POP5",9,3,10,0,4,0,27,13,2,1,12,41,16,0,6,8,4,0,0,833,7,0,10,2
"MLEC",24,0,18,1,0,0,45,7,4,2,4,30,6,3,0,6,0,0,3,3193,7,9,3,6
"UNC119B",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,107,0,0,0,0
"ACADS",2,0,4,0,1,1,22,2,1,0,0,7,2,0,0,1,4,0,1,2355,1,2,1,0
"SPPL3",0,0,2,0,0,0,10,0,0,1,1,6,0,0,0,2,0,0,1,246,2,1,2,0
"HNF1A",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,121,0,0,0,0
"C12orf43",0,1,1,0,0,0,10,2,0,0,6,8,2,2,2,0,0,0,1,94,1,3,0,0
"OASL",0,6,4,3,0,0,1,0,0,0,1,18,6,0,0,3,0,0,2,137,1,1,1,0
"P2RX4",4,0,2,0,0,0,11,12,0,0,4,17,0,0,4,4,3,1,1,909,1,1,1,0
"CAMKK2",1,0,2,0,1,0,7,0,0,0,1,2,1,3,0,1,0,2,0,173,1,1,0,0
"ANAPC5",4,3,8,1,2,1,41,5,1,6,9,31,4,0,7,10,1,0,0,649,6,18,4,4
"RNF34",1,0,3,0,3,0,16,3,0,0,2,14,1,1,3,7,2,0,3,199,4,5,3,1
"KDM2B",0,0,3,0,0,0,3,1,0,0,4,8,0,0,1,0,0,0,0,41,2,0,1,0
"ORAI1",2,2,8,1,1,0,13,7,3,0,6,44,7,0,3,5,3,0,3,148,1,2,2,5
"TMEM120B",0,2,1,0,0,1,0,1,0,0,2,0,3,0,0,0,0,0,0,80,1,0,0,0
"RHOF",2,1,4,1,4,0,3,11,6,0,18,37,10,0,10,12,1,3,4,629,2,0,6,0
"SETD1B",1,0,1,0,0,0,4,1,0,0,3,3,0,0,0,0,0,0,0,93,0,0,0,1
"PSMD9",3,1,19,1,3,2,38,15,2,7,3,58,11,0,3,19,1,4,4,883,6,11,6,0
"RP11-87C12.2",1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,22,0,0,0,0
"WDR66",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"BCL7A",0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,69,0,7,0,0
"MLXIP",5,0,4,0,0,0,38,5,0,0,1,6,0,1,1,4,1,0,0,2155,0,1,2,4
"B3GNT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"DIABLO",2,0,0,0,0,0,3,1,0,0,2,6,1,0,0,1,0,0,0,78,1,0,0,2
"VPS33A",0,1,0,1,0,0,5,1,0,2,2,7,0,0,1,5,0,0,0,100,2,0,1,0
"CLIP1",2,0,2,0,0,0,3,1,0,0,0,6,1,1,1,3,0,0,0,134,0,1,1,2
"ZCCHC8",2,0,0,0,0,0,8,1,0,0,2,3,1,1,0,0,0,0,0,79,0,1,0,1
"RSRC2",3,2,20,2,2,0,52,23,1,3,21,52,11,1,12,12,1,1,5,707,5,18,13,5
"KNTC1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0
"DENR",2,1,4,0,0,0,15,9,2,2,10,14,0,1,3,2,1,0,0,242,1,4,0,2
"HIP1R",0,0,0,0,0,0,1,2,0,0,5,5,0,0,0,0,0,0,0,209,2,4,0,1
"VPS37B",0,7,26,3,16,1,8,7,5,0,23,71,12,0,6,15,3,2,13,753,5,0,5,1
"ABCB9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,5,0,0,1
"OGFOD2",1,0,1,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,30,1,0,0,0
"ARL6IP4",11,4,44,4,8,0,127,26,3,4,23,104,10,9,14,24,7,3,4,1956,16,9,14,3
"PITPNM2",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,2
"MPHOSPH9",0,1,0,0,0,0,1,1,0,0,0,13,5,0,0,4,0,0,1,53,2,0,2,0
"C12orf65",1,2,1,0,2,1,22,8,2,1,4,20,3,0,5,6,4,0,1,222,2,4,2,0
"CDK2AP1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0
"SBNO1",0,2,1,0,2,0,11,3,0,0,4,15,6,1,2,3,0,0,1,213,1,3,3,0
"RILPL2",11,5,49,2,4,0,20,3,5,2,33,40,3,2,7,17,1,2,3,25,0,3,7,8
"SNRNP35",1,1,7,0,4,2,19,5,2,0,6,25,4,1,1,15,0,0,1,404,3,3,9,1
"TMED2",8,9,35,3,3,2,116,15,7,6,20,87,10,3,6,17,1,2,5,1308,36,9,16,7
"DDX55",1,1,1,1,4,0,7,3,0,0,3,9,4,0,0,1,0,0,2,126,2,5,0,0
"EIF2B1",1,0,8,0,0,0,21,4,0,5,6,22,2,5,1,8,4,0,1,300,3,9,3,1
"GTF2H3",0,0,2,1,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,85,1,0,1,0
"ATP6V0A2",0,1,2,0,0,1,6,5,1,21,1,6,5,0,1,1,0,0,0,64,2,1,0,1
"CCDC92",0,0,0,0,0,0,5,1,0,0,0,1,1,1,1,0,0,3,0,66,0,0,0,0
"ZNF664",0,1,0,0,0,0,5,1,0,0,0,1,0,0,0,5,0,0,0,289,2,0,1,0
"FAM101A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0
"RP11-214K3.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"NCOR2",2,2,9,0,0,0,8,0,1,0,0,2,0,0,0,0,0,0,0,219,0,0,1,2
"SCARB1",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,260,1,2,0,0
"UBC",216,120,385,35,104,46,985,197,69,48,393,1030,204,32,94,286,31,16,63,15929,409,131,208,165
"DHX37",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,76,0,0,1,0
"BRI3BP",0,1,4,0,0,0,1,0,0,0,3,3,1,1,3,0,0,0,1,278,2,10,0,0
"AACS",0,0,0,0,0,0,2,4,1,0,0,1,0,0,0,2,0,0,0,153,1,1,0,1
"TMEM132B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"LINC00944",0,0,0,1,0,0,4,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-349K16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0
"SLC15A4",0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,35,0,2,0,0
"STX2",0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,9,0,0,0,3,0,0,0,1
"RAN",30,20,86,4,19,5,160,63,15,8,89,232,45,4,27,49,5,4,18,4982,46,144,29,17
"SFSWAP",0,0,2,0,0,1,10,0,0,0,1,7,1,1,1,2,0,0,0,167,0,2,1,0
"ULK1",1,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,0,68,0,0,0,1
"PUS1",1,1,1,0,0,0,1,3,2,1,4,6,1,0,1,0,1,0,1,218,2,1,2,0
"EP400",1,0,1,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,88,0,1,0,0
"EP400NL",0,0,1,0,0,0,7,0,0,0,1,1,1,0,0,2,0,0,0,34,0,0,0,0
"DDX51",0,0,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,98,1,1,0,0
"NOC4L",2,0,4,0,0,0,12,4,1,1,2,9,1,0,2,0,1,0,1,235,0,4,1,1
"RP13-977J11.2",0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,2,0,4,0,2,0,0,1,0
"FBRSL1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,160,0,0,0,0
"POLE",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145,2,1,1,0
"PXMP2",2,0,1,0,1,1,32,3,0,0,0,5,0,1,0,2,0,2,0,3124,2,5,3,2
